oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
DAZZLE,1880.4940133094788,KNN,0.888,0.659,0.459,0.04,0.541,0.709,0.621,0.384
DAZZLE,1880.4940133094788,LR,0.764,0.308,0.508,0.193,0.383,0.658,0.624,0.373
DAZZLE,1880.4940133094788,DT,0.829,0.42,0.481,0.112,0.448,0.684,0.624,0.376
DAZZLE,1880.4940133094788,RF,0.893,0.704,0.448,0.032,0.547,0.708,0.612,0.391
DAZZLE,1880.4940133094788,LightGBM,0.904,0.802,0.448,0.019,0.574,0.714,0.615,0.391
DAZZLE,1880.4940133094788,Adaboost,0.904,0.768,0.475,0.024,0.587,0.725,0.639,0.372
DAZZLE,1880.4940133094788,GBDT,0.867,0.542,0.497,0.071,0.519,0.713,0.648,0.359
WGAN,36.43,SVM,0.856,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,36.43,KNN,0.86,0.619,0.072,0.007,0.129,0.532,0.134,0.656
WGAN,36.43,LR,0.824,0.328,0.21,0.073,0.256,0.569,0.342,0.561
WGAN,36.43,DT,0.363,0.141,0.669,0.688,0.232,0.49,0.425,0.54
WGAN,36.43,RF,0.437,0.158,0.669,0.602,0.255,0.533,0.499,0.486
WGAN,36.43,LightGBM,0.811,0.22,0.122,0.073,0.157,0.524,0.215,0.623
WGAN,36.43,Adaboost,0.871,0.852,0.127,0.004,0.221,0.562,0.225,0.617
WGAN,36.43,GBDT,0.853,0.477,0.232,0.043,0.312,0.595,0.374,0.544
RP,2.9945974349975586,SVM,0.9,0.769,0.442,0.022,0.561,0.71,0.609,0.395
RP,2.9945974349975586,KNN,0.853,0.491,0.586,0.102,0.534,0.742,0.709,0.302
RP,2.9945974349975586,LR,0.861,0.522,0.459,0.071,0.488,0.694,0.614,0.386
RP,2.9945974349975586,DT,0.844,0.463,0.519,0.101,0.49,0.709,0.658,0.347
RP,2.9945974349975586,RF,0.886,0.648,0.459,0.042,0.537,0.708,0.62,0.384
RP,2.9945974349975586,LightGBM,0.909,0.819,0.475,0.018,0.601,0.729,0.64,0.371
RP,2.9945974349975586,Adaboost,0.902,0.727,0.514,0.033,0.602,0.741,0.671,0.345
RP,2.9945974349975586,GBDT,0.874,0.573,0.497,0.062,0.533,0.717,0.65,0.358
Howso,104.9328293800354,SVM,0.853,0.493,0.597,0.103,0.54,0.747,0.717,0.294
Howso,104.9328293800354,KNN,0.796,0.375,0.624,0.175,0.469,0.725,0.711,0.293
Howso,104.9328293800354,LR,0.758,0.316,0.586,0.213,0.411,0.686,0.671,0.33
Howso,104.9328293800354,DT,0.786,0.371,0.702,0.2,0.486,0.751,0.748,0.254
Howso,104.9328293800354,RF,0.842,0.466,0.635,0.123,0.537,0.756,0.737,0.272
Howso,104.9328293800354,LightGBM,0.843,0.468,0.641,0.123,0.541,0.759,0.741,0.268
Howso,104.9328293800354,Adaboost,0.789,0.378,0.718,0.199,0.495,0.759,0.757,0.244
Howso,104.9328293800354,GBDT,0.813,0.408,0.663,0.162,0.505,0.75,0.74,0.264
DS,0.3077096939086914,SVM,0.881,0.944,0.188,0.002,0.313,0.593,0.316,0.574
DS,0.3077096939086914,KNN,0.89,0.678,0.453,0.036,0.543,0.708,0.616,0.388
DS,0.3077096939086914,LR,0.868,0.727,0.133,0.008,0.224,0.562,0.234,0.613
DS,0.3077096939086914,DT,0.835,0.433,0.464,0.102,0.448,0.681,0.612,0.386
DS,0.3077096939086914,RF,0.897,0.728,0.459,0.029,0.563,0.715,0.623,0.383
DS,0.3077096939086914,LightGBM,0.902,0.774,0.453,0.022,0.571,0.715,0.619,0.387
DS,0.3077096939086914,Adaboost,0.903,0.811,0.425,0.017,0.558,0.704,0.594,0.406
DS,0.3077096939086914,GBDT,0.889,0.659,0.481,0.042,0.556,0.719,0.64,0.368
SDV_GC,4.0628767013549805,SVM,0.904,0.875,0.387,0.009,0.536,0.689,0.556,0.434
SDV_GC,4.0628767013549805,KNN,0.897,0.71,0.486,0.034,0.577,0.726,0.647,0.364
SDV_GC,4.0628767013549805,LR,0.862,0.557,0.215,0.029,0.311,0.593,0.353,0.555
SDV_GC,4.0628767013549805,DT,0.83,0.42,0.464,0.108,0.441,0.678,0.611,0.387
SDV_GC,4.0628767013549805,RF,0.894,0.718,0.436,0.029,0.543,0.704,0.602,0.399
SDV_GC,4.0628767013549805,LightGBM,0.907,0.786,0.486,0.022,0.601,0.732,0.649,0.364
SDV_GC,4.0628767013549805,Adaboost,0.904,0.756,0.497,0.027,0.6,0.735,0.658,0.356
SDV_GC,4.0628767013549805,GBDT,0.884,0.622,0.492,0.05,0.549,0.721,0.648,0.361
SDV_GAN,21.398623943328857,SVM,0.901,0.835,0.392,0.013,0.534,0.69,0.561,0.43
SDV_GAN,21.398623943328857,KNN,0.896,0.708,0.47,0.033,0.565,0.719,0.632,0.376
SDV_GAN,21.398623943328857,LR,0.827,0.37,0.282,0.081,0.32,0.6,0.431,0.511
SDV_GAN,21.398623943328857,DT,0.849,0.476,0.492,0.091,0.484,0.7,0.638,0.365
SDV_GAN,21.398623943328857,RF,0.893,0.697,0.459,0.034,0.553,0.713,0.622,0.384
SDV_GAN,21.398623943328857,LightGBM,0.905,0.792,0.464,0.02,0.585,0.722,0.63,0.379
SDV_GAN,21.398623943328857,Adaboost,0.907,0.791,0.481,0.021,0.598,0.73,0.645,0.368
SDV_GAN,21.398623943328857,GBDT,0.884,0.613,0.525,0.056,0.565,0.734,0.675,0.338
