oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
Howso,111.23694801330566,Adaboost,0.805,0.396,0.674,0.173,0.499,0.75,0.743,0.261
Howso,111.23694801330566,GBDT,0.827,0.43,0.608,0.136,0.503,0.736,0.714,0.294
DS,0.30169224739074707,SVM,0.885,0.836,0.254,0.008,0.39,0.623,0.405,0.527
DS,0.30169224739074707,KNN,0.9,0.741,0.475,0.028,0.579,0.724,0.638,0.372
DS,0.30169224739074707,LR,0.87,0.781,0.138,0.007,0.235,0.566,0.243,0.609
DS,0.30169224739074707,DT,0.847,0.469,0.459,0.088,0.464,0.686,0.61,0.388
DS,0.30169224739074707,RF,0.899,0.745,0.453,0.026,0.564,0.713,0.618,0.387
DS,0.30169224739074707,LightGBM,0.908,0.795,0.492,0.021,0.608,0.735,0.655,0.36
DS,0.30169224739074707,Adaboost,0.904,0.802,0.448,0.019,0.574,0.714,0.615,0.391
DS,0.30169224739074707,GBDT,0.88,0.599,0.519,0.059,0.556,0.73,0.669,0.342
SDV_GC,4.00367283821106,SVM,0.899,0.875,0.348,0.008,0.498,0.67,0.515,0.461
SDV_GC,4.00367283821106,KNN,0.89,0.669,0.47,0.039,0.552,0.715,0.631,0.376
SDV_GC,4.00367283821106,LR,0.866,0.61,0.199,0.021,0.3,0.589,0.331,0.567
SDV_GC,4.00367283821106,DT,0.859,0.511,0.53,0.086,0.52,0.722,0.671,0.338
SDV_GC,4.00367283821106,RF,0.899,0.729,0.475,0.03,0.575,0.723,0.638,0.372
SDV_GC,4.00367283821106,LightGBM,0.91,0.804,0.497,0.02,0.614,0.738,0.66,0.356
SDV_GC,4.00367283821106,Adaboost,0.901,0.757,0.464,0.025,0.575,0.719,0.629,0.379
SDV_GC,4.00367283821106,GBDT,0.894,0.682,0.497,0.039,0.575,0.729,0.655,0.357
SDV_GAN,24.166611194610596,SVM,0.898,0.835,0.365,0.012,0.508,0.676,0.533,0.449
SDV_GAN,24.166611194610596,KNN,0.896,0.707,0.481,0.034,0.572,0.724,0.642,0.368
SDV_GAN,24.166611194610596,LR,0.85,0.463,0.243,0.047,0.319,0.598,0.387,0.536
SDV_GAN,24.166611194610596,DT,0.849,0.475,0.475,0.088,0.475,0.693,0.625,0.376
SDV_GAN,24.166611194610596,RF,0.9,0.748,0.459,0.026,0.568,0.716,0.624,0.383
SDV_GAN,24.166611194610596,LightGBM,0.907,0.791,0.481,0.021,0.598,0.73,0.645,0.368
SDV_GAN,24.166611194610596,Adaboost,0.904,0.783,0.459,0.021,0.578,0.719,0.624,0.383
SDV_GAN,24.166611194610596,GBDT,0.888,0.654,0.47,0.042,0.547,0.714,0.63,0.376
