oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.901,0.952,0.331,0.003,0.492,0.664,0.498,0.473
No,0,KNN,0.89,0.672,0.464,0.038,0.549,0.713,0.626,0.38
No,0,LR,0.871,0.771,0.149,0.007,0.25,0.571,0.259,0.602
No,0,DT,0.855,0.497,0.492,0.084,0.494,0.704,0.64,0.364
No,0,RF,0.9,0.759,0.453,0.024,0.567,0.714,0.619,0.387
No,0,LightGBM,0.908,0.793,0.486,0.021,0.603,0.732,0.65,0.364
No,0,Adaboost,0.897,0.755,0.425,0.023,0.544,0.701,0.593,0.407
No,0,GBDT,0.891,0.662,0.497,0.043,0.568,0.727,0.654,0.357
Random,0.01,SVM,0.865,0.531,0.569,0.085,0.549,0.742,0.702,0.311
Random,0.01,KNN,0.832,0.435,0.552,0.121,0.487,0.716,0.678,0.328
Random,0.01,LR,0.785,0.35,0.575,0.18,0.435,0.697,0.676,0.327
Random,0.01,DT,0.839,0.448,0.497,0.103,0.471,0.697,0.64,0.363
Random,0.01,RF,0.898,0.705,0.503,0.035,0.587,0.734,0.661,0.352
Random,0.01,LightGBM,0.884,0.599,0.586,0.066,0.592,0.76,0.72,0.297
Random,0.01,Adaboost,0.822,0.417,0.586,0.138,0.487,0.724,0.698,0.309
Random,0.01,GBDT,0.848,0.476,0.547,0.101,0.509,0.723,0.68,0.328
SMOTE,0.02,SVM,0.839,0.454,0.569,0.115,0.505,0.727,0.693,0.315
SMOTE,0.02,KNN,0.816,0.402,0.569,0.142,0.471,0.713,0.684,0.321
SMOTE,0.02,LR,0.759,0.314,0.564,0.208,0.403,0.678,0.659,0.342
SMOTE,0.02,DT,0.825,0.414,0.519,0.124,0.461,0.698,0.652,0.351
SMOTE,0.02,RF,0.876,0.577,0.536,0.066,0.556,0.735,0.681,0.331
SMOTE,0.02,LightGBM,0.88,0.589,0.547,0.064,0.567,0.741,0.69,0.324
SMOTE,0.02,Adaboost,0.849,0.478,0.53,0.098,0.503,0.716,0.668,0.339
SMOTE,0.02,GBDT,0.86,0.514,0.525,0.084,0.519,0.721,0.667,0.341
ADASYN,0.03,SVM,0.667,0.263,0.729,0.344,0.387,0.693,0.691,0.309
ADASYN,0.03,KNN,0.793,0.372,0.635,0.181,0.469,0.727,0.716,0.288
ADASYN,0.03,LR,0.659,0.216,0.519,0.318,0.305,0.601,0.59,0.407
ADASYN,0.03,DT,0.817,0.404,0.569,0.142,0.472,0.714,0.684,0.321
ADASYN,0.03,RF,0.864,0.526,0.564,0.086,0.544,0.739,0.697,0.315
ADASYN,0.03,LightGBM,0.866,0.533,0.58,0.086,0.556,0.747,0.71,0.303
ADASYN,0.03,Adaboost,0.792,0.373,0.646,0.183,0.473,0.731,0.722,0.282
ADASYN,0.03,GBDT,0.861,0.518,0.564,0.088,0.54,0.738,0.696,0.315
BorderlineSMOTE,0.03,SVM,0.713,0.284,0.652,0.277,0.396,0.688,0.686,0.314
BorderlineSMOTE,0.03,KNN,0.794,0.368,0.591,0.171,0.453,0.71,0.69,0.313
BorderlineSMOTE,0.03,LR,0.705,0.223,0.42,0.247,0.291,0.587,0.539,0.446
BorderlineSMOTE,0.03,DT,0.822,0.415,0.58,0.138,0.484,0.721,0.694,0.312
BorderlineSMOTE,0.03,RF,0.867,0.538,0.547,0.079,0.542,0.734,0.686,0.325
BorderlineSMOTE,0.03,LightGBM,0.867,0.537,0.558,0.081,0.547,0.739,0.694,0.318
BorderlineSMOTE,0.03,Adaboost,0.787,0.352,0.564,0.175,0.433,0.694,0.67,0.333
BorderlineSMOTE,0.03,GBDT,0.841,0.458,0.536,0.107,0.494,0.714,0.67,0.337
SVMSMOTE,0.49,SVM,0.853,0.491,0.575,0.101,0.529,0.737,0.701,0.309
SVMSMOTE,0.49,KNN,0.817,0.403,0.564,0.141,0.47,0.711,0.681,0.324
SVMSMOTE,0.49,LR,0.789,0.366,0.635,0.185,0.465,0.725,0.714,0.289
SVMSMOTE,0.49,DT,0.814,0.394,0.547,0.142,0.458,0.703,0.668,0.336
SVMSMOTE,0.49,RF,0.874,0.567,0.536,0.069,0.551,0.734,0.68,0.332
SVMSMOTE,0.49,LightGBM,0.883,0.6,0.564,0.063,0.581,0.75,0.704,0.312
SVMSMOTE,0.49,Adaboost,0.845,0.468,0.558,0.107,0.509,0.725,0.687,0.322
SVMSMOTE,0.49,GBDT,0.86,0.513,0.536,0.086,0.524,0.725,0.676,0.334
SMOTUNED,187.18,SVM,0.858,0.508,0.497,0.081,0.503,0.708,0.645,0.36
SMOTUNED,88.52,KNN,0.797,0.372,0.591,0.169,0.456,0.711,0.691,0.313
SMOTUNED,702.22,LR,0.802,0.372,0.536,0.153,0.439,0.692,0.657,0.345
SMOTUNED,77.32,DT,0.721,0.297,0.685,0.273,0.415,0.706,0.706,0.295
SMOTUNED,260.24,RF,0.811,0.405,0.657,0.163,0.501,0.747,0.736,0.268
SMOTUNED,156.16,LightGBM,0.805,0.393,0.652,0.169,0.491,0.741,0.73,0.274
SMOTUNED,308.93,Adaboost,0.819,0.415,0.624,0.148,0.499,0.738,0.721,0.286
SMOTUNED,471.65,GBDT,0.798,0.383,0.652,0.177,0.483,0.738,0.728,0.276
DAZZLE,2344.729528427124,SVM,0.904,0.896,0.381,0.007,0.535,0.687,0.551,0.438
DAZZLE,2344.729528427124,KNN,0.894,0.694,0.475,0.035,0.564,0.72,0.637,0.372
DAZZLE,2344.729528427124,LR,0.86,0.521,0.343,0.053,0.413,0.645,0.503,0.466
DAZZLE,2344.729528427124,DT,0.849,0.478,0.486,0.089,0.482,0.698,0.634,0.369
DAZZLE,2344.729528427124,RF,0.903,0.757,0.481,0.026,0.588,0.727,0.644,0.368
DAZZLE,2344.729528427124,LightGBM,0.911,0.817,0.492,0.019,0.614,0.737,0.655,0.36
DAZZLE,2344.729528427124,Adaboost,0.904,0.788,0.453,0.02,0.575,0.716,0.62,0.387
DAZZLE,2344.729528427124,GBDT,0.898,0.702,0.508,0.036,0.59,0.736,0.666,0.349
WGAN,36.68,SVM,0.853,0.0,0.0,0.003,0.0,0.499,0.0,0.707
WGAN,36.68,KNN,0.866,0.783,0.099,0.005,0.176,0.547,0.181,0.637
WGAN,36.68,LR,0.147,0.145,1.0,0.996,0.253,0.502,0.007,0.704
WGAN,36.68,DT,0.607,0.108,0.238,0.331,0.149,0.454,0.351,0.588
WGAN,36.68,RF,0.526,0.177,0.624,0.491,0.275,0.567,0.561,0.437
WGAN,36.68,LightGBM,0.878,0.85,0.188,0.006,0.308,0.591,0.316,0.574
WGAN,36.68,Adaboost,0.868,0.667,0.166,0.014,0.265,0.576,0.284,0.59
WGAN,36.68,GBDT,0.422,0.164,0.735,0.631,0.268,0.552,0.491,0.484
RP,3.0662152767181396,SVM,0.893,0.712,0.436,0.03,0.541,0.703,0.602,0.399
RP,3.0662152767181396,KNN,0.863,0.525,0.514,0.078,0.52,0.718,0.66,0.348
RP,3.0662152767181396,LR,0.851,0.482,0.453,0.082,0.467,0.686,0.607,0.391
RP,3.0662152767181396,DT,0.845,0.465,0.514,0.1,0.488,0.707,0.654,0.351
RP,3.0662152767181396,RF,0.899,0.711,0.503,0.034,0.589,0.734,0.661,0.352
RP,3.0662152767181396,LightGBM,0.905,0.787,0.47,0.021,0.588,0.724,0.635,0.375
RP,3.0662152767181396,Adaboost,0.902,0.764,0.464,0.024,0.577,0.72,0.629,0.379
RP,3.0662152767181396,GBDT,0.892,0.667,0.497,0.042,0.57,0.728,0.655,0.357
Howso,111.23694801330566,SVM,0.853,0.49,0.53,0.093,0.509,0.719,0.669,0.339
Howso,111.23694801330566,KNN,0.79,0.362,0.597,0.177,0.451,0.71,0.692,0.311
Howso,111.23694801330566,LR,0.805,0.371,0.508,0.145,0.429,0.682,0.637,0.363
Howso,111.23694801330566,DT,0.762,0.332,0.646,0.219,0.439,0.714,0.707,0.294
Howso,111.23694801330566,RF,0.847,0.477,0.641,0.118,0.547,0.761,0.742,0.267
Howso,111.23694801330566,LightGBM,0.841,0.462,0.613,0.12,0.527,0.747,0.723,0.286
