oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
ADASYN,0.03,Adaboost,0.804,0.398,0.702,0.179,0.508,0.761,0.757,0.246
ADASYN,0.03,GBDT,0.877,0.569,0.619,0.079,0.593,0.77,0.74,0.275
BorderlineSMOTE,0.03,SVM,0.747,0.327,0.718,0.249,0.45,0.735,0.734,0.266
BorderlineSMOTE,0.03,KNN,0.817,0.416,0.669,0.158,0.513,0.755,0.745,0.26
BorderlineSMOTE,0.03,LR,0.692,0.217,0.436,0.265,0.29,0.586,0.548,0.44
BorderlineSMOTE,0.03,DT,0.831,0.437,0.591,0.128,0.502,0.731,0.704,0.303
BorderlineSMOTE,0.03,RF,0.881,0.584,0.613,0.074,0.598,0.77,0.738,0.278
BorderlineSMOTE,0.03,LightGBM,0.874,0.553,0.657,0.089,0.601,0.784,0.764,0.25
BorderlineSMOTE,0.03,Adaboost,0.814,0.416,0.713,0.169,0.525,0.772,0.768,0.236
BorderlineSMOTE,0.03,GBDT,0.876,0.561,0.635,0.084,0.596,0.776,0.75,0.265
SVMSMOTE,0.49,SVM,0.852,0.49,0.652,0.115,0.559,0.769,0.751,0.259
SVMSMOTE,0.49,KNN,0.832,0.445,0.674,0.142,0.536,0.766,0.755,0.251
SVMSMOTE,0.49,LR,0.771,0.351,0.691,0.215,0.466,0.738,0.735,0.266
SVMSMOTE,0.49,DT,0.838,0.456,0.63,0.127,0.529,0.752,0.732,0.277
SVMSMOTE,0.49,RF,0.889,0.619,0.602,0.062,0.611,0.77,0.733,0.285
SVMSMOTE,0.49,LightGBM,0.89,0.623,0.602,0.061,0.612,0.77,0.734,0.285
SVMSMOTE,0.49,Adaboost,0.877,0.561,0.685,0.09,0.617,0.797,0.782,0.232
SVMSMOTE,0.49,GBDT,0.877,0.567,0.63,0.081,0.597,0.774,0.747,0.268
SMOTUNED,189.52,SVM,0.872,0.549,0.619,0.086,0.582,0.767,0.738,0.276
SMOTUNED,85.25,KNN,0.786,0.37,0.691,0.198,0.482,0.746,0.742,0.26
SMOTUNED,1390.09,LR,0.8,0.386,0.657,0.176,0.487,0.741,0.731,0.272
SMOTUNED,83.44,DT,0.759,0.333,0.674,0.227,0.446,0.723,0.72,0.281
SMOTUNED,261.01,RF,0.822,0.432,0.757,0.168,0.55,0.795,0.793,0.209
SMOTUNED,159.17,LightGBM,0.828,0.44,0.707,0.152,0.542,0.778,0.771,0.233
SMOTUNED,306.66,Adaboost,0.826,0.441,0.757,0.162,0.557,0.797,0.795,0.207
SMOTUNED,470.12,GBDT,0.809,0.403,0.68,0.169,0.506,0.755,0.748,0.256
DAZZLE,2129.1491043567657,SVM,0.907,0.84,0.436,0.014,0.575,0.711,0.605,0.399
DAZZLE,2129.1491043567657,KNN,0.9,0.73,0.492,0.031,0.587,0.73,0.652,0.36
DAZZLE,2129.1491043567657,LR,0.722,0.265,0.525,0.245,0.353,0.64,0.619,0.378
DAZZLE,2129.1491043567657,DT,0.857,0.505,0.569,0.094,0.535,0.738,0.699,0.312
DAZZLE,2129.1491043567657,RF,0.913,0.795,0.536,0.023,0.64,0.756,0.692,0.329
DAZZLE,2129.1491043567657,LightGBM,0.924,0.89,0.536,0.011,0.669,0.762,0.695,0.328
DAZZLE,2129.1491043567657,Adaboost,0.916,0.826,0.525,0.019,0.642,0.753,0.684,0.336
DAZZLE,2129.1491043567657,GBDT,0.899,0.673,0.58,0.047,0.623,0.766,0.721,0.299
WGAN,36.54,SVM,0.853,0.0,0.0,0.003,0.0,0.499,0.0,0.707
WGAN,36.54,KNN,0.861,0.615,0.088,0.009,0.155,0.54,0.162,0.645
WGAN,36.54,LR,0.531,0.148,0.475,0.46,0.226,0.508,0.506,0.493
WGAN,36.54,DT,0.712,0.279,0.63,0.274,0.387,0.678,0.675,0.326
WGAN,36.54,RF,0.199,0.129,0.79,0.9,0.222,0.445,0.177,0.654
WGAN,36.54,LightGBM,0.779,0.1,0.066,0.101,0.08,0.483,0.123,0.664
WGAN,36.54,Adaboost,0.873,0.824,0.155,0.006,0.26,0.575,0.268,0.598
WGAN,36.54,GBDT,0.488,0.179,0.713,0.549,0.287,0.582,0.552,0.438
RP,3.031890630722046,SVM,0.909,0.752,0.552,0.031,0.637,0.761,0.704,0.317
RP,3.031890630722046,KNN,0.864,0.524,0.597,0.091,0.558,0.753,0.72,0.292
RP,3.031890630722046,LR,0.844,0.464,0.541,0.105,0.5,0.718,0.675,0.333
RP,3.031890630722046,DT,0.855,0.498,0.575,0.098,0.533,0.738,0.702,0.309
RP,3.031890630722046,RF,0.905,0.728,0.547,0.034,0.625,0.756,0.698,0.321
RP,3.031890630722046,LightGBM,0.92,0.835,0.558,0.019,0.669,0.77,0.711,0.313
RP,3.031890630722046,Adaboost,0.914,0.783,0.558,0.026,0.652,0.766,0.71,0.313
RP,3.031890630722046,GBDT,0.896,0.649,0.602,0.055,0.625,0.774,0.736,0.284
Howso,111.4076726436615,SVM,0.864,0.523,0.63,0.097,0.571,0.766,0.742,0.271
Howso,111.4076726436615,KNN,0.814,0.411,0.68,0.164,0.513,0.758,0.75,0.254
Howso,111.4076726436615,LR,0.779,0.358,0.669,0.202,0.466,0.733,0.728,0.275
Howso,111.4076726436615,DT,0.778,0.36,0.691,0.207,0.473,0.742,0.738,0.263
Howso,111.4076726436615,RF,0.84,0.464,0.702,0.137,0.558,0.782,0.774,0.232
Howso,111.4076726436615,LightGBM,0.829,0.442,0.713,0.152,0.545,0.78,0.775,0.23
Howso,111.4076726436615,Adaboost,0.802,0.403,0.785,0.196,0.533,0.794,0.794,0.206
Howso,111.4076726436615,GBDT,0.822,0.43,0.707,0.158,0.534,0.774,0.769,0.235
DS,0.30507326126098633,SVM,0.877,0.935,0.16,0.002,0.274,0.579,0.276,0.594
DS,0.30507326126098633,KNN,0.9,0.731,0.481,0.03,0.58,0.725,0.643,0.368
DS,0.30507326126098633,LR,0.869,0.7,0.155,0.011,0.253,0.572,0.268,0.598
DS,0.30507326126098633,DT,0.859,0.51,0.547,0.088,0.528,0.729,0.684,0.326
DS,0.30507326126098633,RF,0.913,0.8,0.53,0.022,0.638,0.754,0.688,0.332
DS,0.30507326126098633,LightGBM,0.917,0.824,0.541,0.02,0.653,0.761,0.698,0.325
DS,0.30507326126098633,Adaboost,0.916,0.81,0.541,0.021,0.649,0.76,0.697,0.325
DS,0.30507326126098633,GBDT,0.91,0.754,0.558,0.031,0.641,0.764,0.708,0.313
SDV_GC,4.252906799316406,SVM,0.916,0.903,0.464,0.008,0.613,0.728,0.632,0.379
SDV_GC,4.252906799316406,KNN,0.908,0.764,0.519,0.027,0.618,0.746,0.677,0.34
SDV_GC,4.252906799316406,LR,0.859,0.528,0.21,0.032,0.3,0.589,0.345,0.559
SDV_GC,4.252906799316406,DT,0.862,0.52,0.569,0.088,0.544,0.74,0.701,0.311
SDV_GC,4.252906799316406,RF,0.914,0.802,0.536,0.022,0.642,0.757,0.692,0.329
SDV_GC,4.252906799316406,LightGBM,0.922,0.861,0.547,0.015,0.669,0.766,0.703,0.321
SDV_GC,4.252906799316406,Adaboost,0.912,0.778,0.541,0.026,0.638,0.758,0.696,0.325
SDV_GC,4.252906799316406,GBDT,0.895,0.656,0.569,0.05,0.609,0.759,0.712,0.307
SDV_GAN,21.265700578689575,SVM,0.912,0.874,0.459,0.011,0.601,0.724,0.627,0.383
SDV_GAN,21.265700578689575,KNN,0.903,0.74,0.503,0.03,0.599,0.736,0.662,0.352
SDV_GAN,21.265700578689575,LR,0.832,0.368,0.232,0.067,0.285,0.583,0.372,0.545
SDV_GAN,21.265700578689575,DT,0.86,0.513,0.552,0.088,0.532,0.732,0.688,0.323
SDV_GAN,21.265700578689575,RF,0.909,0.768,0.53,0.027,0.627,0.752,0.687,0.333
SDV_GAN,21.265700578689575,LightGBM,0.92,0.835,0.558,0.019,0.669,0.77,0.711,0.313
SDV_GAN,21.265700578689575,Adaboost,0.919,0.811,0.569,0.022,0.669,0.773,0.719,0.305
SDV_GAN,21.265700578689575,GBDT,0.912,0.754,0.575,0.032,0.652,0.771,0.721,0.302
