oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.905,0.943,0.365,0.004,0.526,0.68,0.534,0.449
No,0,KNN,0.884,0.634,0.47,0.046,0.54,0.712,0.629,0.376
No,0,LR,0.87,0.688,0.182,0.014,0.288,0.584,0.308,0.578
No,0,DT,0.852,0.488,0.541,0.096,0.513,0.723,0.677,0.331
No,0,RF,0.897,0.736,0.448,0.027,0.557,0.71,0.613,0.391
No,0,LightGBM,0.91,0.815,0.486,0.019,0.609,0.734,0.65,0.364
No,0,Adaboost,0.9,0.757,0.448,0.024,0.562,0.712,0.614,0.391
No,0,GBDT,0.891,0.675,0.47,0.038,0.554,0.716,0.631,0.376
Random,0.01,SVM,0.867,0.536,0.58,0.085,0.557,0.748,0.71,0.303
Random,0.01,KNN,0.828,0.434,0.635,0.14,0.516,0.748,0.731,0.276
Random,0.01,LR,0.783,0.353,0.602,0.186,0.445,0.708,0.692,0.311
Random,0.01,DT,0.851,0.485,0.525,0.094,0.504,0.715,0.665,0.342
Random,0.01,RF,0.898,0.699,0.514,0.037,0.592,0.738,0.67,0.345
Random,0.01,LightGBM,0.898,0.659,0.608,0.053,0.632,0.777,0.74,0.28
Random,0.01,Adaboost,0.832,0.446,0.691,0.144,0.542,0.773,0.764,0.241
Random,0.01,GBDT,0.856,0.5,0.586,0.099,0.539,0.743,0.71,0.301
SMOTE,0.02,SVM,0.844,0.469,0.619,0.118,0.533,0.75,0.727,0.282
SMOTE,0.02,KNN,0.816,0.415,0.674,0.16,0.514,0.757,0.748,0.257
SMOTE,0.02,LR,0.767,0.338,0.646,0.213,0.444,0.717,0.71,0.292
SMOTE,0.02,DT,0.824,0.417,0.552,0.13,0.475,0.711,0.676,0.33
SMOTE,0.02,RF,0.879,0.581,0.575,0.07,0.578,0.752,0.71,0.305
SMOTE,0.02,LightGBM,0.888,0.621,0.58,0.06,0.6,0.76,0.718,0.3
SMOTE,0.02,Adaboost,0.852,0.489,0.591,0.104,0.535,0.743,0.712,0.298
SMOTE,0.02,GBDT,0.876,0.566,0.613,0.079,0.589,0.767,0.736,0.279
ADASYN,0.03,SVM,0.706,0.303,0.796,0.309,0.438,0.743,0.74,0.262
ADASYN,0.03,KNN,0.793,0.382,0.707,0.193,0.496,0.757,0.754,0.248
ADASYN,0.03,LR,0.659,0.234,0.602,0.331,0.337,0.635,0.634,0.366
ADASYN,0.03,DT,0.806,0.392,0.624,0.163,0.482,0.731,0.715,0.29
ADASYN,0.03,RF,0.864,0.524,0.597,0.091,0.558,0.753,0.72,0.292
ADASYN,0.03,LightGBM,0.872,0.549,0.619,0.086,0.582,0.767,0.738,0.276
ADASYN,0.03,Adaboost,0.794,0.377,0.652,0.182,0.478,0.735,0.726,0.278
ADASYN,0.03,GBDT,0.855,0.498,0.646,0.11,0.563,0.768,0.749,0.262
BorderlineSMOTE,0.03,SVM,0.785,0.366,0.669,0.196,0.473,0.736,0.73,0.272
BorderlineSMOTE,0.03,KNN,0.798,0.384,0.669,0.181,0.488,0.744,0.736,0.267
BorderlineSMOTE,0.03,LR,0.704,0.235,0.47,0.257,0.314,0.606,0.575,0.417
BorderlineSMOTE,0.03,DT,0.822,0.412,0.552,0.133,0.472,0.71,0.675,0.33
BorderlineSMOTE,0.03,RF,0.869,0.544,0.58,0.082,0.561,0.749,0.711,0.303
BorderlineSMOTE,0.03,LightGBM,0.88,0.586,0.586,0.07,0.586,0.758,0.719,0.297
