oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
BorderlineSMOTE,0.03,GBDT,0.85,0.484,0.586,0.105,0.53,0.74,0.708,0.302
SVMSMOTE,0.49,SVM,0.836,0.449,0.602,0.125,0.514,0.739,0.713,0.295
SVMSMOTE,0.49,KNN,0.799,0.38,0.619,0.17,0.471,0.724,0.709,0.295
SVMSMOTE,0.49,LR,0.765,0.328,0.602,0.208,0.425,0.697,0.684,0.317
SVMSMOTE,0.49,DT,0.814,0.395,0.541,0.14,0.457,0.701,0.665,0.339
SVMSMOTE,0.49,RF,0.882,0.602,0.536,0.06,0.567,0.738,0.683,0.331
SVMSMOTE,0.49,LightGBM,0.882,0.594,0.575,0.066,0.584,0.754,0.711,0.304
SVMSMOTE,0.49,Adaboost,0.845,0.47,0.608,0.115,0.53,0.746,0.72,0.289
SVMSMOTE,0.49,GBDT,0.859,0.51,0.575,0.093,0.54,0.741,0.703,0.308
SMOTUNED,188.47,SVM,0.865,0.526,0.624,0.095,0.571,0.765,0.739,0.274
SMOTUNED,87.07,KNN,0.772,0.344,0.641,0.206,0.448,0.718,0.709,0.293
SMOTUNED,1461.73,LR,0.782,0.351,0.608,0.189,0.445,0.709,0.695,0.308
SMOTUNED,82.12,DT,0.733,0.306,0.669,0.256,0.419,0.706,0.704,0.296
SMOTUNED,260.32,RF,0.811,0.405,0.663,0.164,0.503,0.75,0.74,0.265
SMOTUNED,157.47,LightGBM,0.814,0.414,0.696,0.166,0.52,0.765,0.759,0.245
SMOTUNED,305.24,Adaboost,0.81,0.406,0.696,0.171,0.513,0.762,0.757,0.247
SMOTUNED,464.46,GBDT,0.782,0.36,0.657,0.197,0.465,0.73,0.723,0.28
DAZZLE,2785.687578678131,SVM,0.902,0.872,0.376,0.009,0.525,0.683,0.545,0.442
DAZZLE,2785.687578678131,KNN,0.895,0.706,0.464,0.033,0.56,0.716,0.627,0.38
DAZZLE,2785.687578678131,LR,0.771,0.298,0.436,0.173,0.354,0.632,0.571,0.417
DAZZLE,2785.687578678131,DT,0.847,0.469,0.464,0.088,0.467,0.688,0.615,0.384
DAZZLE,2785.687578678131,RF,0.9,0.772,0.431,0.021,0.553,0.705,0.598,0.403
DAZZLE,2785.687578678131,LightGBM,0.908,0.822,0.459,0.017,0.589,0.721,0.625,0.383
DAZZLE,2785.687578678131,Adaboost,0.914,0.869,0.475,0.012,0.614,0.732,0.642,0.371
DAZZLE,2785.687578678131,GBDT,0.9,0.719,0.508,0.034,0.595,0.737,0.666,0.349
WGAN,36.87,SVM,0.853,0.0,0.0,0.003,0.0,0.499,0.0,0.707
WGAN,36.87,KNN,0.861,0.688,0.061,0.005,0.112,0.528,0.115,0.664
WGAN,36.87,LR,0.835,0.338,0.149,0.049,0.207,0.55,0.258,0.603
WGAN,36.87,DT,0.178,0.127,0.801,0.926,0.22,0.437,0.135,0.67
WGAN,36.87,RF,0.622,0.159,0.376,0.336,0.223,0.52,0.48,0.501
WGAN,36.87,LightGBM,0.766,0.126,0.105,0.123,0.114,0.491,0.188,0.639
WGAN,36.87,Adaboost,0.865,0.867,0.072,0.002,0.133,0.535,0.134,0.656
WGAN,36.87,GBDT,0.198,0.147,0.95,0.929,0.255,0.511,0.132,0.658
RP,3.0026633739471436,SVM,0.904,0.759,0.486,0.026,0.593,0.73,0.649,0.364
RP,3.0026633739471436,KNN,0.849,0.48,0.536,0.098,0.507,0.719,0.672,0.335
RP,3.0026633739471436,LR,0.854,0.494,0.486,0.084,0.49,0.701,0.635,0.368
RP,3.0026633739471436,DT,0.85,0.482,0.525,0.095,0.503,0.715,0.664,0.343
RP,3.0026633739471436,RF,0.895,0.713,0.453,0.031,0.554,0.711,0.617,0.387
RP,3.0026633739471436,LightGBM,0.908,0.806,0.481,0.02,0.602,0.731,0.645,0.367
RP,3.0026633739471436,Adaboost,0.904,0.77,0.481,0.024,0.592,0.728,0.644,0.368
RP,3.0026633739471436,GBDT,0.881,0.604,0.514,0.057,0.555,0.729,0.665,0.346
Howso,112.80706548690796,SVM,0.877,0.574,0.58,0.073,0.577,0.754,0.714,0.301
Howso,112.80706548690796,KNN,0.781,0.358,0.652,0.197,0.462,0.727,0.719,0.283
Howso,112.80706548690796,LR,0.759,0.325,0.619,0.217,0.426,0.701,0.691,0.31
Howso,112.80706548690796,DT,0.747,0.313,0.63,0.233,0.418,0.699,0.692,0.309
Howso,112.80706548690796,RF,0.854,0.496,0.63,0.108,0.555,0.761,0.738,0.273
Howso,112.80706548690796,LightGBM,0.822,0.426,0.663,0.151,0.518,0.756,0.745,0.261
Howso,112.80706548690796,Adaboost,0.789,0.375,0.696,0.196,0.487,0.75,0.746,0.256
Howso,112.80706548690796,GBDT,0.814,0.406,0.624,0.154,0.492,0.735,0.719,0.287
DS,0.30621814727783203,SVM,0.892,0.909,0.276,0.005,0.424,0.636,0.432,0.512
DS,0.30621814727783203,KNN,0.888,0.685,0.42,0.033,0.521,0.694,0.586,0.411
DS,0.30621814727783203,LR,0.868,0.674,0.16,0.013,0.259,0.574,0.276,0.594
DS,0.30621814727783203,DT,0.854,0.494,0.492,0.085,0.493,0.703,0.64,0.364
DS,0.30621814727783203,RF,0.899,0.776,0.42,0.02,0.545,0.7,0.588,0.41
DS,0.30621814727783203,LightGBM,0.909,0.819,0.475,0.018,0.601,0.729,0.64,0.371
DS,0.30621814727783203,Adaboost,0.911,0.871,0.448,0.011,0.591,0.718,0.616,0.391
DS,0.30621814727783203,GBDT,0.891,0.659,0.503,0.044,0.571,0.73,0.659,0.353
SDV_GC,4.0318498611450195,SVM,0.908,0.934,0.392,0.005,0.553,0.694,0.563,0.43
SDV_GC,4.0318498611450195,KNN,0.89,0.672,0.464,0.038,0.549,0.713,0.626,0.38
SDV_GC,4.0318498611450195,LR,0.867,0.64,0.177,0.017,0.277,0.58,0.3,0.582
SDV_GC,4.0318498611450195,DT,0.832,0.427,0.486,0.11,0.455,0.688,0.629,0.372
SDV_GC,4.0318498611450195,RF,0.897,0.75,0.431,0.024,0.547,0.703,0.598,0.403
SDV_GC,4.0318498611450195,LightGBM,0.902,0.769,0.459,0.023,0.574,0.718,0.624,0.383
SDV_GC,4.0318498611450195,Adaboost,0.904,0.775,0.475,0.023,0.589,0.726,0.639,0.371
SDV_GC,4.0318498611450195,GBDT,0.889,0.657,0.486,0.043,0.559,0.722,0.645,0.365
SDV_GAN,21.53378963470459,SVM,0.908,0.893,0.414,0.008,0.566,0.703,0.584,0.414
SDV_GAN,21.53378963470459,KNN,0.892,0.698,0.448,0.033,0.545,0.707,0.612,0.391
SDV_GAN,21.53378963470459,LR,0.849,0.474,0.403,0.075,0.436,0.664,0.562,0.425
SDV_GAN,21.53378963470459,DT,0.842,0.458,0.508,0.101,0.482,0.703,0.649,0.355
SDV_GAN,21.53378963470459,RF,0.9,0.769,0.442,0.022,0.561,0.71,0.609,0.395
SDV_GAN,21.53378963470459,LightGBM,0.912,0.851,0.475,0.014,0.61,0.731,0.641,0.371
SDV_GAN,21.53378963470459,Adaboost,0.908,0.804,0.475,0.02,0.597,0.728,0.64,0.371
SDV_GAN,21.53378963470459,GBDT,0.883,0.623,0.475,0.048,0.539,0.713,0.634,0.373
