oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
BorderlineSMOTE,0.03,LR,0.708,0.226,0.425,0.245,0.296,0.59,0.544,0.442
BorderlineSMOTE,0.03,DT,0.825,0.417,0.53,0.125,0.467,0.703,0.661,0.344
BorderlineSMOTE,0.03,RF,0.873,0.564,0.536,0.07,0.55,0.733,0.68,0.332
BorderlineSMOTE,0.03,LightGBM,0.872,0.552,0.586,0.08,0.568,0.753,0.716,0.298
BorderlineSMOTE,0.03,Adaboost,0.798,0.381,0.646,0.177,0.48,0.735,0.724,0.28
BorderlineSMOTE,0.03,GBDT,0.857,0.505,0.564,0.093,0.533,0.735,0.695,0.316
SVMSMOTE,0.49,SVM,0.843,0.463,0.552,0.108,0.504,0.722,0.682,0.326
SVMSMOTE,0.49,KNN,0.81,0.394,0.586,0.152,0.471,0.717,0.693,0.312
SVMSMOTE,0.49,LR,0.778,0.337,0.552,0.183,0.418,0.685,0.659,0.342
SVMSMOTE,0.49,DT,0.84,0.452,0.525,0.107,0.486,0.709,0.661,0.344
SVMSMOTE,0.49,RF,0.886,0.623,0.53,0.054,0.573,0.738,0.68,0.334
SVMSMOTE,0.49,LightGBM,0.886,0.612,0.575,0.061,0.593,0.757,0.713,0.304
SVMSMOTE,0.49,Adaboost,0.849,0.483,0.613,0.111,0.54,0.751,0.726,0.284
SVMSMOTE,0.49,GBDT,0.88,0.589,0.569,0.067,0.579,0.751,0.707,0.308
SMOTUNED,188.57,SVM,0.865,0.533,0.541,0.08,0.537,0.731,0.682,0.329
SMOTUNED,85.86,KNN,0.791,0.369,0.63,0.182,0.465,0.724,0.712,0.292
SMOTUNED,701.18,LR,0.775,0.328,0.53,0.183,0.405,0.673,0.643,0.356
SMOTUNED,78.42,DT,0.738,0.309,0.663,0.25,0.422,0.707,0.704,0.297
SMOTUNED,261.11,RF,0.822,0.422,0.641,0.148,0.509,0.746,0.731,0.275
SMOTUNED,160.03,LightGBM,0.849,0.483,0.646,0.116,0.553,0.765,0.747,0.263
SMOTUNED,308.85,Adaboost,0.838,0.454,0.602,0.122,0.518,0.74,0.714,0.294
SMOTUNED,476.72,GBDT,0.798,0.384,0.669,0.181,0.488,0.744,0.736,0.267
DAZZLE,1591.1448085308075,SVM,0.895,0.763,0.392,0.02,0.518,0.686,0.56,0.43
DAZZLE,1591.1448085308075,KNN,0.892,0.689,0.453,0.034,0.547,0.709,0.617,0.388
DAZZLE,1591.1448085308075,LR,0.823,0.371,0.326,0.093,0.347,0.616,0.48,0.481
DAZZLE,1591.1448085308075,DT,0.846,0.468,0.481,0.092,0.474,0.694,0.629,0.373
DAZZLE,1591.1448085308075,RF,0.898,0.743,0.448,0.026,0.559,0.711,0.613,0.391
DAZZLE,1591.1448085308075,LightGBM,0.908,0.798,0.481,0.02,0.6,0.73,0.645,0.368
DAZZLE,1591.1448085308075,Adaboost,0.9,0.78,0.431,0.02,0.555,0.705,0.599,0.403
DAZZLE,1591.1448085308075,GBDT,0.886,0.638,0.486,0.047,0.552,0.72,0.644,0.365
WGAN,36.9,SVM,0.853,0.0,0.0,0.004,0.0,0.498,0.0,0.707
WGAN,36.9,KNN,0.858,0.565,0.072,0.009,0.127,0.531,0.134,0.656
WGAN,36.9,LR,0.841,0.368,0.138,0.04,0.201,0.549,0.241,0.61
WGAN,36.9,DT,0.68,0.163,0.293,0.254,0.209,0.519,0.421,0.531
WGAN,36.9,RF,0.388,0.127,0.552,0.64,0.207,0.456,0.436,0.552
WGAN,36.9,LightGBM,0.781,0.263,0.287,0.136,0.274,0.576,0.431,0.513
WGAN,36.9,Adaboost,0.856,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,36.9,GBDT,0.21,0.136,0.84,0.897,0.235,0.472,0.184,0.644
RP,2.9848475456237793,SVM,0.898,0.726,0.47,0.03,0.57,0.72,0.633,0.376
RP,2.9848475456237793,KNN,0.857,0.505,0.525,0.087,0.515,0.719,0.667,0.342
RP,2.9848475456237793,LR,0.848,0.47,0.436,0.083,0.453,0.677,0.591,0.403
RP,2.9848475456237793,DT,0.845,0.467,0.503,0.097,0.484,0.703,0.646,0.358
RP,2.9848475456237793,RF,0.896,0.711,0.475,0.033,0.57,0.721,0.637,0.372
RP,2.9848475456237793,LightGBM,0.911,0.817,0.492,0.019,0.614,0.737,0.655,0.36
RP,2.9848475456237793,Adaboost,0.903,0.744,0.497,0.029,0.596,0.734,0.658,0.356
RP,2.9848475456237793,GBDT,0.896,0.687,0.508,0.039,0.584,0.735,0.665,0.349
Howso,112.12154054641724,SVM,0.854,0.495,0.514,0.088,0.504,0.713,0.657,0.349
Howso,112.12154054641724,KNN,0.789,0.361,0.602,0.18,0.451,0.711,0.695,0.309
Howso,112.12154054641724,LR,0.77,0.32,0.53,0.19,0.399,0.67,0.641,0.358
Howso,112.12154054641724,DT,0.766,0.341,0.669,0.218,0.451,0.725,0.721,0.28
Howso,112.12154054641724,RF,0.832,0.439,0.597,0.128,0.506,0.734,0.708,0.299
Howso,112.12154054641724,LightGBM,0.834,0.444,0.591,0.125,0.507,0.733,0.706,0.302
Howso,112.12154054641724,Adaboost,0.773,0.347,0.652,0.207,0.453,0.723,0.716,0.286
Howso,112.12154054641724,GBDT,0.807,0.391,0.602,0.158,0.474,0.722,0.702,0.303
DS,0.3028247356414795,SVM,0.892,0.895,0.282,0.006,0.429,0.638,0.439,0.508
DS,0.3028247356414795,KNN,0.895,0.709,0.459,0.032,0.557,0.713,0.622,0.384
DS,0.3028247356414795,LR,0.871,0.757,0.155,0.008,0.257,0.573,0.268,0.598
DS,0.3028247356414795,DT,0.84,0.448,0.481,0.1,0.464,0.691,0.627,0.374
DS,0.3028247356414795,RF,0.895,0.717,0.448,0.03,0.551,0.709,0.613,0.391
DS,0.3028247356414795,LightGBM,0.905,0.767,0.492,0.025,0.599,0.733,0.654,0.36
DS,0.3028247356414795,Adaboost,0.908,0.804,0.475,0.02,0.597,0.728,0.64,0.371
DS,0.3028247356414795,GBDT,0.879,0.604,0.464,0.051,0.525,0.706,0.623,0.381
SDV_GC,4.017391920089722,SVM,0.898,0.863,0.348,0.009,0.496,0.669,0.515,0.461
SDV_GC,4.017391920089722,KNN,0.892,0.689,0.453,0.034,0.547,0.709,0.617,0.388
SDV_GC,4.017391920089722,LR,0.869,0.625,0.221,0.022,0.327,0.599,0.36,0.551
SDV_GC,4.017391920089722,DT,0.838,0.446,0.503,0.105,0.473,0.699,0.644,0.359
SDV_GC,4.017391920089722,RF,0.899,0.745,0.453,0.026,0.564,0.713,0.618,0.387
SDV_GC,4.017391920089722,LightGBM,0.902,0.769,0.459,0.023,0.574,0.718,0.624,0.383
SDV_GC,4.017391920089722,Adaboost,0.897,0.717,0.475,0.032,0.571,0.722,0.637,0.372
SDV_GC,4.017391920089722,GBDT,0.884,0.632,0.464,0.046,0.535,0.709,0.624,0.38
SDV_GAN,21.419397830963135,SVM,0.894,0.75,0.398,0.022,0.52,0.688,0.565,0.426
SDV_GAN,21.419397830963135,KNN,0.888,0.669,0.436,0.036,0.528,0.7,0.601,0.399
SDV_GAN,21.419397830963135,LR,0.841,0.421,0.265,0.061,0.325,0.602,0.414,0.521
SDV_GAN,21.419397830963135,DT,0.836,0.437,0.481,0.104,0.458,0.688,0.626,0.375
SDV_GAN,21.419397830963135,RF,0.897,0.732,0.453,0.028,0.56,0.713,0.618,0.387
SDV_GAN,21.419397830963135,LightGBM,0.904,0.763,0.481,0.025,0.59,0.728,0.644,0.368
SDV_GAN,21.419397830963135,Adaboost,0.9,0.752,0.453,0.025,0.566,0.714,0.619,0.387
SDV_GAN,21.419397830963135,GBDT,0.88,0.607,0.486,0.053,0.54,0.717,0.642,0.365
