oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.871,1.0,0.02,0.0,0.04,0.51,0.04,0.693
No,0,KNN,0.847,0.357,0.204,0.056,0.26,0.574,0.336,0.564
No,0,LR,0.871,0.538,0.143,0.019,0.226,0.562,0.249,0.606
No,0,DT,0.871,0.513,0.408,0.059,0.455,0.675,0.569,0.421
No,0,RF,0.893,0.846,0.224,0.006,0.355,0.609,0.366,0.548
No,0,LightGBM,0.895,0.812,0.265,0.009,0.4,0.628,0.419,0.52
No,0,Adaboost,0.858,0.409,0.184,0.04,0.254,0.572,0.308,0.578
No,0,GBDT,0.866,0.486,0.347,0.056,0.405,0.646,0.507,0.463
Random,0.01,SVM,0.727,0.209,0.388,0.222,0.271,0.583,0.518,0.461
Random,0.01,KNN,0.777,0.276,0.429,0.17,0.336,0.629,0.565,0.422
Random,0.01,LR,0.673,0.203,0.51,0.302,0.291,0.604,0.589,0.407
Random,0.01,DT,0.82,0.312,0.306,0.102,0.309,0.602,0.457,0.496
Random,0.01,RF,0.89,0.667,0.327,0.025,0.438,0.651,0.489,0.477
Random,0.01,LightGBM,0.893,0.655,0.388,0.031,0.487,0.678,0.554,0.433
Random,0.01,Adaboost,0.775,0.289,0.49,0.182,0.364,0.654,0.613,0.383
Random,0.01,GBDT,0.839,0.388,0.388,0.093,0.388,0.648,0.543,0.438
SMOTE,0.01,SVM,0.78,0.238,0.306,0.148,0.268,0.579,0.45,0.502
SMOTE,0.01,KNN,0.775,0.303,0.551,0.191,0.391,0.68,0.655,0.345
SMOTE,0.01,LR,0.71,0.243,0.571,0.269,0.341,0.651,0.642,0.358
SMOTE,0.01,DT,0.786,0.237,0.286,0.139,0.259,0.573,0.429,0.515
SMOTE,0.01,RF,0.874,0.528,0.388,0.052,0.447,0.668,0.55,0.435
SMOTE,0.01,LightGBM,0.879,0.571,0.327,0.037,0.416,0.645,0.488,0.477
SMOTE,0.01,Adaboost,0.826,0.357,0.408,0.111,0.381,0.649,0.559,0.426
SMOTE,0.01,GBDT,0.839,0.366,0.306,0.08,0.333,0.613,0.459,0.494
ADASYN,0.02,SVM,0.783,0.242,0.306,0.145,0.27,0.581,0.451,0.501
ADASYN,0.02,KNN,0.761,0.273,0.49,0.198,0.35,0.646,0.608,0.387
ADASYN,0.02,LR,0.681,0.203,0.49,0.29,0.287,0.6,0.58,0.415
ADASYN,0.02,DT,0.818,0.339,0.408,0.12,0.37,0.644,0.558,0.427
ADASYN,0.02,RF,0.874,0.525,0.429,0.059,0.472,0.685,0.589,0.406
ADASYN,0.02,LightGBM,0.874,0.536,0.306,0.04,0.39,0.633,0.464,0.491
ADASYN,0.02,Adaboost,0.834,0.367,0.367,0.096,0.367,0.636,0.522,0.452
ADASYN,0.02,GBDT,0.831,0.354,0.347,0.096,0.351,0.626,0.501,0.467
BorderlineSMOTE,0.02,SVM,0.786,0.269,0.367,0.151,0.31,0.608,0.513,0.46
BorderlineSMOTE,0.02,KNN,0.769,0.292,0.531,0.194,0.377,0.668,0.64,0.359
BorderlineSMOTE,0.02,LR,0.718,0.25,0.571,0.259,0.348,0.656,0.645,0.354
BorderlineSMOTE,0.02,DT,0.775,0.222,0.286,0.151,0.25,0.567,0.428,0.516
BorderlineSMOTE,0.02,RF,0.893,0.629,0.449,0.04,0.524,0.704,0.612,0.391
BorderlineSMOTE,0.02,LightGBM,0.887,0.63,0.347,0.031,0.447,0.658,0.511,0.462
BorderlineSMOTE,0.02,Adaboost,0.839,0.4,0.449,0.102,0.423,0.674,0.599,0.396
BorderlineSMOTE,0.02,GBDT,0.839,0.366,0.306,0.08,0.333,0.613,0.459,0.494
SVMSMOTE,0.07,SVM,0.85,0.41,0.327,0.071,0.364,0.628,0.483,0.479
SVMSMOTE,0.07,KNN,0.788,0.312,0.51,0.17,0.388,0.67,0.632,0.367
SVMSMOTE,0.07,LR,0.812,0.328,0.408,0.127,0.364,0.641,0.556,0.428
SVMSMOTE,0.07,DT,0.815,0.292,0.286,0.105,0.289,0.59,0.433,0.51
SVMSMOTE,0.07,RF,0.901,0.688,0.449,0.031,0.543,0.709,0.614,0.39
SVMSMOTE,0.07,LightGBM,0.885,0.615,0.327,0.031,0.427,0.648,0.488,0.477
SVMSMOTE,0.07,Adaboost,0.858,0.452,0.388,0.071,0.418,0.658,0.547,0.436
SVMSMOTE,0.07,GBDT,0.855,0.436,0.347,0.068,0.386,0.64,0.506,0.464
SMOTUNED,68.66,SVM,0.7,0.231,0.551,0.278,0.325,0.637,0.625,0.373
SMOTUNED,44.01,KNN,0.689,0.248,0.673,0.309,0.363,0.682,0.682,0.318
SMOTUNED,1295.9,LR,0.7,0.235,0.571,0.281,0.333,0.645,0.637,0.362
SMOTUNED,55.51,DT,0.641,0.203,0.592,0.352,0.302,0.62,0.619,0.381
SMOTUNED,215.75,RF,0.751,0.296,0.653,0.235,0.408,0.709,0.705,0.296
SMOTUNED,175.37,LightGBM,0.794,0.321,0.51,0.164,0.394,0.673,0.634,0.365
SMOTUNED,367.53,Adaboost,0.751,0.288,0.612,0.228,0.392,0.692,0.683,0.318
SMOTUNED,668.54,GBDT,0.681,0.239,0.653,0.315,0.35,0.669,0.669,0.331
DAZZLE,615.9084205627441,SVM,0.869,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,615.9084205627441,KNN,0.839,0.296,0.163,0.059,0.211,0.552,0.278,0.593
DAZZLE,615.9084205627441,LR,0.89,0.786,0.224,0.009,0.349,0.608,0.366,0.548
DAZZLE,615.9084205627441,DT,0.828,0.308,0.245,0.083,0.273,0.581,0.387,0.537
DAZZLE,615.9084205627441,RF,0.887,0.769,0.204,0.009,0.323,0.597,0.338,0.563
DAZZLE,615.9084205627441,LightGBM,0.895,0.75,0.306,0.015,0.435,0.645,0.467,0.491
DAZZLE,615.9084205627441,Adaboost,0.853,0.385,0.204,0.049,0.267,0.577,0.336,0.564
DAZZLE,615.9084205627441,GBDT,0.874,0.525,0.429,0.059,0.472,0.685,0.589,0.406
WGAN,11.48,SVM,0.839,0.0,0.0,0.034,0.0,0.483,0.0,0.708
WGAN,11.48,KNN,0.523,0.127,0.449,0.466,0.198,0.491,0.488,0.51
