oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.07,SVM,0.488,0.171,0.755,0.552,0.279,0.601,0.562,0.427
WFO,0.07,KNN,0.807,0.333,0.469,0.142,0.39,0.664,0.607,0.388
WFO,0.07,LR,0.405,0.155,0.796,0.654,0.26,0.571,0.482,0.485
WFO,0.07,DT,0.818,0.306,0.306,0.105,0.306,0.601,0.456,0.496
WFO,0.07,RF,0.871,0.515,0.347,0.049,0.415,0.649,0.508,0.463
WFO,0.07,LightGBM,0.869,0.5,0.388,0.059,0.437,0.665,0.549,0.435
WFO,0.07,Adaboost,0.684,0.244,0.673,0.315,0.359,0.679,0.679,0.321
WFO,0.07,GBDT,0.831,0.341,0.306,0.09,0.323,0.608,0.458,0.495
WFO2,0.16,SVM,0.743,0.236,0.429,0.21,0.304,0.609,0.556,0.43
WFO2,0.16,KNN,0.786,0.309,0.51,0.173,0.385,0.669,0.631,0.367
WFO2,0.16,LR,0.737,0.253,0.51,0.228,0.338,0.641,0.614,0.382
WFO2,0.16,DT,0.796,0.271,0.327,0.133,0.296,0.597,0.474,0.485
WFO2,0.16,RF,0.879,0.556,0.408,0.049,0.471,0.679,0.571,0.42
WFO2,0.16,LightGBM,0.869,0.5,0.265,0.04,0.347,0.613,0.416,0.52
WFO2,0.16,Adaboost,0.831,0.379,0.449,0.111,0.411,0.669,0.597,0.397
WFO2,0.16,GBDT,0.863,0.467,0.286,0.049,0.354,0.618,0.439,0.506
