oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
BorderlineSMOTE,0.02,RF,0.847,0.389,0.286,0.068,0.329,0.609,0.437,0.507
BorderlineSMOTE,0.02,LightGBM,0.853,0.412,0.286,0.062,0.337,0.612,0.438,0.507
BorderlineSMOTE,0.02,Adaboost,0.842,0.4,0.408,0.093,0.404,0.658,0.563,0.424
BorderlineSMOTE,0.02,GBDT,0.842,0.361,0.265,0.071,0.306,0.597,0.413,0.522
SVMSMOTE,0.82,SVM,0.804,0.278,0.306,0.12,0.291,0.593,0.454,0.498
SVMSMOTE,0.82,KNN,0.783,0.265,0.367,0.154,0.308,0.607,0.512,0.46
SVMSMOTE,0.82,LR,0.775,0.278,0.449,0.176,0.344,0.637,0.581,0.409
SVMSMOTE,0.82,DT,0.802,0.288,0.347,0.13,0.315,0.609,0.496,0.471
SVMSMOTE,0.82,RF,0.855,0.419,0.265,0.056,0.325,0.605,0.414,0.521
SVMSMOTE,0.82,LightGBM,0.853,0.4,0.245,0.056,0.304,0.595,0.389,0.535
SVMSMOTE,0.82,Adaboost,0.839,0.372,0.327,0.083,0.348,0.622,0.482,0.48
SVMSMOTE,0.82,GBDT,0.818,0.298,0.286,0.102,0.292,0.592,0.434,0.51
SMOTUNED,71.02,SVM,0.743,0.284,0.633,0.241,0.392,0.696,0.69,0.311
SMOTUNED,46.1,KNN,0.657,0.189,0.49,0.318,0.273,0.586,0.57,0.425
SMOTUNED,1142.6,LR,0.716,0.243,0.551,0.259,0.338,0.646,0.632,0.367
SMOTUNED,56.18,DT,0.716,0.234,0.51,0.253,0.321,0.629,0.606,0.39
SMOTUNED,210.5,RF,0.753,0.283,0.571,0.219,0.378,0.676,0.66,0.34
SMOTUNED,166.53,LightGBM,0.727,0.232,0.469,0.235,0.311,0.617,0.582,0.41
SMOTUNED,368.16,Adaboost,0.764,0.29,0.551,0.204,0.38,0.674,0.651,0.349
SMOTUNED,702.34,GBDT,0.713,0.254,0.612,0.272,0.359,0.67,0.665,0.335
DAZZLE,615.9082300662994,SVM,0.863,0.25,0.02,0.009,0.038,0.506,0.04,0.693
DAZZLE,615.9082300662994,KNN,0.836,0.25,0.122,0.056,0.164,0.533,0.217,0.622
DAZZLE,615.9082300662994,LR,0.845,0.345,0.204,0.059,0.256,0.573,0.335,0.564
DAZZLE,615.9082300662994,DT,0.799,0.276,0.327,0.13,0.299,0.598,0.475,0.485
DAZZLE,615.9082300662994,RF,0.866,0.471,0.163,0.028,0.242,0.568,0.28,0.592
DAZZLE,615.9082300662994,LightGBM,0.858,0.409,0.184,0.04,0.254,0.572,0.308,0.578
DAZZLE,615.9082300662994,Adaboost,0.863,0.467,0.286,0.049,0.354,0.618,0.439,0.506
DAZZLE,615.9082300662994,GBDT,0.828,0.317,0.265,0.086,0.289,0.589,0.411,0.523
WGAN,11.46,SVM,0.861,0.0,0.0,0.009,0.0,0.495,0.0,0.707
WGAN,11.46,KNN,0.399,0.149,0.755,0.654,0.248,0.55,0.474,0.494
WGAN,11.46,LR,0.442,0.17,0.837,0.617,0.283,0.61,0.525,0.451
WGAN,11.46,DT,0.609,0.106,0.265,0.34,0.151,0.463,0.379,0.572
WGAN,11.46,RF,0.383,0.151,0.796,0.679,0.253,0.558,0.457,0.501
WGAN,11.46,LightGBM,0.432,0.159,0.776,0.62,0.264,0.578,0.51,0.467
WGAN,11.46,Adaboost,0.676,0.214,0.551,0.306,0.309,0.623,0.614,0.384
WGAN,11.46,GBDT,0.265,0.141,0.898,0.83,0.243,0.534,0.286,0.591
RP,1.504582166671753,SVM,0.743,0.242,0.449,0.213,0.314,0.618,0.572,0.418
RP,1.504582166671753,KNN,0.772,0.263,0.408,0.173,0.32,0.618,0.547,0.436
RP,1.504582166671753,LR,0.681,0.231,0.612,0.309,0.335,0.652,0.649,0.35
RP,1.504582166671753,DT,0.788,0.286,0.408,0.154,0.336,0.627,0.551,0.432
RP,1.504582166671753,RF,0.855,0.436,0.347,0.068,0.386,0.64,0.506,0.464
RP,1.504582166671753,LightGBM,0.863,0.469,0.306,0.052,0.37,0.627,0.463,0.492
RP,1.504582166671753,Adaboost,0.823,0.356,0.429,0.117,0.389,0.656,0.577,0.412
RP,1.504582166671753,GBDT,0.836,0.35,0.286,0.08,0.315,0.603,0.436,0.508
Howso,128.39293670654297,SVM,0.638,0.217,0.673,0.367,0.328,0.653,0.652,0.348
Howso,128.39293670654297,KNN,0.697,0.246,0.633,0.293,0.354,0.67,0.668,0.332
Howso,128.39293670654297,LR,0.668,0.241,0.714,0.34,0.361,0.687,0.686,0.314
Howso,128.39293670654297,DT,0.646,0.201,0.571,0.343,0.298,0.614,0.611,0.388
Howso,128.39293670654297,RF,0.678,0.233,0.633,0.315,0.341,0.659,0.658,0.342
Howso,128.39293670654297,LightGBM,0.694,0.248,0.653,0.299,0.36,0.677,0.676,0.324
Howso,128.39293670654297,Adaboost,0.668,0.23,0.653,0.33,0.34,0.661,0.661,0.339
Howso,128.39293670654297,GBDT,0.654,0.23,0.694,0.352,0.345,0.671,0.67,0.33
DS,0.44220662117004395,SVM,0.869,0.5,0.02,0.003,0.039,0.509,0.04,0.693
DS,0.44220662117004395,KNN,0.834,0.259,0.143,0.062,0.184,0.541,0.248,0.608
DS,0.44220662117004395,LR,0.861,0.4,0.122,0.028,0.188,0.547,0.218,0.621
DS,0.44220662117004395,DT,0.815,0.333,0.408,0.123,0.367,0.642,0.557,0.427
DS,0.44220662117004395,RF,0.869,0.5,0.184,0.028,0.269,0.578,0.309,0.578
DS,0.44220662117004395,LightGBM,0.863,0.438,0.143,0.028,0.215,0.558,0.249,0.606
DS,0.44220662117004395,Adaboost,0.861,0.448,0.265,0.049,0.333,0.608,0.415,0.521
DS,0.44220662117004395,GBDT,0.853,0.4,0.245,0.056,0.304,0.595,0.389,0.535
SDV_GC,7.516749143600464,SVM,0.866,0.455,0.102,0.019,0.167,0.542,0.185,0.635
SDV_GC,7.516749143600464,KNN,0.85,0.379,0.224,0.056,0.282,0.584,0.363,0.55
SDV_GC,7.516749143600464,LR,0.863,0.429,0.122,0.025,0.19,0.549,0.218,0.621
SDV_GC,7.516749143600464,DT,0.804,0.25,0.245,0.111,0.247,0.567,0.384,0.54
SDV_GC,7.516749143600464,RF,0.863,0.438,0.143,0.028,0.215,0.558,0.249,0.606
SDV_GC,7.516749143600464,LightGBM,0.869,0.5,0.204,0.031,0.29,0.587,0.337,0.563
SDV_GC,7.516749143600464,Adaboost,0.855,0.368,0.143,0.037,0.206,0.553,0.249,0.607
SDV_GC,7.516749143600464,GBDT,0.847,0.4,0.327,0.074,0.36,0.626,0.483,0.479
SDV_GAN,31.500648021697998,SVM,0.866,0.462,0.122,0.022,0.194,0.55,0.218,0.621
SDV_GAN,31.500648021697998,KNN,0.842,0.321,0.184,0.059,0.234,0.563,0.307,0.579
SDV_GAN,31.500648021697998,LR,0.858,0.375,0.122,0.031,0.185,0.546,0.217,0.621
SDV_GAN,31.500648021697998,DT,0.772,0.219,0.286,0.154,0.248,0.566,0.427,0.517
SDV_GAN,31.500648021697998,RF,0.858,0.4,0.163,0.037,0.232,0.563,0.279,0.592
SDV_GAN,31.500648021697998,LightGBM,0.871,0.522,0.245,0.034,0.333,0.605,0.391,0.534
SDV_GAN,31.500648021697998,Adaboost,0.836,0.324,0.224,0.071,0.265,0.577,0.362,0.551
SDV_GAN,31.500648021697998,GBDT,0.842,0.368,0.286,0.074,0.322,0.606,0.437,0.508
