oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.869,0.5,0.061,0.009,0.109,0.526,0.115,0.664
No,0,KNN,0.855,0.391,0.184,0.043,0.25,0.57,0.308,0.578
No,0,LR,0.863,0.4,0.082,0.019,0.136,0.532,0.151,0.65
No,0,DT,0.802,0.234,0.224,0.111,0.229,0.557,0.358,0.554
No,0,RF,0.877,0.6,0.184,0.019,0.281,0.583,0.309,0.577
No,0,LightGBM,0.858,0.409,0.184,0.04,0.254,0.572,0.308,0.578
No,0,Adaboost,0.861,0.44,0.224,0.043,0.297,0.591,0.364,0.549
No,0,GBDT,0.839,0.366,0.306,0.08,0.333,0.613,0.459,0.494
Random,0.01,SVM,0.753,0.264,0.49,0.207,0.343,0.642,0.606,0.389
Random,0.01,KNN,0.772,0.269,0.429,0.176,0.331,0.626,0.564,0.423
Random,0.01,LR,0.753,0.287,0.592,0.222,0.387,0.685,0.672,0.329
Random,0.01,DT,0.802,0.245,0.245,0.114,0.245,0.565,0.384,0.54
Random,0.01,RF,0.874,0.545,0.245,0.031,0.338,0.607,0.391,0.534
Random,0.01,LightGBM,0.866,0.484,0.306,0.049,0.375,0.628,0.463,0.492
Random,0.01,Adaboost,0.772,0.269,0.429,0.176,0.331,0.626,0.564,0.423
Random,0.01,GBDT,0.863,0.474,0.367,0.062,0.414,0.653,0.528,0.449
SMOTE,0.01,SVM,0.775,0.289,0.49,0.182,0.364,0.654,0.613,0.383
SMOTE,0.01,KNN,0.753,0.264,0.49,0.207,0.343,0.642,0.606,0.389
SMOTE,0.01,LR,0.735,0.245,0.49,0.228,0.327,0.631,0.599,0.395
SMOTE,0.01,DT,0.788,0.279,0.388,0.151,0.325,0.618,0.532,0.446
SMOTE,0.01,RF,0.866,0.486,0.347,0.056,0.405,0.646,0.507,0.463
SMOTE,0.01,LightGBM,0.874,0.533,0.327,0.043,0.405,0.642,0.487,0.477
SMOTE,0.01,Adaboost,0.807,0.291,0.327,0.12,0.308,0.603,0.476,0.484
SMOTE,0.01,GBDT,0.845,0.395,0.347,0.08,0.37,0.633,0.504,0.465
ADASYN,0.02,SVM,0.756,0.256,0.449,0.198,0.326,0.626,0.576,0.414
ADASYN,0.02,KNN,0.759,0.28,0.531,0.207,0.366,0.662,0.636,0.363
ADASYN,0.02,LR,0.724,0.245,0.531,0.247,0.335,0.642,0.623,0.375
ADASYN,0.02,DT,0.761,0.206,0.286,0.167,0.239,0.56,0.426,0.519
ADASYN,0.02,RF,0.858,0.447,0.347,0.065,0.391,0.641,0.506,0.464
ADASYN,0.02,LightGBM,0.861,0.452,0.286,0.052,0.35,0.617,0.439,0.506
ADASYN,0.02,Adaboost,0.81,0.296,0.327,0.117,0.311,0.605,0.477,0.483
ADASYN,0.02,GBDT,0.834,0.324,0.245,0.077,0.279,0.584,0.387,0.537
BorderlineSMOTE,0.02,SVM,0.772,0.28,0.469,0.182,0.351,0.644,0.596,0.397
BorderlineSMOTE,0.02,KNN,0.769,0.287,0.51,0.191,0.368,0.659,0.626,0.372
BorderlineSMOTE,0.02,LR,0.751,0.28,0.571,0.222,0.376,0.675,0.659,0.341
BorderlineSMOTE,0.02,DT,0.777,0.234,0.306,0.151,0.265,0.577,0.45,0.502
BorderlineSMOTE,0.02,RF,0.853,0.429,0.367,0.074,0.396,0.647,0.526,0.45
BorderlineSMOTE,0.02,LightGBM,0.869,0.5,0.306,0.046,0.38,0.63,0.463,0.492
BorderlineSMOTE,0.02,Adaboost,0.834,0.373,0.388,0.099,0.38,0.644,0.542,0.439
BorderlineSMOTE,0.02,GBDT,0.828,0.353,0.367,0.102,0.36,0.633,0.521,0.453
SVMSMOTE,0.07,SVM,0.812,0.256,0.224,0.099,0.239,0.563,0.359,0.553
SVMSMOTE,0.07,KNN,0.807,0.317,0.408,0.133,0.357,0.638,0.555,0.429
SVMSMOTE,0.07,LR,0.812,0.322,0.388,0.123,0.352,0.632,0.538,0.442
SVMSMOTE,0.07,DT,0.777,0.242,0.327,0.154,0.278,0.586,0.471,0.489
SVMSMOTE,0.07,RF,0.858,0.441,0.306,0.059,0.361,0.624,0.462,0.492
SVMSMOTE,0.07,LightGBM,0.863,0.469,0.306,0.052,0.37,0.627,0.463,0.492
SVMSMOTE,0.07,Adaboost,0.807,0.255,0.245,0.108,0.25,0.568,0.384,0.539
SVMSMOTE,0.07,GBDT,0.818,0.321,0.347,0.111,0.333,0.618,0.499,0.468
SMOTUNED,69.78,SVM,0.689,0.223,0.551,0.29,0.318,0.63,0.62,0.378
SMOTUNED,45.18,KNN,0.681,0.203,0.49,0.29,0.287,0.6,0.58,0.415
SMOTUNED,1307.46,LR,0.729,0.264,0.592,0.25,0.365,0.671,0.662,0.338
SMOTUNED,54.45,DT,0.724,0.255,0.571,0.253,0.352,0.659,0.647,0.352
SMOTUNED,208.72,RF,0.71,0.256,0.633,0.278,0.365,0.677,0.674,0.326
SMOTUNED,152.84,LightGBM,0.737,0.271,0.592,0.241,0.372,0.676,0.665,0.335
SMOTUNED,357.78,Adaboost,0.713,0.25,0.592,0.269,0.352,0.662,0.654,0.345
