oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.07,SVM,0.504,0.163,0.673,0.522,0.263,0.576,0.559,0.435
WFO,0.07,KNN,0.815,0.357,0.51,0.139,0.42,0.686,0.641,0.36
WFO,0.07,LR,0.442,0.156,0.735,0.602,0.257,0.566,0.516,0.465
WFO,0.07,DT,0.807,0.233,0.204,0.102,0.217,0.551,0.333,0.567
WFO,0.07,RF,0.885,0.625,0.306,0.028,0.411,0.639,0.466,0.491
WFO,0.07,LightGBM,0.866,0.486,0.347,0.056,0.405,0.646,0.507,0.463
WFO,0.07,Adaboost,0.665,0.225,0.633,0.33,0.332,0.651,0.651,0.349
WFO,0.07,GBDT,0.836,0.4,0.49,0.111,0.44,0.689,0.632,0.369
WFO2,0.16,SVM,0.78,0.296,0.49,0.176,0.369,0.657,0.614,0.382
WFO2,0.16,KNN,0.772,0.304,0.571,0.198,0.397,0.687,0.668,0.334
WFO2,0.16,LR,0.732,0.252,0.531,0.238,0.342,0.646,0.626,0.372
WFO2,0.16,DT,0.794,0.274,0.347,0.139,0.306,0.604,0.495,0.472
WFO2,0.16,RF,0.863,0.471,0.327,0.056,0.386,0.635,0.485,0.478
WFO2,0.16,LightGBM,0.882,0.586,0.347,0.037,0.436,0.655,0.51,0.463
WFO2,0.16,Adaboost,0.815,0.3,0.306,0.108,0.303,0.599,0.456,0.497
WFO2,0.16,GBDT,0.863,0.477,0.429,0.071,0.452,0.679,0.587,0.407
