oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.07,SVM,0.477,0.177,0.816,0.574,0.291,0.621,0.56,0.426
WFO,0.07,KNN,0.78,0.268,0.388,0.16,0.317,0.614,0.53,0.448
WFO,0.07,LR,0.383,0.166,0.918,0.698,0.281,0.61,0.455,0.497
WFO,0.07,DT,0.836,0.342,0.265,0.077,0.299,0.594,0.412,0.522
WFO,0.07,RF,0.89,0.682,0.306,0.022,0.423,0.642,0.466,0.491
WFO,0.07,LightGBM,0.871,0.512,0.429,0.062,0.467,0.683,0.588,0.406
WFO,0.07,Adaboost,0.643,0.216,0.653,0.358,0.325,0.648,0.647,0.353
WFO,0.07,GBDT,0.812,0.267,0.245,0.102,0.255,0.572,0.385,0.539
WFO2,0.15,SVM,0.783,0.289,0.449,0.167,0.352,0.641,0.584,0.407
WFO2,0.15,KNN,0.775,0.284,0.469,0.179,0.354,0.645,0.597,0.396
WFO2,0.15,LR,0.753,0.303,0.673,0.235,0.418,0.719,0.717,0.284
WFO2,0.15,DT,0.796,0.315,0.469,0.154,0.377,0.658,0.604,0.391
WFO2,0.15,RF,0.874,0.526,0.408,0.056,0.46,0.676,0.57,0.42
WFO2,0.15,LightGBM,0.877,0.552,0.327,0.04,0.41,0.643,0.487,0.477
WFO2,0.15,Adaboost,0.853,0.44,0.449,0.086,0.444,0.681,0.602,0.394
WFO2,0.15,GBDT,0.842,0.404,0.429,0.096,0.416,0.666,0.582,0.41
