oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.874,1.0,0.041,0.0,0.078,0.52,0.078,0.678
No,0,KNN,0.853,0.406,0.265,0.059,0.321,0.603,0.414,0.521
No,0,LR,0.879,0.667,0.163,0.012,0.262,0.575,0.28,0.592
No,0,DT,0.796,0.235,0.245,0.12,0.24,0.562,0.383,0.541
No,0,RF,0.877,0.565,0.265,0.031,0.361,0.617,0.417,0.52
No,0,LightGBM,0.858,0.423,0.224,0.046,0.293,0.589,0.363,0.549
No,0,Adaboost,0.863,0.464,0.265,0.046,0.338,0.61,0.415,0.521
No,0,GBDT,0.853,0.438,0.429,0.083,0.433,0.673,0.584,0.408
Random,0.01,SVM,0.718,0.25,0.571,0.259,0.348,0.656,0.645,0.354
Random,0.01,KNN,0.788,0.321,0.551,0.176,0.406,0.688,0.66,0.341
Random,0.01,LR,0.727,0.274,0.653,0.262,0.386,0.695,0.693,0.308
Random,0.01,DT,0.767,0.212,0.286,0.16,0.243,0.563,0.426,0.518
Random,0.01,RF,0.871,0.515,0.347,0.049,0.415,0.649,0.508,0.463
Random,0.01,LightGBM,0.85,0.422,0.388,0.08,0.404,0.654,0.546,0.437
Random,0.01,Adaboost,0.761,0.278,0.51,0.201,0.36,0.655,0.623,0.374
Random,0.01,GBDT,0.836,0.4,0.49,0.111,0.44,0.689,0.632,0.369
SMOTE,0.01,SVM,0.753,0.258,0.469,0.204,0.333,0.633,0.591,0.402
SMOTE,0.01,KNN,0.769,0.305,0.592,0.204,0.403,0.694,0.679,0.323
SMOTE,0.01,LR,0.737,0.279,0.633,0.247,0.387,0.693,0.688,0.313
SMOTE,0.01,DT,0.772,0.286,0.49,0.185,0.361,0.652,0.612,0.384
SMOTE,0.01,RF,0.858,0.464,0.531,0.093,0.495,0.719,0.67,0.338
SMOTE,0.01,LightGBM,0.855,0.447,0.429,0.08,0.438,0.674,0.585,0.408
SMOTE,0.01,Adaboost,0.791,0.262,0.327,0.139,0.291,0.594,0.474,0.486
SMOTE,0.01,GBDT,0.828,0.377,0.469,0.117,0.418,0.676,0.613,0.384
