oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.869,0.5,0.041,0.006,0.075,0.517,0.078,0.678
No,0,KNN,0.842,0.344,0.224,0.065,0.272,0.58,0.362,0.55
No,0,LR,0.874,0.571,0.163,0.019,0.254,0.572,0.28,0.592
No,0,DT,0.82,0.304,0.286,0.099,0.295,0.593,0.434,0.51
No,0,RF,0.887,0.684,0.265,0.019,0.382,0.623,0.418,0.52
No,0,LightGBM,0.879,0.591,0.265,0.028,0.366,0.619,0.417,0.52
No,0,Adaboost,0.863,0.455,0.204,0.037,0.282,0.584,0.337,0.563
No,0,GBDT,0.855,0.442,0.388,0.074,0.413,0.657,0.547,0.436
Random,0.01,SVM,0.775,0.289,0.49,0.182,0.364,0.654,0.613,0.383
Random,0.01,KNN,0.799,0.314,0.449,0.148,0.37,0.65,0.588,0.403
Random,0.01,LR,0.756,0.286,0.571,0.216,0.381,0.678,0.661,0.339
Random,0.01,DT,0.845,0.4,0.367,0.083,0.383,0.642,0.525,0.451
Random,0.01,RF,0.874,0.531,0.347,0.046,0.42,0.65,0.509,0.463
Random,0.01,LightGBM,0.885,0.579,0.449,0.049,0.506,0.7,0.61,0.391
Random,0.01,Adaboost,0.748,0.268,0.531,0.219,0.356,0.656,0.632,0.366
Random,0.01,GBDT,0.839,0.383,0.367,0.09,0.375,0.639,0.523,0.452
SMOTE,0.01,SVM,0.783,0.284,0.429,0.164,0.341,0.632,0.567,0.42
SMOTE,0.01,KNN,0.799,0.341,0.571,0.167,0.427,0.702,0.678,0.325
SMOTE,0.01,LR,0.713,0.246,0.571,0.265,0.344,0.653,0.643,0.356
SMOTE,0.01,DT,0.788,0.297,0.449,0.16,0.358,0.644,0.585,0.406
SMOTE,0.01,RF,0.858,0.455,0.408,0.074,0.43,0.667,0.567,0.422
SMOTE,0.01,LightGBM,0.879,0.553,0.429,0.052,0.483,0.688,0.59,0.406
SMOTE,0.01,Adaboost,0.812,0.338,0.449,0.133,0.386,0.658,0.592,0.401
SMOTE,0.01,GBDT,0.866,0.489,0.449,0.071,0.468,0.689,0.605,0.393
ADASYN,0.02,SVM,0.78,0.291,0.469,0.173,0.359,0.648,0.599,0.395
ADASYN,0.02,KNN,0.81,0.359,0.571,0.154,0.441,0.709,0.682,0.322
ADASYN,0.02,LR,0.729,0.268,0.612,0.253,0.373,0.68,0.673,0.327
ADASYN,0.02,DT,0.788,0.266,0.347,0.145,0.301,0.601,0.494,0.473
ADASYN,0.02,RF,0.866,0.489,0.449,0.071,0.468,0.689,0.605,0.393
ADASYN,0.02,LightGBM,0.877,0.541,0.408,0.052,0.465,0.678,0.571,0.42
ADASYN,0.02,Adaboost,0.831,0.383,0.469,0.114,0.422,0.678,0.614,0.384
ADASYN,0.02,GBDT,0.834,0.377,0.408,0.102,0.392,0.653,0.561,0.425
BorderlineSMOTE,0.02,SVM,0.796,0.31,0.449,0.151,0.367,0.649,0.587,0.404
BorderlineSMOTE,0.02,KNN,0.812,0.36,0.551,0.148,0.435,0.701,0.669,0.334
BorderlineSMOTE,0.02,LR,0.721,0.257,0.592,0.259,0.358,0.666,0.658,0.342
BorderlineSMOTE,0.02,DT,0.78,0.22,0.265,0.142,0.241,0.562,0.405,0.529
BorderlineSMOTE,0.02,RF,0.874,0.529,0.367,0.049,0.434,0.659,0.53,0.449
BorderlineSMOTE,0.02,LightGBM,0.89,0.611,0.449,0.043,0.518,0.703,0.611,0.391
BorderlineSMOTE,0.02,Adaboost,0.836,0.397,0.469,0.108,0.43,0.681,0.615,0.383
BorderlineSMOTE,0.02,GBDT,0.866,0.491,0.551,0.086,0.519,0.732,0.687,0.323
SVMSMOTE,0.06,SVM,0.847,0.382,0.265,0.065,0.313,0.6,0.413,0.522
SVMSMOTE,0.06,KNN,0.826,0.371,0.469,0.12,0.414,0.675,0.612,0.385
SVMSMOTE,0.06,LR,0.815,0.328,0.388,0.12,0.355,0.634,0.538,0.441
SVMSMOTE,0.06,DT,0.823,0.34,0.367,0.108,0.353,0.63,0.52,0.454
SVMSMOTE,0.06,RF,0.882,0.564,0.449,0.052,0.5,0.698,0.609,0.391
SVMSMOTE,0.06,LightGBM,0.887,0.606,0.408,0.04,0.488,0.684,0.573,0.419
SVMSMOTE,0.06,Adaboost,0.85,0.426,0.408,0.083,0.417,0.662,0.565,0.423
SVMSMOTE,0.06,GBDT,0.869,0.5,0.449,0.068,0.473,0.691,0.606,0.393
SMOTUNED,66.66,SVM,0.735,0.273,0.612,0.247,0.377,0.683,0.675,0.325
SMOTUNED,45.93,KNN,0.74,0.278,0.612,0.241,0.382,0.686,0.678,0.323
SMOTUNED,1425.26,LR,0.7,0.231,0.551,0.278,0.325,0.637,0.625,0.373
SMOTUNED,55.74,DT,0.727,0.248,0.531,0.244,0.338,0.643,0.624,0.374
SMOTUNED,214.39,RF,0.764,0.311,0.653,0.219,0.421,0.717,0.711,0.29
SMOTUNED,168.85,LightGBM,0.729,0.28,0.673,0.262,0.395,0.706,0.704,0.296
SMOTUNED,364.92,Adaboost,0.697,0.265,0.735,0.309,0.389,0.713,0.712,0.288
SMOTUNED,655.64,GBDT,0.686,0.238,0.633,0.306,0.346,0.664,0.662,0.338
DAZZLE,695.1622641086578,SVM,0.869,0.5,0.02,0.003,0.039,0.509,0.04,0.693
DAZZLE,695.1622641086578,KNN,0.863,0.467,0.286,0.049,0.354,0.618,0.439,0.506
DAZZLE,695.1622641086578,LR,0.869,0.5,0.122,0.019,0.197,0.552,0.218,0.621
DAZZLE,695.1622641086578,DT,0.836,0.375,0.367,0.093,0.371,0.637,0.523,0.452
DAZZLE,695.1622641086578,RF,0.885,0.65,0.265,0.022,0.377,0.622,0.417,0.52
DAZZLE,695.1622641086578,LightGBM,0.877,0.56,0.286,0.034,0.378,0.626,0.441,0.506
DAZZLE,695.1622641086578,Adaboost,0.853,0.35,0.143,0.04,0.203,0.551,0.249,0.607
DAZZLE,695.1622641086578,GBDT,0.871,0.514,0.367,0.052,0.429,0.657,0.529,0.449
WGAN,11.45,SVM,0.858,0.0,0.0,0.012,0.0,0.494,0.0,0.707
WGAN,11.45,KNN,0.534,0.176,0.694,0.491,0.281,0.602,0.587,0.409
WGAN,11.45,LR,0.718,0.1,0.143,0.194,0.118,0.474,0.243,0.621
WGAN,11.45,DT,0.504,0.146,0.571,0.506,0.232,0.533,0.53,0.469
WGAN,11.45,RF,0.228,0.13,0.857,0.867,0.226,0.495,0.23,0.622
WGAN,11.45,LightGBM,0.359,0.135,0.714,0.694,0.227,0.51,0.428,0.531
WGAN,11.45,Adaboost,0.748,0.119,0.143,0.16,0.13,0.491,0.244,0.617
WGAN,11.45,GBDT,0.314,0.142,0.837,0.765,0.243,0.536,0.366,0.553
RP,1.5732033252716064,SVM,0.777,0.293,0.49,0.179,0.366,0.655,0.614,0.382
RP,1.5732033252716064,KNN,0.799,0.329,0.51,0.157,0.4,0.676,0.636,0.364
RP,1.5732033252716064,LR,0.729,0.259,0.571,0.247,0.357,0.662,0.65,0.35
RP,1.5732033252716064,DT,0.769,0.224,0.306,0.16,0.259,0.573,0.449,0.504
RP,1.5732033252716064,RF,0.863,0.479,0.469,0.077,0.474,0.696,0.622,0.379
RP,1.5732033252716064,LightGBM,0.874,0.529,0.367,0.049,0.434,0.659,0.53,0.449
RP,1.5732033252716064,Adaboost,0.826,0.352,0.388,0.108,0.369,0.64,0.541,0.44
RP,1.5732033252716064,GBDT,0.82,0.339,0.388,0.114,0.362,0.637,0.539,0.44
Howso,156.81252193450928,SVM,0.71,0.26,0.653,0.281,0.372,0.686,0.685,0.316
Howso,156.81252193450928,KNN,0.665,0.216,0.592,0.324,0.317,0.634,0.631,0.369
Howso,156.81252193450928,LR,0.686,0.23,0.592,0.299,0.331,0.646,0.642,0.358
Howso,156.81252193450928,DT,0.649,0.203,0.571,0.34,0.299,0.616,0.613,0.387
Howso,156.81252193450928,RF,0.724,0.275,0.673,0.269,0.391,0.702,0.701,0.299
Howso,156.81252193450928,LightGBM,0.727,0.285,0.714,0.272,0.407,0.721,0.721,0.279
Howso,156.81252193450928,Adaboost,0.662,0.245,0.755,0.352,0.37,0.702,0.698,0.303
Howso,156.81252193450928,GBDT,0.729,0.283,0.694,0.265,0.402,0.714,0.714,0.287
DS,0.4295997619628906,SVM,0.871,0.6,0.061,0.006,0.111,0.528,0.115,0.664
DS,0.4295997619628906,KNN,0.866,0.483,0.286,0.046,0.359,0.62,0.44,0.506
DS,0.4295997619628906,LR,0.871,0.538,0.143,0.019,0.226,0.562,0.249,0.606
DS,0.4295997619628906,DT,0.845,0.404,0.388,0.086,0.396,0.651,0.544,0.437
DS,0.4295997619628906,RF,0.879,0.6,0.245,0.025,0.348,0.61,0.391,0.534
DS,0.4295997619628906,LightGBM,0.871,0.519,0.286,0.04,0.368,0.623,0.44,0.506
