oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SMOTUNED,174.33,LightGBM,0.74,0.286,0.653,0.247,0.398,0.703,0.7,0.301
SMOTUNED,362.85,Adaboost,0.764,0.286,0.531,0.201,0.371,0.665,0.638,0.361
SMOTUNED,672.0,GBDT,0.769,0.305,0.592,0.204,0.403,0.694,0.679,0.323
DAZZLE,589.1472342014313,SVM,0.869,0.5,0.041,0.006,0.075,0.517,0.078,0.678
DAZZLE,589.1472342014313,KNN,0.847,0.382,0.265,0.065,0.313,0.6,0.413,0.522
DAZZLE,589.1472342014313,LR,0.858,0.409,0.184,0.04,0.254,0.572,0.308,0.578
DAZZLE,589.1472342014313,DT,0.78,0.238,0.306,0.148,0.268,0.579,0.45,0.502
DAZZLE,589.1472342014313,RF,0.877,0.565,0.265,0.031,0.361,0.617,0.417,0.52
DAZZLE,589.1472342014313,LightGBM,0.879,0.567,0.347,0.04,0.43,0.653,0.51,0.463
DAZZLE,589.1472342014313,Adaboost,0.845,0.304,0.143,0.049,0.194,0.547,0.248,0.607
DAZZLE,589.1472342014313,GBDT,0.853,0.417,0.306,0.065,0.353,0.621,0.461,0.493
WGAN,11.7,SVM,0.847,0.0,0.0,0.025,0.0,0.488,0.0,0.707
WGAN,11.7,KNN,0.416,0.134,0.633,0.617,0.221,0.508,0.477,0.508
WGAN,11.7,LR,0.48,0.15,0.633,0.543,0.242,0.545,0.531,0.464
WGAN,11.7,DT,0.298,0.104,0.571,0.744,0.176,0.414,0.354,0.607
WGAN,11.7,RF,0.174,0.137,1.0,0.951,0.241,0.525,0.094,0.672
WGAN,11.7,LightGBM,0.483,0.147,0.612,0.537,0.237,0.538,0.527,0.468
WGAN,11.7,Adaboost,0.303,0.15,0.918,0.79,0.257,0.564,0.342,0.562
WGAN,11.7,GBDT,0.134,0.132,1.0,0.997,0.233,0.502,0.006,0.705
RP,1.5520575046539307,SVM,0.743,0.263,0.531,0.225,0.351,0.653,0.63,0.368
RP,1.5520575046539307,KNN,0.756,0.286,0.571,0.216,0.381,0.678,0.661,0.339
RP,1.5520575046539307,LR,0.735,0.273,0.612,0.247,0.377,0.683,0.675,0.325
RP,1.5520575046539307,DT,0.804,0.306,0.388,0.133,0.342,0.628,0.536,0.443
RP,1.5520575046539307,RF,0.858,0.462,0.49,0.086,0.475,0.702,0.638,0.366
RP,1.5520575046539307,LightGBM,0.866,0.487,0.388,0.062,0.432,0.663,0.549,0.435
RP,1.5520575046539307,Adaboost,0.831,0.354,0.347,0.096,0.351,0.626,0.501,0.467
RP,1.5520575046539307,GBDT,0.836,0.393,0.449,0.105,0.419,0.672,0.598,0.397
Howso,128.45129418373108,SVM,0.676,0.243,0.694,0.327,0.36,0.683,0.683,0.317
Howso,128.45129418373108,KNN,0.705,0.239,0.571,0.275,0.337,0.648,0.639,0.36
Howso,128.45129418373108,LR,0.681,0.246,0.694,0.321,0.364,0.686,0.686,0.314
Howso,128.45129418373108,DT,0.686,0.23,0.592,0.299,0.331,0.646,0.642,0.358
Howso,128.45129418373108,RF,0.713,0.266,0.673,0.281,0.382,0.696,0.696,0.305
Howso,128.45129418373108,LightGBM,0.718,0.267,0.653,0.272,0.379,0.691,0.689,0.312
Howso,128.45129418373108,Adaboost,0.657,0.238,0.735,0.355,0.36,0.69,0.687,0.313
Howso,128.45129418373108,GBDT,0.7,0.248,0.633,0.29,0.356,0.671,0.669,0.331
DS,0.42977142333984375,SVM,0.871,0.6,0.061,0.006,0.111,0.528,0.115,0.664
DS,0.42977142333984375,KNN,0.839,0.31,0.184,0.062,0.231,0.561,0.307,0.579
DS,0.42977142333984375,LR,0.866,0.471,0.163,0.028,0.242,0.568,0.28,0.592
DS,0.42977142333984375,DT,0.818,0.333,0.388,0.117,0.358,0.635,0.539,0.441
DS,0.42977142333984375,RF,0.874,0.538,0.286,0.037,0.373,0.624,0.441,0.506
DS,0.42977142333984375,LightGBM,0.877,0.545,0.367,0.046,0.439,0.661,0.53,0.449
DS,0.42977142333984375,Adaboost,0.861,0.444,0.245,0.046,0.316,0.599,0.39,0.535
DS,0.42977142333984375,GBDT,0.847,0.429,0.49,0.099,0.457,0.696,0.635,0.367
SDV_GC,7.717266321182251,SVM,0.882,0.667,0.204,0.015,0.312,0.594,0.338,0.563
SDV_GC,7.717266321182251,KNN,0.853,0.417,0.306,0.065,0.353,0.621,0.461,0.493
SDV_GC,7.717266321182251,LR,0.855,0.353,0.122,0.034,0.182,0.544,0.217,0.621
SDV_GC,7.717266321182251,DT,0.836,0.364,0.327,0.086,0.344,0.62,0.481,0.48
SDV_GC,7.717266321182251,RF,0.858,0.417,0.204,0.043,0.274,0.58,0.336,0.564
SDV_GC,7.717266321182251,LightGBM,0.871,0.516,0.327,0.046,0.4,0.64,0.486,0.477
SDV_GC,7.717266321182251,Adaboost,0.858,0.423,0.224,0.046,0.293,0.589,0.363,0.549
SDV_GC,7.717266321182251,GBDT,0.847,0.426,0.469,0.096,0.447,0.687,0.618,0.381
SDV_GAN,31.247045278549194,SVM,0.866,0.474,0.184,0.031,0.265,0.576,0.309,0.578
SDV_GAN,31.247045278549194,KNN,0.861,0.452,0.286,0.052,0.35,0.617,0.439,0.506
SDV_GAN,31.247045278549194,LR,0.863,0.429,0.122,0.025,0.19,0.549,0.218,0.621
SDV_GAN,31.247045278549194,DT,0.831,0.37,0.408,0.105,0.388,0.652,0.561,0.425
SDV_GAN,31.247045278549194,RF,0.869,0.5,0.265,0.04,0.347,0.613,0.416,0.52
SDV_GAN,31.247045278549194,LightGBM,0.882,0.586,0.347,0.037,0.436,0.655,0.51,0.463
SDV_GAN,31.247045278549194,Adaboost,0.845,0.345,0.204,0.059,0.256,0.573,0.335,0.564
SDV_GAN,31.247045278549194,GBDT,0.863,0.48,0.49,0.08,0.485,0.705,0.639,0.365
