oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.871,0.571,0.082,0.009,0.143,0.536,0.151,0.649
No,0,KNN,0.831,0.294,0.204,0.074,0.241,0.565,0.334,0.565
No,0,LR,0.874,0.55,0.224,0.028,0.319,0.598,0.365,0.549
No,0,DT,0.831,0.348,0.327,0.093,0.337,0.617,0.48,0.481
No,0,RF,0.893,0.8,0.245,0.009,0.375,0.618,0.393,0.534
No,0,LightGBM,0.893,0.696,0.327,0.022,0.444,0.652,0.49,0.476
No,0,Adaboost,0.871,0.522,0.245,0.034,0.333,0.605,0.391,0.534
No,0,GBDT,0.839,0.366,0.306,0.08,0.333,0.613,0.459,0.494
Random,0.01,SVM,0.732,0.242,0.49,0.231,0.324,0.629,0.598,0.396
Random,0.01,KNN,0.737,0.237,0.449,0.219,0.31,0.615,0.57,0.419
Random,0.01,LR,0.71,0.268,0.694,0.287,0.386,0.703,0.703,0.297
Random,0.01,DT,0.815,0.308,0.327,0.111,0.317,0.608,0.478,0.483
Random,0.01,RF,0.879,0.571,0.327,0.037,0.416,0.645,0.488,0.477
Random,0.01,LightGBM,0.871,0.514,0.367,0.052,0.429,0.657,0.529,0.449
Random,0.01,Adaboost,0.708,0.222,0.49,0.259,0.306,0.615,0.59,0.405
Random,0.01,GBDT,0.828,0.364,0.408,0.108,0.385,0.65,0.56,0.425
SMOTE,0.02,SVM,0.743,0.23,0.408,0.207,0.294,0.601,0.539,0.443
SMOTE,0.02,KNN,0.745,0.283,0.612,0.235,0.387,0.689,0.68,0.32
SMOTE,0.02,LR,0.708,0.254,0.633,0.281,0.363,0.676,0.673,0.327
SMOTE,0.02,DT,0.78,0.28,0.429,0.167,0.339,0.631,0.566,0.421
SMOTE,0.02,RF,0.858,0.466,0.551,0.096,0.505,0.728,0.685,0.325
SMOTE,0.02,LightGBM,0.874,0.524,0.449,0.062,0.484,0.694,0.607,0.392
SMOTE,0.02,Adaboost,0.783,0.284,0.429,0.164,0.341,0.632,0.567,0.42
SMOTE,0.02,GBDT,0.861,0.474,0.551,0.093,0.509,0.729,0.686,0.324
ADASYN,0.02,SVM,0.743,0.247,0.469,0.216,0.324,0.627,0.587,0.405
ADASYN,0.02,KNN,0.732,0.266,0.592,0.247,0.367,0.672,0.663,0.337
ADASYN,0.02,LR,0.692,0.246,0.653,0.302,0.358,0.675,0.675,0.325
ADASYN,0.02,DT,0.775,0.267,0.408,0.17,0.323,0.619,0.547,0.435
ADASYN,0.02,RF,0.863,0.481,0.51,0.083,0.495,0.713,0.656,0.351
ADASYN,0.02,LightGBM,0.882,0.568,0.429,0.049,0.488,0.69,0.591,0.406
ADASYN,0.02,Adaboost,0.804,0.306,0.388,0.133,0.342,0.628,0.536,0.443
ADASYN,0.02,GBDT,0.831,0.379,0.449,0.111,0.411,0.669,0.597,0.397
BorderlineSMOTE,0.02,SVM,0.748,0.247,0.449,0.207,0.319,0.621,0.573,0.416
BorderlineSMOTE,0.02,KNN,0.732,0.248,0.51,0.235,0.333,0.638,0.612,0.384
BorderlineSMOTE,0.02,LR,0.697,0.246,0.633,0.293,0.354,0.67,0.668,0.332
BorderlineSMOTE,0.02,DT,0.775,0.289,0.49,0.182,0.364,0.654,0.613,0.383
BorderlineSMOTE,0.02,RF,0.866,0.49,0.51,0.08,0.5,0.715,0.656,0.351
BorderlineSMOTE,0.02,LightGBM,0.877,0.537,0.449,0.059,0.489,0.695,0.608,0.392
BorderlineSMOTE,0.02,Adaboost,0.786,0.254,0.327,0.145,0.286,0.591,0.473,0.487
BorderlineSMOTE,0.02,GBDT,0.836,0.364,0.327,0.086,0.344,0.62,0.481,0.48
