oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.07,SVM,0.823,0.293,0.245,0.09,0.267,0.578,0.386,0.538
SVMSMOTE,0.07,KNN,0.761,0.262,0.449,0.191,0.331,0.629,0.577,0.412
SVMSMOTE,0.07,LR,0.78,0.31,0.551,0.185,0.397,0.683,0.657,0.343
SVMSMOTE,0.07,DT,0.812,0.328,0.408,0.127,0.364,0.641,0.556,0.428
SVMSMOTE,0.07,RF,0.866,0.488,0.408,0.065,0.444,0.672,0.568,0.421
SVMSMOTE,0.07,LightGBM,0.882,0.576,0.388,0.043,0.463,0.672,0.552,0.434
SVMSMOTE,0.07,Adaboost,0.839,0.404,0.469,0.105,0.434,0.682,0.616,0.382
SVMSMOTE,0.07,GBDT,0.866,0.489,0.469,0.074,0.479,0.698,0.623,0.379
SMOTUNED,67.91,SVM,0.708,0.276,0.755,0.299,0.404,0.728,0.727,0.274
SMOTUNED,45.88,KNN,0.694,0.256,0.694,0.306,0.374,0.694,0.694,0.306
SMOTUNED,1183.06,LR,0.71,0.264,0.673,0.284,0.379,0.695,0.694,0.306
SMOTUNED,58.07,DT,0.727,0.281,0.694,0.269,0.4,0.713,0.712,0.288
SMOTUNED,221.74,RF,0.812,0.387,0.735,0.176,0.507,0.779,0.777,0.225
SMOTUNED,178.78,LightGBM,0.777,0.315,0.592,0.194,0.411,0.699,0.682,0.32
SMOTUNED,372.28,Adaboost,0.729,0.276,0.653,0.259,0.388,0.697,0.694,0.306
SMOTUNED,664.99,GBDT,0.753,0.325,0.816,0.256,0.465,0.78,0.778,0.223
DAZZLE,839.0616509914398,SVM,0.882,0.778,0.143,0.006,0.241,0.568,0.25,0.606
DAZZLE,839.0616509914398,KNN,0.836,0.227,0.102,0.052,0.141,0.525,0.184,0.636
DAZZLE,839.0616509914398,LR,0.871,0.512,0.429,0.062,0.467,0.683,0.588,0.406
DAZZLE,839.0616509914398,DT,0.807,0.317,0.408,0.133,0.357,0.638,0.555,0.429
DAZZLE,839.0616509914398,RF,0.885,0.65,0.265,0.022,0.377,0.622,0.417,0.52
DAZZLE,839.0616509914398,LightGBM,0.89,0.667,0.327,0.025,0.438,0.651,0.489,0.477
DAZZLE,839.0616509914398,Adaboost,0.863,0.458,0.224,0.04,0.301,0.592,0.364,0.549
DAZZLE,839.0616509914398,GBDT,0.855,0.439,0.367,0.071,0.4,0.648,0.527,0.45
WGAN,11.11,SVM,0.858,0.0,0.0,0.012,0.0,0.494,0.0,0.707
WGAN,11.11,KNN,0.67,0.137,0.286,0.272,0.185,0.507,0.41,0.54
WGAN,11.11,LR,0.432,0.167,0.837,0.63,0.279,0.604,0.513,0.46
WGAN,11.11,DT,0.442,0.123,0.531,0.571,0.2,0.48,0.474,0.523
WGAN,11.11,RF,0.142,0.133,1.0,0.988,0.234,0.506,0.024,0.698
WGAN,11.11,LightGBM,0.665,0.183,0.449,0.302,0.26,0.573,0.546,0.444
WGAN,11.11,Adaboost,0.614,0.101,0.245,0.33,0.143,0.457,0.359,0.583
WGAN,11.11,GBDT,0.45,0.172,0.837,0.608,0.286,0.614,0.534,0.445
RP,1.6009724140167236,SVM,0.737,0.237,0.449,0.219,0.31,0.615,0.57,0.419
RP,1.6009724140167236,KNN,0.737,0.267,0.571,0.238,0.364,0.667,0.653,0.347
RP,1.6009724140167236,LR,0.676,0.235,0.653,0.321,0.346,0.666,0.666,0.334
RP,1.6009724140167236,DT,0.769,0.253,0.388,0.173,0.306,0.607,0.528,0.45
RP,1.6009724140167236,RF,0.858,0.467,0.571,0.099,0.514,0.736,0.699,0.311
RP,1.6009724140167236,LightGBM,0.877,0.537,0.449,0.059,0.489,0.695,0.608,0.392
RP,1.6009724140167236,Adaboost,0.815,0.328,0.388,0.12,0.355,0.634,0.538,0.441
RP,1.6009724140167236,GBDT,0.831,0.379,0.449,0.111,0.411,0.669,0.597,0.397
Howso,151.1547372341156,SVM,0.67,0.26,0.816,0.352,0.394,0.732,0.723,0.281
Howso,151.1547372341156,KNN,0.694,0.252,0.673,0.302,0.367,0.686,0.685,0.315
Howso,151.1547372341156,LR,0.633,0.228,0.755,0.386,0.351,0.685,0.677,0.323
Howso,151.1547372341156,DT,0.622,0.201,0.633,0.38,0.305,0.627,0.626,0.374
Howso,151.1547372341156,RF,0.713,0.277,0.735,0.29,0.402,0.722,0.722,0.278
Howso,151.1547372341156,LightGBM,0.71,0.275,0.735,0.293,0.4,0.721,0.72,0.28
Howso,151.1547372341156,Adaboost,0.646,0.218,0.653,0.355,0.327,0.649,0.649,0.351
Howso,151.1547372341156,GBDT,0.724,0.286,0.735,0.278,0.411,0.728,0.728,0.272
DS,0.432096004486084,SVM,0.871,1.0,0.02,0.0,0.04,0.51,0.04,0.693
DS,0.432096004486084,KNN,0.845,0.32,0.163,0.052,0.216,0.555,0.279,0.593
DS,0.432096004486084,LR,0.877,0.588,0.204,0.022,0.303,0.591,0.338,0.563
DS,0.432096004486084,DT,0.81,0.304,0.347,0.12,0.324,0.613,0.498,0.47
DS,0.432096004486084,RF,0.893,0.8,0.245,0.009,0.375,0.618,0.393,0.534
DS,0.432096004486084,LightGBM,0.895,0.708,0.347,0.022,0.466,0.663,0.512,0.462
DS,0.432096004486084,Adaboost,0.853,0.364,0.163,0.043,0.225,0.56,0.279,0.592
DS,0.432096004486084,GBDT,0.861,0.459,0.347,0.062,0.395,0.643,0.507,0.464
SDV_GC,7.423414468765259,SVM,0.879,0.625,0.204,0.019,0.308,0.593,0.338,0.563
SDV_GC,7.423414468765259,KNN,0.853,0.412,0.286,0.062,0.337,0.612,0.438,0.507
SDV_GC,7.423414468765259,LR,0.874,0.556,0.204,0.025,0.299,0.59,0.338,0.563
SDV_GC,7.423414468765259,DT,0.831,0.354,0.347,0.096,0.351,0.626,0.501,0.467
SDV_GC,7.423414468765259,RF,0.882,0.609,0.286,0.028,0.389,0.629,0.442,0.505
SDV_GC,7.423414468765259,LightGBM,0.877,0.556,0.306,0.037,0.395,0.635,0.465,0.491
SDV_GC,7.423414468765259,Adaboost,0.836,0.333,0.245,0.074,0.282,0.585,0.387,0.537
SDV_GC,7.423414468765259,GBDT,0.847,0.395,0.306,0.071,0.345,0.618,0.461,0.493
SDV_GAN,31.047788381576538,SVM,0.869,0.5,0.224,0.034,0.31,0.595,0.364,0.549
SDV_GAN,31.047788381576538,KNN,0.831,0.25,0.143,0.065,0.182,0.539,0.248,0.608
SDV_GAN,31.047788381576538,LR,0.863,0.45,0.184,0.034,0.261,0.575,0.309,0.578
SDV_GAN,31.047788381576538,DT,0.799,0.283,0.347,0.133,0.312,0.607,0.496,0.471
SDV_GAN,31.047788381576538,RF,0.893,0.737,0.286,0.015,0.412,0.635,0.443,0.505
SDV_GAN,31.047788381576538,LightGBM,0.887,0.613,0.388,0.037,0.475,0.675,0.553,0.434
SDV_GAN,31.047788381576538,Adaboost,0.842,0.361,0.265,0.071,0.306,0.597,0.413,0.522
SDV_GAN,31.047788381576538,GBDT,0.842,0.4,0.408,0.093,0.404,0.658,0.563,0.424
