oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.07,SVM,0.456,0.162,0.755,0.59,0.267,0.583,0.532,0.451
WFO,0.07,KNN,0.767,0.25,0.388,0.176,0.304,0.606,0.527,0.45
WFO,0.07,LR,0.418,0.164,0.837,0.645,0.274,0.596,0.498,0.471
WFO,0.07,DT,0.831,0.325,0.265,0.083,0.292,0.591,0.412,0.523
WFO,0.07,RF,0.869,0.5,0.245,0.037,0.329,0.604,0.39,0.535
WFO,0.07,LightGBM,0.871,0.522,0.245,0.034,0.333,0.605,0.391,0.534
WFO,0.07,Adaboost,0.662,0.231,0.673,0.34,0.344,0.667,0.667,0.333
WFO,0.07,GBDT,0.853,0.429,0.367,0.074,0.396,0.647,0.526,0.45
WFO2,0.15,SVM,0.767,0.274,0.469,0.188,0.346,0.641,0.595,0.398
WFO2,0.15,KNN,0.748,0.241,0.429,0.204,0.309,0.612,0.557,0.429
WFO2,0.15,LR,0.727,0.265,0.612,0.256,0.37,0.678,0.672,0.329
WFO2,0.15,DT,0.791,0.27,0.347,0.142,0.304,0.602,0.494,0.473
WFO2,0.15,RF,0.847,0.389,0.286,0.068,0.329,0.609,0.437,0.507
WFO2,0.15,LightGBM,0.863,0.455,0.204,0.037,0.282,0.584,0.337,0.563
WFO2,0.15,Adaboost,0.794,0.25,0.286,0.13,0.267,0.578,0.43,0.513
WFO2,0.15,GBDT,0.869,0.5,0.306,0.046,0.38,0.63,0.463,0.492
