oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
BorderlineSMOTE,0.02,LR,0.729,0.259,0.571,0.247,0.357,0.662,0.65,0.35
BorderlineSMOTE,0.02,DT,0.826,0.352,0.388,0.108,0.369,0.64,0.541,0.44
BorderlineSMOTE,0.02,RF,0.901,0.7,0.429,0.028,0.532,0.7,0.595,0.405
BorderlineSMOTE,0.02,LightGBM,0.898,0.677,0.429,0.031,0.525,0.699,0.594,0.405
BorderlineSMOTE,0.02,Adaboost,0.836,0.375,0.367,0.093,0.371,0.637,0.523,0.452
BorderlineSMOTE,0.02,GBDT,0.866,0.484,0.306,0.049,0.375,0.628,0.463,0.492
SVMSMOTE,0.06,SVM,0.847,0.357,0.204,0.056,0.26,0.574,0.336,0.564
SVMSMOTE,0.06,KNN,0.834,0.39,0.469,0.111,0.426,0.679,0.614,0.383
SVMSMOTE,0.06,LR,0.804,0.293,0.347,0.127,0.318,0.61,0.497,0.47
SVMSMOTE,0.06,DT,0.826,0.371,0.469,0.12,0.414,0.675,0.612,0.385
SVMSMOTE,0.06,RF,0.903,0.724,0.429,0.025,0.538,0.702,0.595,0.404
SVMSMOTE,0.06,LightGBM,0.901,0.731,0.388,0.022,0.507,0.683,0.555,0.433
SVMSMOTE,0.06,Adaboost,0.85,0.419,0.367,0.077,0.391,0.645,0.526,0.451
SVMSMOTE,0.06,GBDT,0.861,0.469,0.469,0.08,0.469,0.695,0.622,0.379
SMOTUNED,69.48,SVM,0.713,0.236,0.531,0.259,0.327,0.636,0.618,0.379
SMOTUNED,46.39,KNN,0.767,0.279,0.49,0.191,0.356,0.649,0.61,0.385
SMOTUNED,1076.3,LR,0.727,0.274,0.653,0.262,0.386,0.695,0.693,0.308
SMOTUNED,56.32,DT,0.697,0.224,0.531,0.278,0.315,0.626,0.612,0.386
SMOTUNED,215.46,RF,0.775,0.303,0.551,0.191,0.391,0.68,0.655,0.345
SMOTUNED,182.82,LightGBM,0.729,0.28,0.673,0.262,0.395,0.706,0.704,0.296
SMOTUNED,372.44,Adaboost,0.729,0.272,0.633,0.256,0.38,0.688,0.684,0.317
SMOTUNED,699.44,GBDT,0.828,0.388,0.531,0.127,0.448,0.702,0.66,0.344
DAZZLE,565.4033136367798,SVM,0.874,1.0,0.041,0.0,0.078,0.52,0.078,0.678
DAZZLE,565.4033136367798,KNN,0.866,0.462,0.122,0.022,0.194,0.55,0.218,0.621
DAZZLE,565.4033136367798,LR,0.853,0.364,0.163,0.043,0.225,0.56,0.279,0.592
DAZZLE,565.4033136367798,DT,0.804,0.26,0.265,0.114,0.263,0.576,0.408,0.526
DAZZLE,565.4033136367798,RF,0.901,0.929,0.265,0.003,0.413,0.631,0.419,0.52
DAZZLE,565.4033136367798,LightGBM,0.895,0.75,0.306,0.015,0.435,0.645,0.467,0.491
DAZZLE,565.4033136367798,Adaboost,0.847,0.333,0.163,0.049,0.219,0.557,0.279,0.593
DAZZLE,565.4033136367798,GBDT,0.855,0.429,0.306,0.062,0.357,0.622,0.462,0.493
WGAN,11.42,SVM,0.845,0.091,0.02,0.031,0.033,0.495,0.04,0.693
WGAN,11.42,KNN,0.432,0.124,0.551,0.586,0.203,0.482,0.473,0.522
WGAN,11.42,LR,0.536,0.17,0.653,0.481,0.27,0.586,0.578,0.42
WGAN,11.42,DT,0.772,0.154,0.163,0.136,0.158,0.514,0.275,0.599
WGAN,11.42,RF,0.158,0.133,0.98,0.966,0.234,0.507,0.066,0.683
WGAN,11.42,LightGBM,0.22,0.129,0.857,0.877,0.224,0.49,0.216,0.628
WGAN,11.42,Adaboost,0.525,0.114,0.388,0.454,0.177,0.467,0.454,0.539
WGAN,11.42,GBDT,0.131,0.131,1.0,1.0,0.232,0.5,0.0,0.707
RP,1.5729236602783203,SVM,0.748,0.282,0.592,0.228,0.382,0.682,0.67,0.331
RP,1.5729236602783203,KNN,0.777,0.298,0.51,0.182,0.376,0.664,0.628,0.369
RP,1.5729236602783203,LR,0.716,0.261,0.633,0.272,0.369,0.681,0.677,0.323
RP,1.5729236602783203,DT,0.761,0.262,0.449,0.191,0.331,0.629,0.577,0.412
RP,1.5729236602783203,RF,0.882,0.561,0.469,0.056,0.511,0.707,0.627,0.377
RP,1.5729236602783203,LightGBM,0.901,0.714,0.408,0.025,0.519,0.692,0.575,0.419
RP,1.5729236602783203,Adaboost,0.815,0.292,0.286,0.105,0.289,0.59,0.433,0.51
RP,1.5729236602783203,GBDT,0.866,0.488,0.408,0.065,0.444,0.672,0.568,0.421
Howso,157.1954801082611,SVM,0.668,0.234,0.673,0.333,0.347,0.67,0.67,0.33
Howso,157.1954801082611,KNN,0.702,0.246,0.612,0.284,0.351,0.664,0.66,0.34
Howso,157.1954801082611,LR,0.681,0.235,0.633,0.312,0.343,0.66,0.659,0.341
Howso,157.1954801082611,DT,0.63,0.189,0.551,0.358,0.281,0.596,0.593,0.406
Howso,157.1954801082611,RF,0.743,0.267,0.551,0.228,0.36,0.661,0.643,0.356
Howso,157.1954801082611,LightGBM,0.743,0.272,0.571,0.231,0.368,0.67,0.655,0.344
Howso,157.1954801082611,Adaboost,0.66,0.217,0.612,0.333,0.321,0.639,0.638,0.362
Howso,157.1954801082611,GBDT,0.727,0.243,0.51,0.241,0.329,0.635,0.61,0.386
DS,0.4411733150482178,SVM,0.869,0.5,0.02,0.003,0.039,0.509,0.04,0.693
DS,0.4411733150482178,KNN,0.855,0.381,0.163,0.04,0.229,0.562,0.279,0.592
DS,0.4411733150482178,LR,0.874,0.6,0.122,0.012,0.203,0.555,0.218,0.621
DS,0.4411733150482178,DT,0.81,0.271,0.265,0.108,0.268,0.579,0.409,0.525
DS,0.4411733150482178,RF,0.898,0.867,0.265,0.006,0.406,0.63,0.419,0.52
DS,0.4411733150482178,LightGBM,0.879,0.611,0.224,0.022,0.328,0.601,0.365,0.549
DS,0.4411733150482178,Adaboost,0.861,0.421,0.163,0.034,0.235,0.565,0.279,0.592
DS,0.4411733150482178,GBDT,0.858,0.429,0.245,0.049,0.312,0.598,0.389,0.535
SDV_GC,7.860111236572266,SVM,0.877,0.636,0.143,0.012,0.233,0.565,0.25,0.606
SDV_GC,7.860111236572266,KNN,0.855,0.381,0.163,0.04,0.229,0.562,0.279,0.592
SDV_GC,7.860111236572266,LR,0.871,0.556,0.102,0.012,0.172,0.545,0.185,0.635
SDV_GC,7.860111236572266,DT,0.804,0.286,0.327,0.123,0.305,0.602,0.476,0.484
SDV_GC,7.860111236572266,RF,0.885,0.714,0.204,0.012,0.317,0.596,0.338,0.563
SDV_GC,7.860111236572266,LightGBM,0.887,0.667,0.286,0.022,0.4,0.632,0.442,0.505
SDV_GC,7.860111236572266,Adaboost,0.863,0.444,0.163,0.031,0.239,0.566,0.279,0.592
SDV_GC,7.860111236572266,GBDT,0.836,0.364,0.327,0.086,0.344,0.62,0.481,0.48
SDV_GAN,32.45350933074951,SVM,0.869,0.5,0.102,0.015,0.169,0.543,0.185,0.635
SDV_GAN,32.45350933074951,KNN,0.855,0.4,0.204,0.046,0.27,0.579,0.336,0.564
SDV_GAN,32.45350933074951,LR,0.874,0.6,0.122,0.012,0.203,0.555,0.218,0.621
SDV_GAN,32.45350933074951,DT,0.799,0.25,0.265,0.12,0.257,0.572,0.408,0.526
SDV_GAN,32.45350933074951,RF,0.893,0.765,0.265,0.012,0.394,0.626,0.418,0.52
SDV_GAN,32.45350933074951,LightGBM,0.89,0.722,0.265,0.015,0.388,0.625,0.418,0.52
SDV_GAN,32.45350933074951,Adaboost,0.853,0.364,0.163,0.043,0.225,0.56,0.279,0.592
SDV_GAN,32.45350933074951,GBDT,0.866,0.481,0.265,0.043,0.342,0.611,0.415,0.52
