oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.07,SVM,0.485,0.19,0.898,0.577,0.314,0.66,0.575,0.414
WFO,0.07,KNN,0.769,0.282,0.49,0.188,0.358,0.651,0.611,0.385
WFO,0.07,LR,0.399,0.172,0.939,0.682,0.291,0.628,0.475,0.484
WFO,0.07,DT,0.831,0.365,0.388,0.102,0.376,0.643,0.542,0.439
WFO,0.07,RF,0.866,0.484,0.306,0.049,0.375,0.628,0.463,0.492
WFO,0.07,LightGBM,0.863,0.476,0.408,0.068,0.44,0.67,0.568,0.421
WFO,0.07,Adaboost,0.654,0.214,0.612,0.34,0.317,0.636,0.635,0.364
WFO,0.07,GBDT,0.836,0.403,0.51,0.114,0.45,0.698,0.647,0.356
WFO2,0.15,SVM,0.786,0.326,0.592,0.185,0.42,0.703,0.686,0.317
WFO2,0.15,KNN,0.753,0.278,0.551,0.216,0.37,0.667,0.647,0.352
WFO2,0.15,LR,0.732,0.282,0.673,0.259,0.398,0.707,0.706,0.295
WFO2,0.15,DT,0.826,0.386,0.551,0.133,0.454,0.709,0.674,0.331
WFO2,0.15,RF,0.861,0.465,0.408,0.071,0.435,0.669,0.567,0.421
WFO2,0.15,LightGBM,0.871,0.513,0.408,0.059,0.455,0.675,0.569,0.421
WFO2,0.15,Adaboost,0.853,0.432,0.388,0.077,0.409,0.655,0.546,0.436
WFO2,0.15,GBDT,0.828,0.377,0.469,0.117,0.418,0.676,0.613,0.384
