oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.86,0.5,0.024,0.004,0.045,0.51,0.047,0.69
No,0,KNN,0.853,0.458,0.262,0.05,0.333,0.606,0.411,0.523
No,0,LR,0.873,0.7,0.167,0.012,0.269,0.578,0.285,0.589
No,0,DT,0.793,0.273,0.286,0.124,0.279,0.581,0.431,0.513
No,0,RF,0.857,0.429,0.071,0.016,0.122,0.528,0.133,0.657
No,0,LightGBM,0.85,0.4,0.143,0.035,0.211,0.554,0.249,0.607
No,0,Adaboost,0.86,0.5,0.262,0.043,0.344,0.61,0.411,0.523
No,0,GBDT,0.833,0.346,0.214,0.066,0.265,0.574,0.349,0.558
Random,0.01,SVM,0.797,0.344,0.5,0.155,0.408,0.672,0.628,0.37
Random,0.01,KNN,0.763,0.277,0.429,0.182,0.336,0.623,0.562,0.424
Random,0.01,LR,0.737,0.287,0.595,0.24,0.388,0.677,0.667,0.333
Random,0.01,DT,0.8,0.275,0.262,0.112,0.268,0.575,0.404,0.528
Random,0.01,RF,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
Random,0.01,LightGBM,0.843,0.407,0.262,0.062,0.319,0.6,0.409,0.524
Random,0.01,Adaboost,0.79,0.348,0.571,0.174,0.432,0.699,0.675,0.327
Random,0.01,GBDT,0.833,0.382,0.31,0.081,0.342,0.614,0.463,0.492
SMOTE,0.01,SVM,0.78,0.3,0.429,0.163,0.353,0.633,0.567,0.42
SMOTE,0.01,KNN,0.753,0.289,0.524,0.209,0.373,0.657,0.63,0.368
SMOTE,0.01,LR,0.73,0.253,0.476,0.229,0.331,0.624,0.589,0.404
SMOTE,0.01,DT,0.8,0.333,0.429,0.14,0.375,0.645,0.572,0.416
SMOTE,0.01,RF,0.843,0.414,0.286,0.066,0.338,0.61,0.438,0.507
SMOTE,0.01,LightGBM,0.857,0.481,0.31,0.054,0.377,0.628,0.466,0.49
SMOTE,0.01,Adaboost,0.823,0.383,0.429,0.112,0.404,0.658,0.578,0.412
SMOTE,0.01,GBDT,0.843,0.419,0.31,0.07,0.356,0.62,0.464,0.491
ADASYN,0.01,SVM,0.77,0.286,0.429,0.174,0.343,0.627,0.564,0.422
ADASYN,0.01,KNN,0.763,0.307,0.548,0.202,0.393,0.673,0.65,0.35
ADASYN,0.01,LR,0.713,0.256,0.548,0.26,0.348,0.644,0.63,0.369
ADASYN,0.01,DT,0.81,0.353,0.429,0.128,0.387,0.65,0.575,0.414
ADASYN,0.01,RF,0.84,0.412,0.333,0.078,0.368,0.628,0.49,0.475
ADASYN,0.01,LightGBM,0.853,0.458,0.262,0.05,0.333,0.606,0.411,0.523
ADASYN,0.01,Adaboost,0.847,0.458,0.524,0.101,0.489,0.712,0.662,0.344
ADASYN,0.01,GBDT,0.817,0.349,0.357,0.109,0.353,0.624,0.51,0.461
BorderlineSMOTE,0.01,SVM,0.803,0.345,0.452,0.14,0.392,0.656,0.593,0.4
BorderlineSMOTE,0.01,KNN,0.763,0.307,0.548,0.202,0.393,0.673,0.65,0.35
BorderlineSMOTE,0.01,LR,0.723,0.253,0.5,0.24,0.336,0.63,0.603,0.392
