oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.853,0.0,0.0,0.008,0.0,0.496,0.0,0.707
No,0,KNN,0.86,0.5,0.238,0.039,0.323,0.6,0.382,0.539
No,0,LR,0.873,0.625,0.238,0.023,0.345,0.607,0.383,0.539
No,0,DT,0.8,0.312,0.357,0.128,0.333,0.615,0.507,0.463
No,0,RF,0.87,0.636,0.167,0.016,0.264,0.576,0.285,0.589
No,0,LightGBM,0.863,0.526,0.238,0.035,0.328,0.602,0.382,0.539
No,0,Adaboost,0.857,0.478,0.262,0.047,0.338,0.608,0.411,0.523
No,0,GBDT,0.807,0.25,0.19,0.093,0.216,0.549,0.315,0.576
Random,0.01,SVM,0.77,0.32,0.571,0.198,0.41,0.687,0.667,0.334
Random,0.01,KNN,0.777,0.308,0.476,0.174,0.374,0.651,0.604,0.39
Random,0.01,LR,0.723,0.275,0.595,0.256,0.376,0.67,0.661,0.339
Random,0.01,DT,0.803,0.302,0.31,0.116,0.306,0.597,0.458,0.495
Random,0.01,RF,0.867,0.536,0.357,0.05,0.429,0.653,0.519,0.456
Random,0.01,LightGBM,0.857,0.484,0.357,0.062,0.411,0.648,0.517,0.457
Random,0.01,Adaboost,0.773,0.297,0.452,0.174,0.358,0.639,0.584,0.406
Random,0.01,GBDT,0.843,0.429,0.357,0.078,0.39,0.64,0.515,0.458
SMOTE,0.01,SVM,0.75,0.254,0.405,0.194,0.312,0.605,0.539,0.443
SMOTE,0.01,KNN,0.74,0.275,0.524,0.225,0.361,0.65,0.625,0.372
SMOTE,0.01,LR,0.72,0.272,0.595,0.26,0.373,0.668,0.66,0.34
SMOTE,0.01,DT,0.76,0.258,0.381,0.178,0.308,0.601,0.521,0.456
SMOTE,0.01,RF,0.853,0.472,0.405,0.074,0.436,0.666,0.563,0.424
SMOTE,0.01,LightGBM,0.87,0.552,0.381,0.05,0.451,0.665,0.544,0.439
SMOTE,0.01,Adaboost,0.797,0.306,0.357,0.132,0.33,0.613,0.506,0.464
SMOTE,0.01,GBDT,0.803,0.302,0.31,0.116,0.306,0.597,0.458,0.495
ADASYN,0.02,SVM,0.757,0.269,0.429,0.19,0.33,0.619,0.561,0.426
ADASYN,0.02,KNN,0.73,0.276,0.571,0.244,0.372,0.664,0.651,0.349
ADASYN,0.02,LR,0.72,0.286,0.667,0.271,0.4,0.698,0.696,0.304
ADASYN,0.02,DT,0.76,0.266,0.405,0.182,0.321,0.611,0.542,0.44
ADASYN,0.02,RF,0.847,0.444,0.381,0.078,0.41,0.652,0.539,0.441
ADASYN,0.02,LightGBM,0.86,0.5,0.381,0.062,0.432,0.659,0.542,0.44
ADASYN,0.02,Adaboost,0.84,0.438,0.5,0.105,0.467,0.698,0.642,0.361
ADASYN,0.02,GBDT,0.837,0.41,0.381,0.089,0.395,0.646,0.537,0.442
BorderlineSMOTE,0.01,SVM,0.757,0.262,0.405,0.186,0.318,0.609,0.541,0.441
BorderlineSMOTE,0.01,KNN,0.75,0.291,0.548,0.217,0.38,0.665,0.644,0.355
BorderlineSMOTE,0.01,LR,0.747,0.288,0.548,0.221,0.377,0.663,0.643,0.356
BorderlineSMOTE,0.01,DT,0.78,0.312,0.476,0.171,0.377,0.653,0.605,0.39
BorderlineSMOTE,0.01,RF,0.85,0.459,0.405,0.078,0.43,0.664,0.563,0.424
BorderlineSMOTE,0.01,LightGBM,0.853,0.469,0.357,0.066,0.405,0.646,0.517,0.457
BorderlineSMOTE,0.01,Adaboost,0.83,0.415,0.524,0.12,0.463,0.702,0.657,0.347
BorderlineSMOTE,0.01,GBDT,0.833,0.395,0.357,0.089,0.375,0.634,0.513,0.459
SVMSMOTE,0.05,SVM,0.863,0.519,0.333,0.05,0.406,0.641,0.493,0.473
SVMSMOTE,0.05,KNN,0.797,0.314,0.381,0.136,0.344,0.623,0.529,0.448
SVMSMOTE,0.05,LR,0.84,0.425,0.405,0.089,0.415,0.658,0.56,0.426
SVMSMOTE,0.05,DT,0.773,0.283,0.405,0.167,0.333,0.619,0.545,0.437
SVMSMOTE,0.05,RF,0.863,0.519,0.333,0.05,0.406,0.641,0.493,0.473
SVMSMOTE,0.05,LightGBM,0.857,0.484,0.357,0.062,0.411,0.648,0.517,0.457
SVMSMOTE,0.05,Adaboost,0.83,0.395,0.405,0.101,0.4,0.652,0.558,0.427
SVMSMOTE,0.05,GBDT,0.82,0.375,0.429,0.116,0.4,0.656,0.577,0.412
SMOTUNED,56.03,SVM,0.703,0.258,0.595,0.279,0.36,0.658,0.652,0.348
SMOTUNED,40.63,KNN,0.687,0.255,0.643,0.306,0.365,0.668,0.667,0.333
SMOTUNED,1069.73,LR,0.7,0.245,0.548,0.275,0.338,0.636,0.624,0.374
SMOTUNED,56.35,DT,0.693,0.269,0.69,0.306,0.387,0.692,0.692,0.308
SMOTUNED,220.55,RF,0.78,0.333,0.571,0.186,0.421,0.693,0.671,0.33
SMOTUNED,164.59,LightGBM,0.693,0.24,0.548,0.283,0.333,0.632,0.621,0.377
SMOTUNED,414.66,Adaboost,0.73,0.281,0.595,0.248,0.382,0.674,0.664,0.336
SMOTUNED,803.73,GBDT,0.743,0.284,0.548,0.225,0.374,0.661,0.642,0.357
DAZZLE,434.6095759868622,SVM,0.823,0.366,0.357,0.101,0.361,0.628,0.511,0.46
DAZZLE,434.6095759868622,KNN,0.843,0.381,0.19,0.05,0.254,0.57,0.317,0.574
DAZZLE,434.6095759868622,LR,0.763,0.284,0.452,0.186,0.349,0.633,0.582,0.409
DAZZLE,434.6095759868622,DT,0.77,0.255,0.333,0.159,0.289,0.587,0.477,0.485
DAZZLE,434.6095759868622,RF,0.863,0.533,0.19,0.027,0.281,0.582,0.319,0.573
DAZZLE,434.6095759868622,LightGBM,0.857,0.476,0.238,0.043,0.317,0.598,0.381,0.54
DAZZLE,434.6095759868622,Adaboost,0.85,0.44,0.262,0.054,0.328,0.604,0.41,0.523
DAZZLE,434.6095759868622,GBDT,0.843,0.424,0.333,0.074,0.373,0.63,0.49,0.474
WGAN,10.02,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,10.02,KNN,0.477,0.147,0.571,0.539,0.234,0.516,0.51,0.487
WGAN,10.02,LR,0.21,0.143,0.929,0.907,0.248,0.511,0.169,0.643
WGAN,10.02,DT,0.76,0.083,0.071,0.128,0.077,0.472,0.132,0.663
WGAN,10.02,RF,0.163,0.141,0.976,0.969,0.246,0.504,0.06,0.685
WGAN,10.02,LightGBM,0.177,0.14,0.952,0.95,0.245,0.501,0.096,0.672
WGAN,10.02,Adaboost,0.74,0.05,0.048,0.147,0.049,0.45,0.09,0.681
WGAN,10.02,GBDT,0.16,0.128,0.857,0.953,0.222,0.452,0.088,0.682
RP,1.2890222072601318,SVM,0.743,0.26,0.452,0.209,0.33,0.622,0.576,0.415
RP,1.2890222072601318,KNN,0.74,0.28,0.548,0.229,0.371,0.659,0.64,0.358
RP,1.2890222072601318,LR,0.713,0.266,0.595,0.267,0.368,0.664,0.657,0.343
RP,1.2890222072601318,DT,0.76,0.266,0.405,0.182,0.321,0.611,0.542,0.44
RP,1.2890222072601318,RF,0.84,0.429,0.429,0.093,0.429,0.668,0.582,0.409
RP,1.2890222072601318,LightGBM,0.85,0.455,0.357,0.07,0.4,0.644,0.516,0.457
RP,1.2890222072601318,Adaboost,0.81,0.34,0.381,0.12,0.36,0.63,0.532,0.446
RP,1.2890222072601318,GBDT,0.827,0.381,0.381,0.101,0.381,0.64,0.535,0.443
Howso,117.8485119342804,SVM,0.693,0.269,0.69,0.306,0.387,0.692,0.692,0.308
Howso,117.8485119342804,KNN,0.713,0.256,0.548,0.26,0.348,0.644,0.63,0.369
Howso,117.8485119342804,LR,0.683,0.248,0.619,0.306,0.354,0.656,0.654,0.346
Howso,117.8485119342804,DT,0.653,0.237,0.667,0.349,0.35,0.659,0.659,0.341
Howso,117.8485119342804,RF,0.71,0.268,0.619,0.275,0.374,0.672,0.668,0.332
Howso,117.8485119342804,LightGBM,0.71,0.263,0.595,0.271,0.365,0.662,0.655,0.345
Howso,117.8485119342804,Adaboost,0.697,0.253,0.595,0.287,0.355,0.654,0.649,0.351
Howso,117.8485119342804,GBDT,0.703,0.267,0.643,0.287,0.378,0.678,0.676,0.324
DS,0.40111875534057617,SVM,0.867,1.0,0.048,0.0,0.091,0.524,0.091,0.673
DS,0.40111875534057617,KNN,0.843,0.381,0.19,0.05,0.254,0.57,0.317,0.574
DS,0.40111875534057617,LR,0.873,0.643,0.214,0.019,0.321,0.597,0.352,0.556
DS,0.40111875534057617,DT,0.803,0.302,0.31,0.116,0.306,0.597,0.458,0.495
