oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
DS,0.40111875534057617,RF,0.847,0.333,0.095,0.031,0.148,0.532,0.173,0.64
DS,0.40111875534057617,LightGBM,0.857,0.478,0.262,0.047,0.338,0.608,0.411,0.523
DS,0.40111875534057617,Adaboost,0.833,0.367,0.262,0.074,0.306,0.594,0.408,0.525
DS,0.40111875534057617,GBDT,0.83,0.364,0.286,0.081,0.32,0.602,0.436,0.508
SDV_GC,7.339780807495117,SVM,0.857,0.444,0.095,0.019,0.157,0.538,0.174,0.64
SDV_GC,7.339780807495117,KNN,0.847,0.417,0.238,0.054,0.303,0.592,0.38,0.54
SDV_GC,7.339780807495117,LR,0.867,0.55,0.262,0.035,0.355,0.614,0.412,0.522
SDV_GC,7.339780807495117,DT,0.76,0.222,0.286,0.163,0.25,0.561,0.426,0.518
SDV_GC,7.339780807495117,RF,0.867,0.583,0.167,0.019,0.259,0.574,0.285,0.589
SDV_GC,7.339780807495117,LightGBM,0.87,0.565,0.31,0.039,0.4,0.635,0.468,0.489
SDV_GC,7.339780807495117,Adaboost,0.847,0.429,0.286,0.062,0.343,0.612,0.438,0.507
SDV_GC,7.339780807495117,GBDT,0.843,0.424,0.333,0.074,0.373,0.63,0.49,0.474
SDV_GAN,30.96880292892456,SVM,0.853,0.4,0.095,0.023,0.154,0.536,0.174,0.64
SDV_GAN,30.96880292892456,KNN,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
SDV_GAN,30.96880292892456,LR,0.88,0.688,0.262,0.019,0.379,0.621,0.413,0.522
SDV_GAN,30.96880292892456,DT,0.793,0.3,0.357,0.136,0.326,0.611,0.505,0.465
SDV_GAN,30.96880292892456,RF,0.863,0.538,0.167,0.023,0.255,0.572,0.285,0.589
SDV_GAN,30.96880292892456,LightGBM,0.863,0.526,0.238,0.035,0.328,0.602,0.382,0.539
SDV_GAN,30.96880292892456,Adaboost,0.843,0.4,0.238,0.058,0.299,0.59,0.38,0.54
SDV_GAN,30.96880292892456,GBDT,0.853,0.469,0.357,0.066,0.405,0.646,0.517,0.457
