oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.06,SVM,0.597,0.22,0.738,0.426,0.339,0.656,0.646,0.354
WFO,0.06,KNN,0.757,0.299,0.548,0.209,0.387,0.669,0.647,0.352
WFO,0.06,LR,0.497,0.209,0.929,0.574,0.341,0.677,0.584,0.409
WFO,0.06,DT,0.81,0.347,0.405,0.124,0.374,0.64,0.554,0.43
WFO,0.06,RF,0.837,0.387,0.286,0.074,0.329,0.606,0.437,0.508
WFO,0.06,LightGBM,0.83,0.364,0.286,0.081,0.32,0.602,0.436,0.508
WFO,0.06,Adaboost,0.67,0.234,0.595,0.318,0.336,0.639,0.636,0.364
WFO,0.06,GBDT,0.793,0.3,0.357,0.136,0.326,0.611,0.505,0.465
WFO2,0.12,SVM,0.743,0.273,0.5,0.217,0.353,0.641,0.61,0.385
WFO2,0.12,KNN,0.733,0.302,0.69,0.26,0.42,0.715,0.715,0.286
WFO2,0.12,LR,0.717,0.274,0.619,0.267,0.38,0.676,0.671,0.329
WFO2,0.12,DT,0.797,0.321,0.405,0.14,0.358,0.633,0.551,0.432
WFO2,0.12,RF,0.817,0.324,0.286,0.097,0.304,0.594,0.434,0.51
WFO2,0.12,LightGBM,0.823,0.323,0.238,0.081,0.274,0.578,0.378,0.542
WFO2,0.12,Adaboost,0.797,0.279,0.286,0.12,0.282,0.583,0.431,0.512
WFO2,0.12,GBDT,0.81,0.317,0.31,0.109,0.313,0.6,0.46,0.494
