oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.06,SVM,0.577,0.222,0.81,0.461,0.349,0.674,0.647,0.353
WFO,0.06,KNN,0.8,0.364,0.571,0.163,0.444,0.704,0.679,0.324
WFO,0.06,LR,0.487,0.196,0.857,0.574,0.319,0.642,0.569,0.418
WFO,0.06,DT,0.79,0.277,0.31,0.132,0.292,0.589,0.456,0.497
WFO,0.06,RF,0.88,0.625,0.357,0.035,0.455,0.661,0.521,0.455
WFO,0.06,LightGBM,0.837,0.405,0.357,0.085,0.38,0.636,0.514,0.459
WFO,0.06,Adaboost,0.687,0.276,0.762,0.326,0.405,0.718,0.715,0.285
WFO,0.06,GBDT,0.807,0.34,0.405,0.128,0.37,0.638,0.553,0.431
WFO2,0.12,SVM,0.777,0.333,0.595,0.194,0.427,0.701,0.685,0.317
WFO2,0.12,KNN,0.777,0.342,0.643,0.202,0.446,0.721,0.712,0.29
WFO2,0.12,LR,0.743,0.316,0.714,0.252,0.438,0.731,0.731,0.269
WFO2,0.12,DT,0.787,0.317,0.452,0.159,0.373,0.647,0.588,0.403
WFO2,0.12,RF,0.873,0.571,0.381,0.047,0.457,0.667,0.544,0.439
WFO2,0.12,LightGBM,0.863,0.524,0.262,0.039,0.349,0.612,0.412,0.523
WFO2,0.12,Adaboost,0.807,0.357,0.476,0.14,0.408,0.668,0.613,0.383
WFO2,0.12,GBDT,0.82,0.35,0.333,0.101,0.341,0.616,0.486,0.477
