oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.853,0.0,0.0,0.008,0.0,0.496,0.0,0.707
No,0,KNN,0.863,0.529,0.214,0.031,0.305,0.592,0.351,0.556
No,0,LR,0.87,0.636,0.167,0.016,0.264,0.576,0.285,0.589
No,0,DT,0.78,0.227,0.238,0.132,0.233,0.553,0.374,0.547
No,0,RF,0.857,0.455,0.119,0.023,0.189,0.548,0.212,0.623
No,0,LightGBM,0.853,0.429,0.143,0.031,0.214,0.556,0.249,0.606
No,0,Adaboost,0.857,0.478,0.262,0.047,0.338,0.608,0.411,0.523
No,0,GBDT,0.837,0.333,0.167,0.054,0.222,0.556,0.283,0.591
Random,0.01,SVM,0.767,0.281,0.429,0.178,0.34,0.625,0.563,0.423
Random,0.01,KNN,0.78,0.306,0.452,0.167,0.365,0.643,0.586,0.405
Random,0.01,LR,0.74,0.263,0.476,0.217,0.339,0.63,0.592,0.401
Random,0.01,DT,0.807,0.289,0.262,0.105,0.275,0.579,0.405,0.527
Random,0.01,RF,0.87,0.6,0.214,0.023,0.316,0.596,0.351,0.556
Random,0.01,LightGBM,0.88,0.667,0.286,0.023,0.4,0.631,0.442,0.505
Random,0.01,Adaboost,0.81,0.358,0.452,0.132,0.4,0.66,0.595,0.398
Random,0.01,GBDT,0.863,0.515,0.405,0.062,0.453,0.671,0.565,0.423
SMOTE,0.01,SVM,0.777,0.281,0.381,0.159,0.323,0.611,0.524,0.452
SMOTE,0.01,KNN,0.733,0.256,0.476,0.225,0.333,0.626,0.59,0.403
SMOTE,0.01,LR,0.737,0.277,0.548,0.233,0.368,0.658,0.639,0.36
SMOTE,0.01,DT,0.773,0.283,0.405,0.167,0.333,0.619,0.545,0.437
SMOTE,0.01,RF,0.873,0.583,0.333,0.039,0.424,0.647,0.495,0.472
SMOTE,0.01,LightGBM,0.853,0.467,0.333,0.062,0.389,0.636,0.492,0.473
SMOTE,0.01,Adaboost,0.803,0.319,0.357,0.124,0.337,0.617,0.507,0.463
SMOTE,0.01,GBDT,0.823,0.333,0.262,0.085,0.293,0.588,0.407,0.525
ADASYN,0.01,SVM,0.747,0.242,0.381,0.194,0.296,0.594,0.517,0.459
ADASYN,0.01,KNN,0.73,0.259,0.5,0.233,0.341,0.634,0.606,0.39
ADASYN,0.01,LR,0.723,0.264,0.548,0.248,0.357,0.65,0.634,0.365
ADASYN,0.01,DT,0.8,0.327,0.405,0.136,0.362,0.635,0.551,0.432
ADASYN,0.01,RF,0.867,0.538,0.333,0.047,0.412,0.643,0.494,0.473
ADASYN,0.01,LightGBM,0.863,0.524,0.262,0.039,0.349,0.612,0.412,0.523
ADASYN,0.01,Adaboost,0.83,0.4,0.429,0.105,0.414,0.662,0.58,0.411
ADASYN,0.01,GBDT,0.85,0.444,0.286,0.058,0.348,0.614,0.438,0.507
BorderlineSMOTE,0.01,SVM,0.79,0.286,0.333,0.136,0.308,0.599,0.481,0.481
BorderlineSMOTE,0.01,KNN,0.753,0.258,0.405,0.19,0.315,0.607,0.54,0.442
BorderlineSMOTE,0.01,LR,0.737,0.239,0.405,0.209,0.301,0.598,0.535,0.446
BorderlineSMOTE,0.01,DT,0.81,0.326,0.333,0.112,0.329,0.61,0.485,0.478
BorderlineSMOTE,0.01,RF,0.873,0.583,0.333,0.039,0.424,0.647,0.495,0.472
BorderlineSMOTE,0.01,LightGBM,0.857,0.481,0.31,0.054,0.377,0.628,0.466,0.49
BorderlineSMOTE,0.01,Adaboost,0.843,0.432,0.381,0.081,0.405,0.65,0.539,0.442
BorderlineSMOTE,0.01,GBDT,0.837,0.394,0.31,0.078,0.347,0.616,0.464,0.491
SVMSMOTE,0.05,SVM,0.863,0.517,0.357,0.054,0.423,0.651,0.518,0.456
SVMSMOTE,0.05,KNN,0.77,0.255,0.333,0.159,0.289,0.587,0.477,0.485
SVMSMOTE,0.05,LR,0.817,0.349,0.357,0.109,0.353,0.624,0.51,0.461
SVMSMOTE,0.05,DT,0.797,0.268,0.262,0.116,0.265,0.573,0.404,0.528
SVMSMOTE,0.05,RF,0.853,0.458,0.262,0.05,0.333,0.606,0.411,0.523
