oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.06,SVM,0.61,0.23,0.762,0.415,0.354,0.674,0.662,0.338
WFO,0.06,KNN,0.773,0.259,0.333,0.155,0.292,0.589,0.478,0.484
WFO,0.06,LR,0.507,0.206,0.881,0.554,0.333,0.663,0.592,0.401
WFO,0.06,DT,0.803,0.257,0.214,0.101,0.234,0.557,0.346,0.56
WFO,0.06,RF,0.867,0.538,0.333,0.047,0.412,0.643,0.494,0.473
WFO,0.06,LightGBM,0.847,0.429,0.286,0.062,0.343,0.612,0.438,0.507
WFO,0.06,Adaboost,0.727,0.267,0.548,0.244,0.359,0.652,0.635,0.364
WFO,0.06,GBDT,0.833,0.417,0.476,0.109,0.444,0.684,0.621,0.378
WFO2,0.13,SVM,0.777,0.281,0.381,0.159,0.323,0.611,0.524,0.452
WFO2,0.13,KNN,0.73,0.247,0.452,0.225,0.319,0.614,0.571,0.419
WFO2,0.13,LR,0.723,0.284,0.643,0.264,0.394,0.69,0.686,0.314
WFO2,0.13,DT,0.747,0.234,0.357,0.19,0.283,0.584,0.496,0.474
WFO2,0.13,RF,0.843,0.414,0.286,0.066,0.338,0.61,0.438,0.507
WFO2,0.13,LightGBM,0.86,0.5,0.262,0.043,0.344,0.61,0.411,0.523
WFO2,0.13,Adaboost,0.853,0.479,0.548,0.097,0.511,0.725,0.682,0.327
WFO2,0.13,GBDT,0.867,0.542,0.31,0.043,0.394,0.633,0.468,0.489
