oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.857,0.0,0.0,0.004,0.0,0.498,0.0,0.707
No,0,KNN,0.863,0.533,0.19,0.027,0.281,0.582,0.319,0.573
No,0,LR,0.85,0.4,0.143,0.035,0.211,0.554,0.249,0.607
No,0,DT,0.79,0.231,0.214,0.116,0.222,0.549,0.345,0.562
No,0,RF,0.87,0.667,0.143,0.012,0.235,0.566,0.25,0.606
No,0,LightGBM,0.843,0.333,0.119,0.039,0.175,0.54,0.212,0.624
No,0,Adaboost,0.83,0.263,0.119,0.054,0.164,0.532,0.211,0.624
No,0,GBDT,0.843,0.4,0.238,0.058,0.299,0.59,0.38,0.54
Random,0.01,SVM,0.757,0.269,0.429,0.19,0.33,0.619,0.561,0.426
Random,0.01,KNN,0.817,0.386,0.524,0.136,0.444,0.694,0.652,0.35
Random,0.01,LR,0.743,0.267,0.476,0.213,0.342,0.632,0.593,0.4
Random,0.01,DT,0.81,0.317,0.31,0.109,0.313,0.6,0.46,0.494
Random,0.01,RF,0.863,0.533,0.19,0.027,0.281,0.582,0.319,0.573
Random,0.01,LightGBM,0.837,0.36,0.214,0.062,0.269,0.576,0.349,0.557
Random,0.01,Adaboost,0.79,0.286,0.333,0.136,0.308,0.599,0.481,0.481
Random,0.01,GBDT,0.823,0.31,0.214,0.078,0.254,0.568,0.348,0.558
SMOTE,0.01,SVM,0.76,0.25,0.357,0.174,0.294,0.591,0.499,0.471
SMOTE,0.01,KNN,0.79,0.352,0.595,0.178,0.442,0.708,0.69,0.313
SMOTE,0.01,LR,0.753,0.284,0.5,0.205,0.362,0.647,0.614,0.382
SMOTE,0.01,DT,0.757,0.218,0.286,0.167,0.247,0.56,0.426,0.519
SMOTE,0.01,RF,0.837,0.36,0.214,0.062,0.269,0.576,0.349,0.557
SMOTE,0.01,LightGBM,0.843,0.381,0.19,0.05,0.254,0.57,0.317,0.574
SMOTE,0.01,Adaboost,0.807,0.278,0.238,0.101,0.256,0.569,0.377,0.543
SMOTE,0.01,GBDT,0.837,0.37,0.238,0.066,0.29,0.586,0.379,0.541
ADASYN,0.01,SVM,0.77,0.263,0.357,0.163,0.303,0.597,0.501,0.469
ADASYN,0.01,KNN,0.787,0.351,0.619,0.186,0.448,0.717,0.703,0.3
ADASYN,0.01,LR,0.723,0.247,0.476,0.236,0.325,0.62,0.587,0.406
ADASYN,0.01,DT,0.77,0.292,0.452,0.178,0.355,0.637,0.584,0.407
ADASYN,0.01,RF,0.837,0.37,0.238,0.066,0.29,0.586,0.379,0.541
ADASYN,0.01,LightGBM,0.847,0.423,0.262,0.058,0.324,0.602,0.41,0.524
ADASYN,0.01,Adaboost,0.81,0.297,0.262,0.101,0.278,0.581,0.406,0.527
ADASYN,0.01,GBDT,0.827,0.344,0.262,0.081,0.297,0.59,0.408,0.525
BorderlineSMOTE,0.02,SVM,0.773,0.25,0.31,0.151,0.277,0.579,0.454,0.5
BorderlineSMOTE,0.02,KNN,0.8,0.368,0.595,0.167,0.455,0.714,0.694,0.31
BorderlineSMOTE,0.02,LR,0.74,0.25,0.429,0.209,0.316,0.61,0.556,0.43
BorderlineSMOTE,0.02,DT,0.783,0.265,0.31,0.14,0.286,0.585,0.455,0.498
BorderlineSMOTE,0.02,RF,0.843,0.407,0.262,0.062,0.319,0.6,0.409,0.524
BorderlineSMOTE,0.02,LightGBM,0.843,0.4,0.238,0.058,0.299,0.59,0.38,0.54
BorderlineSMOTE,0.02,Adaboost,0.827,0.344,0.262,0.081,0.297,0.59,0.408,0.525
BorderlineSMOTE,0.02,GBDT,0.857,0.485,0.381,0.066,0.427,0.658,0.541,0.44
