oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.05,KNN,0.81,0.297,0.262,0.101,0.278,0.581,0.406,0.527
SVMSMOTE,0.05,LR,0.84,0.406,0.31,0.074,0.351,0.618,0.464,0.491
SVMSMOTE,0.05,DT,0.753,0.167,0.19,0.155,0.178,0.518,0.311,0.583
SVMSMOTE,0.05,RF,0.85,0.421,0.19,0.043,0.262,0.574,0.318,0.573
SVMSMOTE,0.05,LightGBM,0.877,0.667,0.238,0.019,0.351,0.609,0.383,0.539
SVMSMOTE,0.05,Adaboost,0.84,0.4,0.286,0.07,0.333,0.608,0.437,0.507
SVMSMOTE,0.05,GBDT,0.793,0.206,0.167,0.105,0.184,0.531,0.281,0.594
SMOTUNED,58.85,SVM,0.743,0.273,0.5,0.217,0.353,0.641,0.61,0.385
SMOTUNED,38.7,KNN,0.713,0.225,0.429,0.24,0.295,0.594,0.548,0.438
SMOTUNED,1039.39,LR,0.717,0.274,0.619,0.267,0.38,0.676,0.671,0.329
SMOTUNED,55.52,DT,0.67,0.239,0.619,0.322,0.344,0.649,0.647,0.353
SMOTUNED,215.09,RF,0.767,0.3,0.5,0.19,0.375,0.655,0.618,0.378
SMOTUNED,163.45,LightGBM,0.71,0.241,0.5,0.256,0.326,0.622,0.598,0.397
SMOTUNED,409.42,Adaboost,0.753,0.3,0.571,0.217,0.393,0.677,0.661,0.34
SMOTUNED,726.19,GBDT,0.763,0.312,0.571,0.205,0.403,0.683,0.665,0.336
DAZZLE,589.2675116062164,SVM,0.863,0.526,0.238,0.035,0.328,0.602,0.382,0.539
DAZZLE,589.2675116062164,KNN,0.837,0.294,0.119,0.047,0.169,0.536,0.212,0.624
DAZZLE,589.2675116062164,LR,0.837,0.394,0.31,0.078,0.347,0.616,0.464,0.491
DAZZLE,589.2675116062164,DT,0.777,0.245,0.286,0.143,0.264,0.571,0.429,0.515
DAZZLE,589.2675116062164,RF,0.85,0.4,0.143,0.035,0.211,0.554,0.249,0.607
DAZZLE,589.2675116062164,LightGBM,0.857,0.467,0.167,0.031,0.246,0.568,0.284,0.59
DAZZLE,589.2675116062164,Adaboost,0.853,0.444,0.19,0.039,0.267,0.576,0.318,0.573
DAZZLE,589.2675116062164,GBDT,0.837,0.37,0.238,0.066,0.29,0.586,0.379,0.541
WGAN,9.7,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,9.7,KNN,0.203,0.142,0.929,0.915,0.246,0.507,0.156,0.649
WGAN,9.7,LR,0.767,0.062,0.048,0.116,0.054,0.466,0.09,0.678
WGAN,9.7,DT,0.277,0.157,0.952,0.833,0.269,0.56,0.284,0.59
WGAN,9.7,RF,0.143,0.14,1.0,0.996,0.246,0.502,0.008,0.704
WGAN,9.7,LightGBM,0.163,0.141,0.976,0.969,0.246,0.504,0.06,0.685
WGAN,9.7,Adaboost,0.69,0.095,0.143,0.221,0.114,0.461,0.241,0.626
WGAN,9.7,GBDT,0.147,0.141,1.0,0.992,0.247,0.504,0.015,0.702
RP,1.338141918182373,SVM,0.79,0.338,0.524,0.167,0.411,0.679,0.643,0.357
RP,1.338141918182373,KNN,0.763,0.254,0.357,0.171,0.297,0.593,0.499,0.47
RP,1.338141918182373,LR,0.77,0.31,0.524,0.19,0.389,0.667,0.636,0.363
RP,1.338141918182373,DT,0.783,0.22,0.214,0.124,0.217,0.545,0.344,0.562
RP,1.338141918182373,RF,0.867,0.545,0.286,0.039,0.375,0.623,0.44,0.506
RP,1.338141918182373,LightGBM,0.87,0.6,0.214,0.023,0.316,0.596,0.351,0.556
RP,1.338141918182373,Adaboost,0.81,0.297,0.262,0.101,0.278,0.581,0.406,0.527
RP,1.338141918182373,GBDT,0.843,0.414,0.286,0.066,0.338,0.61,0.438,0.507
Howso,141.37914943695068,SVM,0.757,0.304,0.571,0.213,0.397,0.679,0.662,0.338
Howso,141.37914943695068,KNN,0.723,0.234,0.429,0.229,0.303,0.6,0.551,0.435
Howso,141.37914943695068,LR,0.71,0.273,0.643,0.279,0.383,0.682,0.68,0.32
Howso,141.37914943695068,DT,0.64,0.225,0.643,0.36,0.333,0.641,0.641,0.359
Howso,141.37914943695068,RF,0.747,0.298,0.595,0.229,0.397,0.683,0.672,0.329
Howso,141.37914943695068,LightGBM,0.767,0.294,0.476,0.186,0.364,0.645,0.601,0.393
Howso,141.37914943695068,Adaboost,0.76,0.317,0.619,0.217,0.419,0.701,0.691,0.31
Howso,141.37914943695068,GBDT,0.747,0.288,0.548,0.221,0.377,0.663,0.643,0.356
DS,0.4394500255584717,SVM,0.86,0.5,0.048,0.008,0.087,0.52,0.091,0.673
DS,0.4394500255584717,KNN,0.837,0.294,0.119,0.047,0.169,0.536,0.212,0.624
DS,0.4394500255584717,LR,0.86,0.5,0.19,0.031,0.276,0.58,0.318,0.573
DS,0.4394500255584717,DT,0.767,0.132,0.119,0.128,0.125,0.496,0.209,0.629
DS,0.4394500255584717,RF,0.867,0.6,0.143,0.016,0.231,0.564,0.25,0.606
DS,0.4394500255584717,LightGBM,0.867,0.571,0.19,0.023,0.286,0.584,0.319,0.573
DS,0.4394500255584717,Adaboost,0.85,0.421,0.19,0.043,0.262,0.574,0.318,0.573
DS,0.4394500255584717,GBDT,0.843,0.391,0.214,0.054,0.277,0.58,0.349,0.557
SDV_GC,7.363670110702515,SVM,0.867,0.6,0.143,0.016,0.231,0.564,0.25,0.606
SDV_GC,7.363670110702515,KNN,0.847,0.375,0.143,0.039,0.207,0.552,0.249,0.607
SDV_GC,7.363670110702515,LR,0.843,0.381,0.19,0.05,0.254,0.57,0.317,0.574
SDV_GC,7.363670110702515,DT,0.78,0.184,0.167,0.12,0.175,0.523,0.28,0.595
SDV_GC,7.363670110702515,RF,0.86,0.5,0.143,0.023,0.222,0.56,0.249,0.606
SDV_GC,7.363670110702515,LightGBM,0.867,0.562,0.214,0.027,0.31,0.594,0.351,0.556
SDV_GC,7.363670110702515,Adaboost,0.857,0.48,0.286,0.05,0.358,0.618,0.439,0.506
SDV_GC,7.363670110702515,GBDT,0.86,0.5,0.214,0.035,0.3,0.59,0.351,0.556
SDV_GAN,30.946468353271484,SVM,0.86,0.5,0.143,0.023,0.222,0.56,0.249,0.606
SDV_GAN,30.946468353271484,KNN,0.843,0.308,0.095,0.035,0.145,0.53,0.173,0.64
SDV_GAN,30.946468353271484,LR,0.86,0.5,0.214,0.035,0.3,0.59,0.351,0.556
SDV_GAN,30.946468353271484,DT,0.823,0.351,0.31,0.093,0.329,0.608,0.462,0.493
SDV_GAN,30.946468353271484,RF,0.853,0.4,0.095,0.023,0.154,0.536,0.174,0.64
SDV_GAN,30.946468353271484,LightGBM,0.863,0.538,0.167,0.023,0.255,0.572,0.285,0.589
SDV_GAN,30.946468353271484,Adaboost,0.857,0.474,0.214,0.039,0.295,0.588,0.35,0.556
SDV_GAN,30.946468353271484,GBDT,0.84,0.375,0.214,0.058,0.273,0.578,0.349,0.557
