oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.84,0.286,0.095,0.039,0.143,0.528,0.173,0.64
No,0,LR,0.86,0.5,0.167,0.027,0.25,0.57,0.285,0.59
No,0,DT,0.793,0.283,0.31,0.128,0.295,0.591,0.457,0.497
No,0,RF,0.873,0.75,0.143,0.008,0.24,0.568,0.25,0.606
No,0,LightGBM,0.85,0.412,0.167,0.039,0.237,0.564,0.284,0.59
No,0,Adaboost,0.863,0.526,0.238,0.035,0.328,0.602,0.382,0.539
No,0,GBDT,0.833,0.389,0.333,0.085,0.359,0.624,0.489,0.475
Random,0.01,SVM,0.753,0.295,0.548,0.213,0.383,0.667,0.646,0.354
Random,0.01,KNN,0.787,0.323,0.476,0.163,0.385,0.657,0.607,0.388
Random,0.01,LR,0.713,0.276,0.643,0.275,0.386,0.684,0.681,0.319
Random,0.01,DT,0.82,0.35,0.333,0.101,0.341,0.616,0.486,0.477
Random,0.01,RF,0.86,0.5,0.262,0.043,0.344,0.61,0.411,0.523
Random,0.01,LightGBM,0.827,0.321,0.214,0.074,0.257,0.57,0.348,0.558
Random,0.01,Adaboost,0.743,0.26,0.452,0.209,0.33,0.622,0.576,0.415
Random,0.01,GBDT,0.833,0.375,0.286,0.078,0.324,0.604,0.436,0.508
SMOTE,0.01,SVM,0.763,0.29,0.476,0.19,0.36,0.643,0.6,0.394
SMOTE,0.01,KNN,0.777,0.313,0.5,0.178,0.385,0.661,0.622,0.375
SMOTE,0.01,LR,0.73,0.29,0.643,0.256,0.4,0.694,0.69,0.311
SMOTE,0.01,DT,0.773,0.283,0.405,0.167,0.333,0.619,0.545,0.437
SMOTE,0.01,RF,0.843,0.424,0.333,0.074,0.373,0.63,0.49,0.474
SMOTE,0.01,LightGBM,0.867,0.545,0.286,0.039,0.375,0.623,0.44,0.506
SMOTE,0.01,Adaboost,0.8,0.275,0.262,0.112,0.268,0.575,0.404,0.528
SMOTE,0.01,GBDT,0.83,0.39,0.381,0.097,0.386,0.642,0.536,0.443
ADASYN,0.01,SVM,0.777,0.333,0.595,0.194,0.427,0.701,0.685,0.317
ADASYN,0.01,KNN,0.767,0.3,0.5,0.19,0.375,0.655,0.618,0.378
ADASYN,0.01,LR,0.703,0.272,0.667,0.291,0.386,0.688,0.687,0.313
ADASYN,0.01,DT,0.8,0.345,0.476,0.147,0.4,0.664,0.611,0.385
ADASYN,0.01,RF,0.84,0.412,0.333,0.078,0.368,0.628,0.49,0.475
ADASYN,0.01,LightGBM,0.86,0.5,0.333,0.054,0.4,0.64,0.493,0.473
ADASYN,0.01,Adaboost,0.827,0.368,0.333,0.093,0.35,0.62,0.488,0.476
ADASYN,0.01,GBDT,0.83,0.378,0.333,0.089,0.354,0.622,0.488,0.476
BorderlineSMOTE,0.01,SVM,0.783,0.333,0.548,0.178,0.414,0.685,0.657,0.344
BorderlineSMOTE,0.01,KNN,0.777,0.333,0.595,0.194,0.427,0.701,0.685,0.317
BorderlineSMOTE,0.01,LR,0.71,0.268,0.619,0.275,0.374,0.672,0.668,0.332
BorderlineSMOTE,0.01,DT,0.813,0.341,0.357,0.112,0.349,0.622,0.509,0.461
BorderlineSMOTE,0.01,RF,0.833,0.389,0.333,0.085,0.359,0.624,0.489,0.475
BorderlineSMOTE,0.01,LightGBM,0.85,0.448,0.31,0.062,0.366,0.624,0.465,0.49
BorderlineSMOTE,0.01,Adaboost,0.81,0.333,0.357,0.116,0.345,0.62,0.509,0.462
BorderlineSMOTE,0.01,GBDT,0.823,0.372,0.381,0.105,0.376,0.638,0.534,0.444
SVMSMOTE,0.05,SVM,0.877,0.667,0.238,0.019,0.351,0.609,0.383,0.539
SVMSMOTE,0.05,KNN,0.81,0.308,0.286,0.105,0.296,0.591,0.433,0.51
SVMSMOTE,0.05,LR,0.847,0.441,0.357,0.074,0.395,0.642,0.516,0.458
SVMSMOTE,0.05,DT,0.773,0.24,0.286,0.147,0.261,0.569,0.428,0.516
SVMSMOTE,0.05,RF,0.883,0.733,0.262,0.016,0.386,0.623,0.414,0.522
SVMSMOTE,0.05,LightGBM,0.857,0.478,0.262,0.047,0.338,0.608,0.411,0.523
SVMSMOTE,0.05,Adaboost,0.82,0.342,0.31,0.097,0.325,0.606,0.461,0.493
SVMSMOTE,0.05,GBDT,0.82,0.342,0.31,0.097,0.325,0.606,0.461,0.493
SMOTUNED,58.74,SVM,0.74,0.28,0.548,0.229,0.371,0.659,0.64,0.358
SMOTUNED,40.61,KNN,0.72,0.238,0.452,0.236,0.311,0.608,0.568,0.422
SMOTUNED,1104.22,LR,0.703,0.258,0.595,0.279,0.36,0.658,0.652,0.348
SMOTUNED,56.54,DT,0.677,0.243,0.619,0.314,0.349,0.653,0.651,0.349
SMOTUNED,219.39,RF,0.693,0.245,0.571,0.287,0.343,0.642,0.634,0.365
SMOTUNED,158.85,LightGBM,0.737,0.272,0.524,0.229,0.358,0.648,0.624,0.374
SMOTUNED,394.02,Adaboost,0.66,0.227,0.595,0.329,0.329,0.633,0.631,0.369
SMOTUNED,777.01,GBDT,0.753,0.314,0.643,0.229,0.422,0.707,0.701,0.3
DAZZLE,803.5075538158417,SVM,0.853,0.469,0.357,0.066,0.405,0.646,0.517,0.457
DAZZLE,803.5075538158417,KNN,0.85,0.364,0.095,0.027,0.151,0.534,0.173,0.64
DAZZLE,803.5075538158417,LR,0.82,0.375,0.429,0.116,0.4,0.656,0.577,0.412
DAZZLE,803.5075538158417,DT,0.793,0.283,0.31,0.128,0.295,0.591,0.457,0.497
DAZZLE,803.5075538158417,RF,0.86,0.5,0.167,0.027,0.25,0.57,0.285,0.59
DAZZLE,803.5075538158417,LightGBM,0.843,0.353,0.143,0.043,0.203,0.55,0.249,0.607
DAZZLE,803.5075538158417,Adaboost,0.867,0.538,0.333,0.047,0.412,0.643,0.494,0.473
DAZZLE,803.5075538158417,GBDT,0.827,0.333,0.238,0.078,0.278,0.58,0.378,0.542
WGAN,10.75,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,10.75,KNN,0.227,0.151,0.976,0.895,0.261,0.54,0.189,0.633
WGAN,10.75,LR,0.563,0.059,0.143,0.368,0.084,0.387,0.233,0.66
WGAN,10.75,DT,0.703,0.102,0.143,0.205,0.119,0.469,0.242,0.623
WGAN,10.75,RF,0.143,0.14,1.0,0.996,0.246,0.502,0.008,0.704
WGAN,10.75,LightGBM,0.253,0.147,0.905,0.853,0.253,0.526,0.253,0.607
WGAN,10.75,Adaboost,0.677,0.09,0.143,0.236,0.11,0.453,0.241,0.629
WGAN,10.75,GBDT,0.273,0.139,0.81,0.814,0.238,0.498,0.303,0.591
RP,1.250570297241211,SVM,0.757,0.304,0.571,0.213,0.397,0.679,0.662,0.338
RP,1.250570297241211,KNN,0.767,0.306,0.524,0.194,0.386,0.665,0.635,0.364
RP,1.250570297241211,LR,0.74,0.309,0.69,0.252,0.426,0.719,0.718,0.282
RP,1.250570297241211,DT,0.737,0.239,0.405,0.209,0.301,0.598,0.535,0.446
RP,1.250570297241211,RF,0.84,0.421,0.381,0.085,0.4,0.648,0.538,0.442
RP,1.250570297241211,LightGBM,0.87,0.565,0.31,0.039,0.4,0.635,0.468,0.489
RP,1.250570297241211,Adaboost,0.813,0.341,0.357,0.112,0.349,0.622,0.509,0.461
RP,1.250570297241211,GBDT,0.82,0.342,0.31,0.097,0.325,0.606,0.461,0.493
Howso,145.53319239616394,SVM,0.68,0.255,0.667,0.318,0.368,0.674,0.674,0.326
Howso,145.53319239616394,KNN,0.7,0.25,0.571,0.279,0.348,0.646,0.638,0.362
Howso,145.53319239616394,LR,0.667,0.246,0.667,0.333,0.359,0.667,0.667,0.333
Howso,145.53319239616394,DT,0.677,0.248,0.643,0.318,0.358,0.663,0.662,0.338
Howso,145.53319239616394,RF,0.67,0.252,0.69,0.333,0.369,0.679,0.678,0.322
Howso,145.53319239616394,LightGBM,0.67,0.248,0.667,0.329,0.361,0.669,0.669,0.331
Howso,145.53319239616394,Adaboost,0.687,0.255,0.643,0.306,0.365,0.668,0.667,0.333
Howso,145.53319239616394,GBDT,0.687,0.24,0.571,0.295,0.338,0.638,0.631,0.368
DS,0.39848923683166504,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.39848923683166504,KNN,0.833,0.214,0.071,0.043,0.107,0.514,0.133,0.657
DS,0.39848923683166504,LR,0.877,0.778,0.167,0.008,0.275,0.579,0.285,0.589
DS,0.39848923683166504,DT,0.777,0.264,0.333,0.151,0.295,0.591,0.479,0.483
DS,0.39848923683166504,RF,0.867,0.625,0.119,0.012,0.2,0.554,0.212,0.623
DS,0.39848923683166504,LightGBM,0.847,0.357,0.119,0.035,0.179,0.542,0.212,0.623
DS,0.39848923683166504,Adaboost,0.853,0.45,0.214,0.043,0.29,0.586,0.35,0.556
DS,0.39848923683166504,GBDT,0.827,0.333,0.238,0.078,0.278,0.58,0.378,0.542
SDV_GC,7.300144910812378,SVM,0.857,0.4,0.048,0.012,0.085,0.518,0.091,0.673
SDV_GC,7.300144910812378,KNN,0.833,0.214,0.071,0.043,0.107,0.514,0.133,0.657
SDV_GC,7.300144910812378,LR,0.87,0.636,0.167,0.016,0.264,0.576,0.285,0.589
SDV_GC,7.300144910812378,DT,0.78,0.239,0.262,0.136,0.25,0.563,0.402,0.531
SDV_GC,7.300144910812378,RF,0.867,0.625,0.119,0.012,0.2,0.554,0.212,0.623
SDV_GC,7.300144910812378,LightGBM,0.837,0.333,0.167,0.054,0.222,0.556,0.283,0.591
SDV_GC,7.300144910812378,Adaboost,0.837,0.36,0.214,0.062,0.269,0.576,0.349,0.557
SDV_GC,7.300144910812378,GBDT,0.83,0.355,0.262,0.078,0.301,0.592,0.408,0.525
SDV_GAN,30.482900857925415,SVM,0.86,0.5,0.071,0.012,0.125,0.53,0.133,0.657
SDV_GAN,30.482900857925415,KNN,0.84,0.25,0.071,0.035,0.111,0.518,0.133,0.657
SDV_GAN,30.482900857925415,LR,0.863,0.533,0.19,0.027,0.281,0.582,0.319,0.573
SDV_GAN,30.482900857925415,DT,0.797,0.268,0.262,0.116,0.265,0.573,0.404,0.528
SDV_GAN,30.482900857925415,RF,0.867,0.625,0.119,0.012,0.2,0.554,0.212,0.623
SDV_GAN,30.482900857925415,LightGBM,0.85,0.385,0.119,0.031,0.182,0.544,0.212,0.623
SDV_GAN,30.482900857925415,Adaboost,0.83,0.345,0.238,0.074,0.282,0.582,0.379,0.541
SDV_GAN,30.482900857925415,GBDT,0.833,0.318,0.167,0.058,0.219,0.554,0.283,0.591
