oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.06,SVM,0.587,0.203,0.667,0.426,0.311,0.62,0.617,0.383
WFO,0.06,KNN,0.773,0.283,0.405,0.167,0.333,0.619,0.545,0.437
WFO,0.06,LR,0.46,0.194,0.905,0.612,0.319,0.646,0.543,0.438
WFO,0.06,DT,0.75,0.23,0.333,0.182,0.272,0.576,0.474,0.489
WFO,0.06,RF,0.86,0.5,0.31,0.05,0.382,0.63,0.467,0.49
WFO,0.06,LightGBM,0.833,0.375,0.286,0.078,0.324,0.604,0.436,0.508
WFO,0.06,Adaboost,0.71,0.273,0.643,0.279,0.383,0.682,0.68,0.32
WFO,0.06,GBDT,0.777,0.264,0.333,0.151,0.295,0.591,0.479,0.483
WFO2,0.13,SVM,0.743,0.222,0.333,0.19,0.267,0.572,0.472,0.49
WFO2,0.13,KNN,0.747,0.276,0.5,0.213,0.356,0.643,0.611,0.384
WFO2,0.13,LR,0.743,0.289,0.571,0.229,0.384,0.671,0.656,0.343
WFO2,0.13,DT,0.753,0.284,0.5,0.205,0.362,0.647,0.614,0.382
WFO2,0.13,RF,0.857,0.484,0.357,0.062,0.411,0.648,0.517,0.457
WFO2,0.13,LightGBM,0.857,0.478,0.262,0.047,0.338,0.608,0.411,0.523
WFO2,0.13,Adaboost,0.82,0.357,0.357,0.105,0.357,0.626,0.511,0.461
WFO2,0.13,GBDT,0.837,0.405,0.357,0.085,0.38,0.636,0.514,0.459
