oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.853,0.25,0.024,0.012,0.043,0.506,0.046,0.69
No,0,KNN,0.85,0.421,0.19,0.043,0.262,0.574,0.318,0.573
No,0,LR,0.843,0.368,0.167,0.047,0.23,0.56,0.284,0.59
No,0,DT,0.807,0.31,0.31,0.112,0.31,0.599,0.459,0.495
No,0,RF,0.863,0.533,0.19,0.027,0.281,0.582,0.319,0.573
No,0,LightGBM,0.857,0.474,0.214,0.039,0.295,0.588,0.35,0.556
No,0,Adaboost,0.853,0.444,0.19,0.039,0.267,0.576,0.318,0.573
No,0,GBDT,0.847,0.433,0.31,0.066,0.361,0.622,0.465,0.49
Random,0.01,SVM,0.763,0.316,0.595,0.209,0.413,0.693,0.679,0.322
Random,0.01,KNN,0.79,0.338,0.524,0.167,0.411,0.679,0.643,0.357
Random,0.01,LR,0.76,0.303,0.548,0.205,0.39,0.671,0.648,0.351
Random,0.01,DT,0.793,0.222,0.19,0.109,0.205,0.541,0.314,0.578
Random,0.01,RF,0.86,0.5,0.31,0.05,0.382,0.63,0.467,0.49
Random,0.01,LightGBM,0.833,0.357,0.238,0.07,0.286,0.584,0.379,0.541
Random,0.01,Adaboost,0.76,0.25,0.357,0.174,0.294,0.591,0.499,0.471
Random,0.01,GBDT,0.813,0.294,0.238,0.093,0.263,0.573,0.377,0.543
SMOTE,0.01,SVM,0.787,0.323,0.476,0.163,0.385,0.657,0.607,0.388
SMOTE,0.01,KNN,0.757,0.299,0.548,0.209,0.387,0.669,0.647,0.352
SMOTE,0.01,LR,0.747,0.288,0.548,0.221,0.377,0.663,0.643,0.356
SMOTE,0.01,DT,0.767,0.288,0.452,0.182,0.352,0.635,0.583,0.408
SMOTE,0.01,RF,0.847,0.438,0.333,0.07,0.378,0.632,0.491,0.474
SMOTE,0.01,LightGBM,0.847,0.438,0.333,0.07,0.378,0.632,0.491,0.474
SMOTE,0.01,Adaboost,0.823,0.378,0.405,0.109,0.391,0.648,0.557,0.428
SMOTE,0.01,GBDT,0.84,0.406,0.31,0.074,0.351,0.618,0.464,0.491
ADASYN,0.02,SVM,0.777,0.302,0.452,0.171,0.362,0.641,0.585,0.406
ADASYN,0.02,KNN,0.767,0.325,0.619,0.209,0.426,0.705,0.694,0.307
ADASYN,0.02,LR,0.733,0.279,0.571,0.24,0.375,0.666,0.652,0.347
ADASYN,0.02,DT,0.8,0.327,0.405,0.136,0.362,0.635,0.551,0.432
ADASYN,0.02,RF,0.833,0.395,0.357,0.089,0.375,0.634,0.513,0.459
ADASYN,0.02,LightGBM,0.847,0.423,0.262,0.058,0.324,0.602,0.41,0.524
ADASYN,0.02,Adaboost,0.787,0.28,0.333,0.14,0.304,0.597,0.481,0.482
ADASYN,0.02,GBDT,0.843,0.429,0.357,0.078,0.39,0.64,0.515,0.458
BorderlineSMOTE,0.02,SVM,0.803,0.356,0.5,0.147,0.416,0.676,0.63,0.369
BorderlineSMOTE,0.02,KNN,0.767,0.306,0.524,0.194,0.386,0.665,0.635,0.364
BorderlineSMOTE,0.02,LR,0.753,0.3,0.571,0.217,0.393,0.677,0.661,0.34
BorderlineSMOTE,0.02,DT,0.79,0.333,0.5,0.163,0.4,0.669,0.626,0.372
BorderlineSMOTE,0.02,RF,0.85,0.462,0.429,0.081,0.444,0.674,0.584,0.408
BorderlineSMOTE,0.02,LightGBM,0.853,0.464,0.31,0.058,0.371,0.626,0.466,0.49
BorderlineSMOTE,0.02,Adaboost,0.807,0.34,0.405,0.128,0.37,0.638,0.553,0.431
BorderlineSMOTE,0.02,GBDT,0.807,0.318,0.333,0.116,0.326,0.609,0.484,0.479
SVMSMOTE,0.05,SVM,0.85,0.435,0.238,0.05,0.308,0.594,0.381,0.54
SVMSMOTE,0.05,KNN,0.823,0.383,0.429,0.112,0.404,0.658,0.578,0.412
SVMSMOTE,0.05,LR,0.797,0.298,0.333,0.128,0.315,0.603,0.482,0.48
SVMSMOTE,0.05,DT,0.787,0.261,0.286,0.132,0.273,0.577,0.43,0.514
SVMSMOTE,0.05,RF,0.833,0.389,0.333,0.085,0.359,0.624,0.489,0.475
SVMSMOTE,0.05,LightGBM,0.843,0.419,0.31,0.07,0.356,0.62,0.464,0.491
SVMSMOTE,0.05,Adaboost,0.817,0.341,0.333,0.105,0.337,0.614,0.486,0.477
SVMSMOTE,0.05,GBDT,0.81,0.317,0.31,0.109,0.313,0.6,0.46,0.494
SMOTUNED,56.59,SVM,0.73,0.259,0.5,0.233,0.341,0.634,0.606,0.39
SMOTUNED,40.62,KNN,0.74,0.269,0.5,0.221,0.35,0.64,0.609,0.387
SMOTUNED,1106.97,LR,0.717,0.258,0.548,0.256,0.351,0.646,0.631,0.367
SMOTUNED,55.66,DT,0.757,0.299,0.548,0.209,0.387,0.669,0.647,0.352
SMOTUNED,217.61,RF,0.693,0.25,0.595,0.291,0.352,0.652,0.647,0.352
SMOTUNED,170.19,LightGBM,0.707,0.233,0.476,0.256,0.312,0.61,0.581,0.412
SMOTUNED,393.37,Adaboost,0.71,0.247,0.524,0.26,0.336,0.632,0.614,0.384
SMOTUNED,803.94,GBDT,0.683,0.232,0.548,0.295,0.326,0.627,0.617,0.382
DAZZLE,506.5209777355194,SVM,0.86,0.5,0.024,0.004,0.045,0.51,0.047,0.69
DAZZLE,506.5209777355194,KNN,0.853,0.444,0.19,0.039,0.267,0.576,0.318,0.573
DAZZLE,506.5209777355194,LR,0.853,0.4,0.095,0.023,0.154,0.536,0.174,0.64
DAZZLE,506.5209777355194,DT,0.83,0.404,0.452,0.109,0.427,0.672,0.6,0.395
DAZZLE,506.5209777355194,RF,0.853,0.429,0.143,0.031,0.214,0.556,0.249,0.606
DAZZLE,506.5209777355194,LightGBM,0.85,0.421,0.19,0.043,0.262,0.574,0.318,0.573
DAZZLE,506.5209777355194,Adaboost,0.823,0.238,0.119,0.062,0.159,0.529,0.211,0.624
DAZZLE,506.5209777355194,GBDT,0.833,0.357,0.238,0.07,0.286,0.584,0.379,0.541
WGAN,9.79,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,9.79,KNN,0.593,0.143,0.381,0.372,0.208,0.504,0.474,0.511
WGAN,9.79,LR,0.347,0.133,0.667,0.705,0.222,0.481,0.409,0.552
WGAN,9.79,DT,0.153,0.142,1.0,0.984,0.249,0.508,0.031,0.696
WGAN,9.79,RF,0.14,0.14,1.0,1.0,0.246,0.5,0.0,0.707
WGAN,9.79,LightGBM,0.223,0.128,0.786,0.868,0.221,0.459,0.226,0.632
WGAN,9.79,Adaboost,0.707,0.103,0.143,0.202,0.12,0.471,0.242,0.623
WGAN,9.79,GBDT,0.2,0.141,0.929,0.919,0.245,0.505,0.15,0.652
RP,1.273820161819458,SVM,0.787,0.328,0.5,0.167,0.396,0.667,0.625,0.373
RP,1.273820161819458,KNN,0.757,0.304,0.571,0.213,0.397,0.679,0.662,0.338
RP,1.273820161819458,LR,0.75,0.301,0.595,0.225,0.4,0.685,0.673,0.327
RP,1.273820161819458,DT,0.753,0.224,0.31,0.174,0.26,0.568,0.45,0.504
RP,1.273820161819458,RF,0.843,0.442,0.452,0.093,0.447,0.68,0.604,0.393
RP,1.273820161819458,LightGBM,0.853,0.462,0.286,0.054,0.353,0.616,0.439,0.507
RP,1.273820161819458,Adaboost,0.803,0.311,0.333,0.12,0.322,0.607,0.483,0.479
RP,1.273820161819458,GBDT,0.81,0.308,0.286,0.105,0.296,0.591,0.433,0.51
Howso,133.97842168807983,SVM,0.677,0.248,0.643,0.318,0.358,0.663,0.662,0.338
Howso,133.97842168807983,KNN,0.723,0.264,0.548,0.248,0.357,0.65,0.634,0.365
Howso,133.97842168807983,LR,0.657,0.23,0.619,0.337,0.335,0.641,0.64,0.36
Howso,133.97842168807983,DT,0.637,0.198,0.524,0.345,0.288,0.589,0.582,0.416
Howso,133.97842168807983,RF,0.707,0.255,0.571,0.271,0.353,0.65,0.641,0.359
Howso,133.97842168807983,LightGBM,0.667,0.21,0.5,0.306,0.296,0.597,0.581,0.415
Howso,133.97842168807983,Adaboost,0.663,0.208,0.5,0.31,0.294,0.595,0.58,0.416
Howso,133.97842168807983,GBDT,0.657,0.192,0.452,0.31,0.27,0.571,0.546,0.445
DS,0.41493821144104004,SVM,0.867,0.75,0.071,0.004,0.13,0.534,0.133,0.657
DS,0.41493821144104004,KNN,0.85,0.421,0.19,0.043,0.262,0.574,0.318,0.573
DS,0.41493821144104004,LR,0.86,0.5,0.167,0.027,0.25,0.57,0.285,0.59
DS,0.41493821144104004,DT,0.803,0.282,0.262,0.109,0.272,0.577,0.405,0.528
DS,0.41493821144104004,RF,0.863,0.538,0.167,0.023,0.255,0.572,0.285,0.589
DS,0.41493821144104004,LightGBM,0.853,0.444,0.19,0.039,0.267,0.576,0.318,0.573
DS,0.41493821144104004,Adaboost,0.837,0.37,0.238,0.066,0.29,0.586,0.379,0.541
DS,0.41493821144104004,GBDT,0.837,0.36,0.214,0.062,0.269,0.576,0.349,0.557
SDV_GC,7.246252775192261,SVM,0.853,0.375,0.071,0.019,0.12,0.526,0.133,0.657
SDV_GC,7.246252775192261,KNN,0.857,0.474,0.214,0.039,0.295,0.588,0.35,0.556
SDV_GC,7.246252775192261,LR,0.85,0.421,0.19,0.043,0.262,0.574,0.318,0.573
SDV_GC,7.246252775192261,DT,0.787,0.261,0.286,0.132,0.273,0.577,0.43,0.514
SDV_GC,7.246252775192261,RF,0.867,0.6,0.143,0.016,0.231,0.564,0.25,0.606
SDV_GC,7.246252775192261,LightGBM,0.85,0.412,0.167,0.039,0.237,0.564,0.284,0.59
SDV_GC,7.246252775192261,Adaboost,0.84,0.364,0.19,0.054,0.25,0.568,0.317,0.574
SDV_GC,7.246252775192261,GBDT,0.84,0.393,0.262,0.066,0.314,0.598,0.409,0.524
SDV_GAN,30.716983556747437,SVM,0.843,0.273,0.071,0.031,0.113,0.52,0.133,0.657
SDV_GAN,30.716983556747437,KNN,0.857,0.474,0.214,0.039,0.295,0.588,0.35,0.556
SDV_GAN,30.716983556747437,LR,0.863,0.533,0.19,0.027,0.281,0.582,0.319,0.573
SDV_GAN,30.716983556747437,DT,0.763,0.191,0.214,0.147,0.202,0.533,0.343,0.565
SDV_GAN,30.716983556747437,RF,0.853,0.45,0.214,0.043,0.29,0.586,0.35,0.556
SDV_GAN,30.716983556747437,LightGBM,0.847,0.389,0.167,0.043,0.233,0.562,0.284,0.59
