oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.05,SVM,0.66,0.227,0.595,0.329,0.329,0.633,0.631,0.369
WFO,0.05,KNN,0.76,0.292,0.5,0.198,0.368,0.651,0.616,0.38
WFO,0.05,LR,0.557,0.206,0.762,0.477,0.325,0.643,0.62,0.377
WFO,0.05,DT,0.813,0.325,0.31,0.105,0.317,0.602,0.46,0.494
WFO,0.05,RF,0.863,0.52,0.31,0.047,0.388,0.632,0.467,0.489
WFO,0.05,LightGBM,0.837,0.405,0.357,0.085,0.38,0.636,0.514,0.459
WFO,0.05,Adaboost,0.71,0.258,0.571,0.267,0.356,0.652,0.642,0.357
WFO,0.05,GBDT,0.81,0.333,0.357,0.116,0.345,0.62,0.509,0.462
WFO2,0.12,SVM,0.77,0.263,0.357,0.163,0.303,0.597,0.501,0.469
WFO2,0.12,KNN,0.727,0.267,0.548,0.244,0.359,0.652,0.635,0.364
WFO2,0.12,LR,0.737,0.277,0.548,0.233,0.368,0.658,0.639,0.36
WFO2,0.12,DT,0.767,0.25,0.333,0.163,0.286,0.585,0.477,0.485
WFO2,0.12,RF,0.867,0.536,0.357,0.05,0.429,0.653,0.519,0.456
WFO2,0.12,LightGBM,0.867,0.538,0.333,0.047,0.412,0.643,0.494,0.473
WFO2,0.12,Adaboost,0.827,0.381,0.381,0.101,0.381,0.64,0.535,0.443
WFO2,0.12,GBDT,0.85,0.448,0.31,0.062,0.366,0.624,0.465,0.49
