oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SMOTUNED,768.07,GBDT,0.75,0.306,0.619,0.229,0.409,0.695,0.687,0.314
DAZZLE,607.7063632011414,SVM,0.87,0.579,0.262,0.031,0.361,0.615,0.412,0.522
DAZZLE,607.7063632011414,KNN,0.847,0.417,0.238,0.054,0.303,0.592,0.38,0.54
DAZZLE,607.7063632011414,LR,0.853,0.469,0.357,0.066,0.405,0.646,0.517,0.457
DAZZLE,607.7063632011414,DT,0.803,0.311,0.333,0.12,0.322,0.607,0.483,0.479
DAZZLE,607.7063632011414,RF,0.853,0.444,0.19,0.039,0.267,0.576,0.318,0.573
DAZZLE,607.7063632011414,LightGBM,0.853,0.417,0.119,0.027,0.185,0.546,0.212,0.623
DAZZLE,607.7063632011414,Adaboost,0.867,0.542,0.31,0.043,0.394,0.633,0.468,0.489
DAZZLE,607.7063632011414,GBDT,0.857,0.485,0.381,0.066,0.427,0.658,0.541,0.44
WGAN,10.41,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,10.41,KNN,0.233,0.152,0.976,0.888,0.263,0.544,0.202,0.628
WGAN,10.41,LR,0.707,0.205,0.381,0.24,0.267,0.57,0.507,0.47
WGAN,10.41,DT,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,10.41,RF,0.14,0.14,1.0,1.0,0.246,0.5,0.0,0.707
WGAN,10.41,LightGBM,0.48,0.176,0.738,0.562,0.284,0.588,0.55,0.438
WGAN,10.41,Adaboost,0.157,0.14,0.976,0.977,0.245,0.5,0.045,0.691
WGAN,10.41,GBDT,0.14,0.14,1.0,1.0,0.246,0.5,0.0,0.707
RP,1.313244104385376,SVM,0.797,0.349,0.524,0.159,0.419,0.682,0.646,0.355
RP,1.313244104385376,KNN,0.77,0.31,0.524,0.19,0.389,0.667,0.636,0.363
RP,1.313244104385376,LR,0.733,0.279,0.571,0.24,0.375,0.666,0.652,0.347
RP,1.313244104385376,DT,0.783,0.317,0.476,0.167,0.381,0.655,0.606,0.389
RP,1.313244104385376,RF,0.86,0.5,0.381,0.062,0.432,0.659,0.542,0.44
RP,1.313244104385376,LightGBM,0.873,0.6,0.286,0.031,0.387,0.627,0.441,0.506
RP,1.313244104385376,Adaboost,0.837,0.41,0.381,0.089,0.395,0.646,0.537,0.442
RP,1.313244104385376,GBDT,0.847,0.433,0.31,0.066,0.361,0.622,0.465,0.49
Howso,118.32587504386902,SVM,0.69,0.257,0.643,0.302,0.367,0.67,0.669,0.331
Howso,118.32587504386902,KNN,0.707,0.255,0.571,0.271,0.353,0.65,0.641,0.359
Howso,118.32587504386902,LR,0.657,0.248,0.714,0.353,0.368,0.681,0.679,0.321
Howso,118.32587504386902,DT,0.673,0.245,0.643,0.322,0.355,0.661,0.66,0.34
Howso,118.32587504386902,RF,0.68,0.263,0.714,0.326,0.385,0.694,0.694,0.306
Howso,118.32587504386902,LightGBM,0.77,0.337,0.667,0.213,0.448,0.727,0.722,0.28
Howso,118.32587504386902,Adaboost,0.703,0.267,0.643,0.287,0.378,0.678,0.676,0.324
Howso,118.32587504386902,GBDT,0.737,0.277,0.548,0.233,0.368,0.658,0.639,0.36
DS,0.39642977714538574,SVM,0.867,1.0,0.048,0.0,0.091,0.524,0.091,0.673
DS,0.39642977714538574,KNN,0.853,0.462,0.286,0.054,0.353,0.616,0.439,0.507
DS,0.39642977714538574,LR,0.863,0.545,0.143,0.019,0.226,0.562,0.249,0.606
DS,0.39642977714538574,DT,0.793,0.262,0.262,0.12,0.262,0.571,0.404,0.529
DS,0.39642977714538574,RF,0.853,0.4,0.095,0.023,0.154,0.536,0.174,0.64
DS,0.39642977714538574,LightGBM,0.853,0.444,0.19,0.039,0.267,0.576,0.318,0.573
DS,0.39642977714538574,Adaboost,0.837,0.36,0.214,0.062,0.269,0.576,0.349,0.557
DS,0.39642977714538574,GBDT,0.833,0.4,0.381,0.093,0.39,0.644,0.537,0.443
SDV_GC,7.4555888175964355,SVM,0.863,0.545,0.143,0.019,0.226,0.562,0.249,0.606
SDV_GC,7.4555888175964355,KNN,0.847,0.409,0.214,0.05,0.281,0.582,0.35,0.557
SDV_GC,7.4555888175964355,LR,0.853,0.444,0.19,0.039,0.267,0.576,0.318,0.573
SDV_GC,7.4555888175964355,DT,0.787,0.28,0.333,0.14,0.304,0.597,0.481,0.482
SDV_GC,7.4555888175964355,RF,0.85,0.364,0.095,0.027,0.151,0.534,0.173,0.64
SDV_GC,7.4555888175964355,LightGBM,0.853,0.438,0.167,0.035,0.241,0.566,0.284,0.59
SDV_GC,7.4555888175964355,Adaboost,0.857,0.478,0.262,0.047,0.338,0.608,0.411,0.523
SDV_GC,7.4555888175964355,GBDT,0.83,0.355,0.262,0.078,0.301,0.592,0.408,0.525
SDV_GAN,30.635114669799805,SVM,0.863,0.538,0.167,0.023,0.255,0.572,0.285,0.589
SDV_GAN,30.635114669799805,KNN,0.84,0.35,0.167,0.05,0.226,0.558,0.284,0.59
SDV_GAN,30.635114669799805,LR,0.873,0.643,0.214,0.019,0.321,0.597,0.352,0.556
SDV_GAN,30.635114669799805,DT,0.813,0.267,0.19,0.085,0.222,0.553,0.315,0.576
SDV_GAN,30.635114669799805,RF,0.86,0.5,0.095,0.016,0.16,0.54,0.174,0.64
SDV_GAN,30.635114669799805,LightGBM,0.857,0.467,0.167,0.031,0.246,0.568,0.284,0.59
SDV_GAN,30.635114669799805,Adaboost,0.847,0.417,0.238,0.054,0.303,0.592,0.38,0.54
SDV_GAN,30.635114669799805,GBDT,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
