oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
ADASYN,0.01,RF,0.85,0.435,0.238,0.05,0.308,0.594,0.381,0.54
ADASYN,0.01,LightGBM,0.873,0.625,0.238,0.023,0.345,0.607,0.383,0.539
ADASYN,0.01,Adaboost,0.823,0.378,0.405,0.109,0.391,0.648,0.557,0.428
ADASYN,0.01,GBDT,0.843,0.414,0.286,0.066,0.338,0.61,0.438,0.507
BorderlineSMOTE,0.02,SVM,0.767,0.267,0.381,0.171,0.314,0.605,0.522,0.454
BorderlineSMOTE,0.02,KNN,0.773,0.297,0.452,0.174,0.358,0.639,0.584,0.406
BorderlineSMOTE,0.02,LR,0.743,0.267,0.476,0.213,0.342,0.632,0.593,0.4
BorderlineSMOTE,0.02,DT,0.79,0.286,0.333,0.136,0.308,0.599,0.481,0.481
BorderlineSMOTE,0.02,RF,0.873,0.577,0.357,0.043,0.441,0.657,0.52,0.456
BorderlineSMOTE,0.02,LightGBM,0.863,0.524,0.262,0.039,0.349,0.612,0.412,0.523
BorderlineSMOTE,0.02,Adaboost,0.827,0.391,0.429,0.109,0.409,0.66,0.579,0.411
BorderlineSMOTE,0.02,GBDT,0.85,0.455,0.357,0.07,0.4,0.644,0.516,0.457
SVMSMOTE,0.05,SVM,0.877,0.632,0.286,0.027,0.393,0.629,0.442,0.505
SVMSMOTE,0.05,KNN,0.813,0.348,0.381,0.116,0.364,0.632,0.532,0.445
SVMSMOTE,0.05,LR,0.837,0.405,0.357,0.085,0.38,0.636,0.514,0.459
SVMSMOTE,0.05,DT,0.817,0.367,0.429,0.12,0.396,0.654,0.576,0.413
SVMSMOTE,0.05,RF,0.867,0.55,0.262,0.035,0.355,0.614,0.412,0.522
SVMSMOTE,0.05,LightGBM,0.863,0.529,0.214,0.031,0.305,0.592,0.351,0.556
SVMSMOTE,0.05,Adaboost,0.85,0.457,0.381,0.074,0.416,0.654,0.54,0.441
SVMSMOTE,0.05,GBDT,0.85,0.448,0.31,0.062,0.366,0.624,0.465,0.49
SMOTUNED,58.68,SVM,0.757,0.299,0.548,0.209,0.387,0.669,0.647,0.352
SMOTUNED,40.46,KNN,0.697,0.247,0.571,0.283,0.345,0.644,0.636,0.363
SMOTUNED,1076.55,LR,0.693,0.234,0.524,0.279,0.324,0.622,0.607,0.39
SMOTUNED,58.6,DT,0.737,0.253,0.452,0.217,0.325,0.618,0.573,0.417
SMOTUNED,219.58,RF,0.767,0.321,0.595,0.205,0.417,0.695,0.681,0.321
SMOTUNED,161.16,LightGBM,0.777,0.338,0.619,0.198,0.437,0.711,0.699,0.303
SMOTUNED,402.24,Adaboost,0.733,0.289,0.619,0.248,0.394,0.685,0.679,0.321
SMOTUNED,759.24,GBDT,0.783,0.311,0.452,0.163,0.369,0.645,0.587,0.404
DAZZLE,414.7922296524048,SVM,0.85,0.364,0.095,0.027,0.151,0.534,0.173,0.64
DAZZLE,414.7922296524048,KNN,0.853,0.462,0.286,0.054,0.353,0.616,0.439,0.507
DAZZLE,414.7922296524048,LR,0.817,0.314,0.262,0.093,0.286,0.584,0.406,0.526
DAZZLE,414.7922296524048,DT,0.763,0.204,0.238,0.151,0.22,0.543,0.372,0.549
DAZZLE,414.7922296524048,RF,0.867,0.625,0.119,0.012,0.2,0.554,0.212,0.623
DAZZLE,414.7922296524048,LightGBM,0.88,0.688,0.262,0.019,0.379,0.621,0.413,0.522
DAZZLE,414.7922296524048,Adaboost,0.843,0.368,0.167,0.047,0.23,0.56,0.284,0.59
DAZZLE,414.7922296524048,GBDT,0.823,0.28,0.167,0.07,0.209,0.548,0.283,0.591
WGAN,9.87,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,9.87,KNN,0.233,0.149,0.952,0.884,0.258,0.534,0.207,0.626
WGAN,9.87,LR,0.27,0.114,0.619,0.787,0.192,0.416,0.317,0.618
WGAN,9.87,DT,0.143,0.14,1.0,0.996,0.246,0.502,0.008,0.704
WGAN,9.87,RF,0.14,0.14,1.0,1.0,0.246,0.5,0.0,0.707
WGAN,9.87,LightGBM,0.207,0.142,0.929,0.911,0.247,0.509,0.163,0.646
WGAN,9.87,Adaboost,0.413,0.091,0.357,0.578,0.146,0.39,0.387,0.611
WGAN,9.87,GBDT,0.15,0.139,0.976,0.984,0.243,0.496,0.031,0.696
RP,1.2720487117767334,SVM,0.75,0.274,0.476,0.205,0.348,0.635,0.595,0.398
RP,1.2720487117767334,KNN,0.763,0.284,0.452,0.186,0.349,0.633,0.582,0.409
RP,1.2720487117767334,LR,0.723,0.28,0.619,0.26,0.385,0.68,0.674,0.326
RP,1.2720487117767334,DT,0.76,0.266,0.405,0.182,0.321,0.611,0.542,0.44
RP,1.2720487117767334,RF,0.85,0.452,0.333,0.066,0.384,0.634,0.491,0.474
RP,1.2720487117767334,LightGBM,0.87,0.588,0.238,0.027,0.339,0.605,0.383,0.539
RP,1.2720487117767334,Adaboost,0.86,0.5,0.429,0.07,0.462,0.679,0.587,0.407
RP,1.2720487117767334,GBDT,0.853,0.464,0.31,0.058,0.371,0.626,0.466,0.49
Howso,142.47586345672607,SVM,0.72,0.267,0.571,0.256,0.364,0.658,0.646,0.353
Howso,142.47586345672607,KNN,0.72,0.25,0.5,0.244,0.333,0.628,0.602,0.393
Howso,142.47586345672607,LR,0.68,0.235,0.571,0.302,0.333,0.635,0.628,0.371
Howso,142.47586345672607,DT,0.643,0.227,0.643,0.357,0.335,0.643,0.643,0.357
Howso,142.47586345672607,RF,0.7,0.25,0.571,0.279,0.348,0.646,0.638,0.362
Howso,142.47586345672607,LightGBM,0.767,0.329,0.643,0.213,0.435,0.715,0.708,0.294
Howso,142.47586345672607,Adaboost,0.743,0.294,0.595,0.233,0.394,0.681,0.67,0.33
Howso,142.47586345672607,GBDT,0.747,0.298,0.595,0.229,0.397,0.683,0.672,0.329
DS,0.3980395793914795,SVM,0.863,1.0,0.024,0.0,0.047,0.512,0.047,0.69
DS,0.3980395793914795,KNN,0.85,0.429,0.214,0.047,0.286,0.584,0.35,0.557
DS,0.3980395793914795,LR,0.86,0.5,0.119,0.019,0.192,0.55,0.212,0.623
DS,0.3980395793914795,DT,0.763,0.216,0.262,0.155,0.237,0.553,0.4,0.533
DS,0.3980395793914795,RF,0.867,0.625,0.119,0.012,0.2,0.554,0.212,0.623
DS,0.3980395793914795,LightGBM,0.853,0.417,0.119,0.027,0.185,0.546,0.212,0.623
DS,0.3980395793914795,Adaboost,0.863,0.529,0.214,0.031,0.305,0.592,0.351,0.556
DS,0.3980395793914795,GBDT,0.84,0.4,0.286,0.07,0.333,0.608,0.437,0.507
SDV_GC,7.5910749435424805,SVM,0.853,0.333,0.048,0.016,0.083,0.516,0.091,0.674
SDV_GC,7.5910749435424805,KNN,0.857,0.476,0.238,0.043,0.317,0.598,0.381,0.54
SDV_GC,7.5910749435424805,LR,0.86,0.5,0.167,0.027,0.25,0.57,0.285,0.59
SDV_GC,7.5910749435424805,DT,0.773,0.205,0.214,0.136,0.209,0.539,0.343,0.564
SDV_GC,7.5910749435424805,RF,0.86,0.5,0.095,0.016,0.16,0.54,0.174,0.64
SDV_GC,7.5910749435424805,LightGBM,0.867,0.583,0.167,0.019,0.259,0.574,0.285,0.589
SDV_GC,7.5910749435424805,Adaboost,0.863,0.529,0.214,0.031,0.305,0.592,0.351,0.556
SDV_GC,7.5910749435424805,GBDT,0.857,0.48,0.286,0.05,0.358,0.618,0.439,0.506
SDV_GAN,30.68958806991577,SVM,0.853,0.333,0.048,0.016,0.083,0.516,0.091,0.674
SDV_GAN,30.68958806991577,KNN,0.86,0.5,0.238,0.039,0.323,0.6,0.382,0.539
SDV_GAN,30.68958806991577,LR,0.867,0.6,0.143,0.016,0.231,0.564,0.25,0.606
SDV_GAN,30.68958806991577,DT,0.827,0.361,0.31,0.089,0.333,0.61,0.462,0.492
SDV_GAN,30.68958806991577,RF,0.853,0.4,0.095,0.023,0.154,0.536,0.174,0.64
SDV_GAN,30.68958806991577,LightGBM,0.86,0.5,0.167,0.027,0.25,0.57,0.285,0.59
SDV_GAN,30.68958806991577,Adaboost,0.86,0.5,0.31,0.05,0.382,0.63,0.467,0.49
SDV_GAN,30.68958806991577,GBDT,0.863,0.519,0.333,0.05,0.406,0.641,0.493,0.473
