oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.83,0.818,0.22,0.013,0.346,0.603,0.359,0.552
No,0,KNN,0.82,0.619,0.317,0.05,0.419,0.633,0.475,0.484
No,0,LR,0.845,0.727,0.39,0.038,0.508,0.676,0.555,0.432
No,0,DT,0.79,0.488,0.488,0.132,0.488,0.678,0.625,0.374
No,0,RF,0.865,0.818,0.439,0.025,0.571,0.707,0.605,0.397
No,0,LightGBM,0.86,0.741,0.488,0.044,0.588,0.722,0.646,0.364
No,0,Adaboost,0.845,0.647,0.537,0.075,0.587,0.731,0.679,0.332
No,0,GBDT,0.84,0.655,0.463,0.063,0.543,0.7,0.62,0.382
Random,0.01,SVM,0.73,0.386,0.537,0.22,0.449,0.658,0.636,0.363
Random,0.01,KNN,0.775,0.45,0.439,0.138,0.444,0.65,0.582,0.409
Random,0.01,LR,0.745,0.417,0.61,0.22,0.495,0.695,0.684,0.317
Random,0.01,DT,0.785,0.475,0.463,0.132,0.469,0.666,0.604,0.391
Random,0.01,RF,0.865,0.733,0.537,0.05,0.62,0.743,0.686,0.33
Random,0.01,LightGBM,0.86,0.741,0.488,0.044,0.588,0.722,0.646,0.364
Random,0.01,Adaboost,0.82,0.556,0.61,0.126,0.581,0.742,0.718,0.29
Random,0.01,GBDT,0.84,0.629,0.537,0.082,0.579,0.727,0.677,0.333
SMOTE,0.01,SVM,0.745,0.404,0.512,0.195,0.452,0.659,0.626,0.371
SMOTE,0.01,KNN,0.765,0.438,0.512,0.17,0.472,0.671,0.634,0.365
SMOTE,0.01,LR,0.76,0.434,0.561,0.189,0.489,0.686,0.663,0.338
SMOTE,0.01,DT,0.78,0.459,0.415,0.126,0.436,0.644,0.562,0.423
SMOTE,0.01,RF,0.84,0.622,0.561,0.088,0.59,0.736,0.695,0.317
SMOTE,0.01,LightGBM,0.84,0.667,0.439,0.057,0.529,0.691,0.599,0.399
SMOTE,0.01,Adaboost,0.825,0.568,0.61,0.119,0.588,0.745,0.721,0.289
SMOTE,0.01,GBDT,0.815,0.562,0.439,0.088,0.493,0.675,0.593,0.402
ADASYN,0.01,SVM,0.705,0.359,0.561,0.258,0.438,0.652,0.639,0.36
ADASYN,0.01,KNN,0.745,0.407,0.537,0.201,0.463,0.668,0.642,0.357
ADASYN,0.01,LR,0.735,0.409,0.659,0.245,0.505,0.707,0.703,0.297
ADASYN,0.01,DT,0.795,0.5,0.585,0.151,0.539,0.717,0.693,0.312
ADASYN,0.01,RF,0.825,0.575,0.561,0.107,0.568,0.727,0.689,0.32
