oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
ADASYN,0.01,LightGBM,0.84,0.645,0.488,0.069,0.556,0.709,0.64,0.365
ADASYN,0.01,Adaboost,0.805,0.524,0.537,0.126,0.53,0.705,0.665,0.34
ADASYN,0.01,GBDT,0.785,0.475,0.463,0.132,0.469,0.666,0.604,0.391
BorderlineSMOTE,0.01,SVM,0.735,0.397,0.561,0.22,0.465,0.67,0.653,0.347
BorderlineSMOTE,0.01,KNN,0.78,0.471,0.585,0.17,0.522,0.708,0.687,0.317
BorderlineSMOTE,0.01,LR,0.735,0.4,0.585,0.226,0.475,0.679,0.666,0.334
BorderlineSMOTE,0.01,DT,0.795,0.5,0.439,0.113,0.468,0.663,0.587,0.405
BorderlineSMOTE,0.01,RF,0.835,0.6,0.585,0.101,0.593,0.742,0.709,0.302
BorderlineSMOTE,0.01,LightGBM,0.845,0.639,0.561,0.082,0.597,0.74,0.696,0.316
BorderlineSMOTE,0.01,Adaboost,0.8,0.511,0.585,0.145,0.545,0.72,0.695,0.311
BorderlineSMOTE,0.01,GBDT,0.835,0.618,0.512,0.082,0.56,0.715,0.658,0.35
SVMSMOTE,0.03,SVM,0.785,0.477,0.512,0.145,0.494,0.684,0.641,0.36
SVMSMOTE,0.03,KNN,0.785,0.475,0.463,0.132,0.469,0.666,0.604,0.391
SVMSMOTE,0.03,LR,0.805,0.524,0.537,0.126,0.53,0.705,0.665,0.34
SVMSMOTE,0.03,DT,0.795,0.5,0.561,0.145,0.529,0.708,0.678,0.327
SVMSMOTE,0.03,RF,0.86,0.697,0.561,0.063,0.622,0.749,0.702,0.314
SVMSMOTE,0.03,LightGBM,0.835,0.618,0.512,0.082,0.56,0.715,0.658,0.35
SVMSMOTE,0.03,Adaboost,0.815,0.545,0.585,0.126,0.565,0.73,0.701,0.306
SVMSMOTE,0.03,GBDT,0.815,0.553,0.512,0.107,0.532,0.703,0.651,0.353
SMOTUNED,51.78,SVM,0.77,0.455,0.61,0.189,0.521,0.711,0.696,0.307
SMOTUNED,39.97,KNN,0.745,0.414,0.585,0.214,0.485,0.686,0.671,0.33
SMOTUNED,792.01,LR,0.76,0.444,0.683,0.22,0.538,0.731,0.728,0.273
SMOTUNED,58.48,DT,0.8,0.512,0.512,0.126,0.512,0.693,0.646,0.356
SMOTUNED,216.8,RF,0.815,0.542,0.634,0.138,0.584,0.748,0.731,0.277
SMOTUNED,164.05,LightGBM,0.815,0.54,0.659,0.145,0.593,0.757,0.744,0.262
SMOTUNED,438.14,Adaboost,0.83,0.59,0.561,0.101,0.575,0.73,0.691,0.318
SMOTUNED,889.7,GBDT,0.795,0.5,0.61,0.157,0.549,0.726,0.708,0.297
DAZZLE,276.77511191368103,SVM,0.835,0.75,0.293,0.025,0.421,0.634,0.45,0.5
DAZZLE,276.77511191368103,KNN,0.795,0.5,0.293,0.075,0.369,0.609,0.445,0.503
DAZZLE,276.77511191368103,LR,0.835,0.654,0.415,0.057,0.507,0.679,0.576,0.416
DAZZLE,276.77511191368103,DT,0.735,0.37,0.415,0.182,0.391,0.616,0.55,0.434
DAZZLE,276.77511191368103,RF,0.865,0.75,0.512,0.044,0.609,0.734,0.667,0.346
DAZZLE,276.77511191368103,LightGBM,0.845,0.679,0.463,0.057,0.551,0.703,0.622,0.382
DAZZLE,276.77511191368103,Adaboost,0.825,0.607,0.415,0.069,0.493,0.673,0.574,0.417
DAZZLE,276.77511191368103,GBDT,0.82,0.564,0.537,0.107,0.55,0.715,0.67,0.336
WGAN,10.12,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,10.12,KNN,0.225,0.209,1.0,0.975,0.346,0.513,0.049,0.689
WGAN,10.12,LR,0.365,0.244,1.0,0.799,0.392,0.601,0.335,0.565
WGAN,10.12,DT,0.485,0.156,0.341,0.478,0.214,0.432,0.413,0.575
WGAN,10.12,RF,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,10.12,LightGBM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,10.12,Adaboost,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,10.12,GBDT,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
RP,0.8253183364868164,SVM,0.765,0.446,0.61,0.195,0.515,0.707,0.694,0.308
RP,0.8253183364868164,KNN,0.755,0.413,0.463,0.17,0.437,0.647,0.595,0.398
RP,0.8253183364868164,LR,0.755,0.429,0.585,0.201,0.495,0.692,0.676,0.326
RP,0.8253183364868164,DT,0.805,0.522,0.585,0.138,0.552,0.724,0.697,0.309
RP,0.8253183364868164,RF,0.84,0.622,0.561,0.088,0.59,0.736,0.695,0.317
RP,0.8253183364868164,LightGBM,0.845,0.679,0.463,0.057,0.551,0.703,0.622,0.382
RP,0.8253183364868164,Adaboost,0.83,0.595,0.537,0.094,0.564,0.721,0.674,0.334
RP,0.8253183364868164,GBDT,0.84,0.636,0.512,0.075,0.568,0.718,0.659,0.349
Howso,92.29717922210693,SVM,0.755,0.441,0.732,0.239,0.55,0.746,0.746,0.254
Howso,92.29717922210693,KNN,0.755,0.431,0.61,0.208,0.505,0.701,0.689,0.313
Howso,92.29717922210693,LR,0.74,0.413,0.634,0.233,0.5,0.701,0.694,0.307
Howso,92.29717922210693,DT,0.63,0.296,0.585,0.358,0.393,0.613,0.612,0.388
Howso,92.29717922210693,RF,0.755,0.439,0.707,0.233,0.542,0.737,0.736,0.264
Howso,92.29717922210693,LightGBM,0.78,0.474,0.659,0.189,0.551,0.735,0.727,0.276
Howso,92.29717922210693,Adaboost,0.73,0.393,0.585,0.233,0.471,0.676,0.664,0.336
Howso,92.29717922210693,GBDT,0.78,0.472,0.61,0.176,0.532,0.717,0.701,0.303
DS,0.33941006660461426,SVM,0.84,0.909,0.244,0.006,0.385,0.619,0.392,0.535
DS,0.33941006660461426,KNN,0.795,0.5,0.293,0.075,0.369,0.609,0.445,0.503
DS,0.33941006660461426,LR,0.845,0.778,0.341,0.025,0.475,0.658,0.506,0.466
DS,0.33941006660461426,DT,0.825,0.579,0.537,0.101,0.557,0.718,0.672,0.335
DS,0.33941006660461426,RF,0.875,0.864,0.463,0.019,0.603,0.722,0.629,0.38
DS,0.33941006660461426,LightGBM,0.855,0.75,0.439,0.038,0.554,0.701,0.603,0.398
DS,0.33941006660461426,Adaboost,0.85,0.667,0.537,0.069,0.595,0.734,0.681,0.331
DS,0.33941006660461426,GBDT,0.84,0.636,0.512,0.075,0.568,0.718,0.659,0.349
SDV_GC,6.968557119369507,SVM,0.855,0.875,0.341,0.013,0.491,0.664,0.507,0.466
SDV_GC,6.968557119369507,KNN,0.815,0.583,0.341,0.063,0.431,0.639,0.501,0.468
SDV_GC,6.968557119369507,LR,0.845,0.778,0.341,0.025,0.475,0.658,0.506,0.466
SDV_GC,6.968557119369507,DT,0.785,0.476,0.488,0.138,0.482,0.675,0.623,0.375
SDV_GC,6.968557119369507,RF,0.86,0.783,0.439,0.031,0.562,0.704,0.604,0.397
SDV_GC,6.968557119369507,LightGBM,0.845,0.708,0.415,0.044,0.523,0.685,0.578,0.415
SDV_GC,6.968557119369507,Adaboost,0.855,0.676,0.561,0.069,0.613,0.746,0.7,0.314
SDV_GC,6.968557119369507,GBDT,0.85,0.677,0.512,0.063,0.583,0.725,0.662,0.348
SDV_GAN,31.380160808563232,SVM,0.86,0.882,0.366,0.013,0.517,0.677,0.534,0.448
SDV_GAN,31.380160808563232,KNN,0.82,0.6,0.366,0.063,0.455,0.651,0.526,0.451
SDV_GAN,31.380160808563232,LR,0.845,0.778,0.341,0.025,0.475,0.658,0.506,0.466
SDV_GAN,31.380160808563232,DT,0.785,0.476,0.488,0.138,0.482,0.675,0.623,0.375
SDV_GAN,31.380160808563232,RF,0.84,0.667,0.439,0.057,0.529,0.691,0.599,0.399
SDV_GAN,31.380160808563232,LightGBM,0.835,0.633,0.463,0.069,0.535,0.697,0.619,0.383
SDV_GAN,31.380160808563232,Adaboost,0.805,0.529,0.439,0.101,0.48,0.669,0.59,0.403
SDV_GAN,31.380160808563232,GBDT,0.825,0.6,0.439,0.075,0.507,0.682,0.595,0.4
