oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.04,SVM,0.555,0.303,0.902,0.535,0.454,0.684,0.614,0.384
WFO,0.04,KNN,0.77,0.459,0.683,0.208,0.549,0.738,0.734,0.268
WFO,0.04,LR,0.52,0.28,0.854,0.566,0.422,0.644,0.575,0.413
WFO,0.04,DT,0.79,0.489,0.561,0.151,0.523,0.705,0.676,0.328
WFO,0.04,RF,0.88,0.743,0.634,0.057,0.684,0.789,0.758,0.262
WFO,0.04,LightGBM,0.84,0.615,0.585,0.094,0.6,0.746,0.711,0.301
WFO,0.04,Adaboost,0.76,0.446,0.707,0.226,0.547,0.74,0.739,0.262
WFO,0.04,GBDT,0.83,0.606,0.488,0.082,0.541,0.703,0.637,0.367
WFO2,0.08,SVM,0.765,0.446,0.61,0.195,0.515,0.707,0.694,0.308
WFO2,0.08,KNN,0.77,0.46,0.707,0.214,0.558,0.747,0.745,0.256
WFO2,0.08,LR,0.77,0.459,0.683,0.208,0.549,0.738,0.734,0.268
WFO2,0.08,DT,0.75,0.418,0.561,0.201,0.479,0.68,0.659,0.342
WFO2,0.08,RF,0.835,0.6,0.585,0.101,0.593,0.742,0.709,0.302
WFO2,0.08,LightGBM,0.835,0.611,0.537,0.088,0.571,0.724,0.676,0.334
WFO2,0.08,Adaboost,0.84,0.6,0.659,0.113,0.628,0.773,0.756,0.254
WFO2,0.08,GBDT,0.835,0.611,0.537,0.088,0.571,0.724,0.676,0.334
