oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SMOTUNED,40.4,KNN,0.785,0.479,0.561,0.157,0.517,0.702,0.674,0.33
SMOTUNED,768.74,LR,0.86,0.638,0.732,0.107,0.682,0.812,0.804,0.204
SMOTUNED,56.89,DT,0.785,0.481,0.61,0.17,0.538,0.72,0.703,0.301
SMOTUNED,218.14,RF,0.845,0.604,0.707,0.119,0.652,0.794,0.784,0.224
SMOTUNED,169.33,LightGBM,0.86,0.644,0.707,0.101,0.674,0.803,0.792,0.219
SMOTUNED,437.97,Adaboost,0.815,0.538,0.683,0.151,0.602,0.766,0.757,0.248
SMOTUNED,856.17,GBDT,0.82,0.545,0.732,0.157,0.625,0.787,0.783,0.22
DAZZLE,338.637654542923,SVM,0.84,0.737,0.341,0.031,0.467,0.655,0.505,0.466
DAZZLE,338.637654542923,KNN,0.825,0.6,0.439,0.075,0.507,0.682,0.595,0.4
DAZZLE,338.637654542923,LR,0.85,0.677,0.512,0.063,0.583,0.725,0.662,0.348
DAZZLE,338.637654542923,DT,0.745,0.391,0.439,0.176,0.414,0.631,0.573,0.416
DAZZLE,338.637654542923,RF,0.885,0.821,0.561,0.031,0.667,0.765,0.71,0.311
DAZZLE,338.637654542923,LightGBM,0.875,0.786,0.537,0.038,0.638,0.749,0.689,0.329
DAZZLE,338.637654542923,Adaboost,0.83,0.613,0.463,0.075,0.528,0.694,0.617,0.383
DAZZLE,338.637654542923,GBDT,0.86,0.697,0.561,0.063,0.622,0.749,0.702,0.314
WGAN,10.39,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,10.39,KNN,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,10.39,LR,0.65,0.246,0.341,0.27,0.286,0.536,0.465,0.503
WGAN,10.39,DT,0.485,0.163,0.366,0.484,0.226,0.441,0.428,0.564
WGAN,10.39,RF,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,10.39,LightGBM,0.215,0.207,1.0,0.987,0.343,0.506,0.025,0.698
WGAN,10.39,Adaboost,0.22,0.205,0.976,0.975,0.339,0.5,0.049,0.69
WGAN,10.39,GBDT,0.455,0.146,0.341,0.516,0.204,0.413,0.401,0.591
RP,0.8033137321472168,SVM,0.765,0.453,0.707,0.22,0.552,0.744,0.742,0.259
RP,0.8033137321472168,KNN,0.765,0.442,0.561,0.182,0.495,0.689,0.665,0.336
RP,0.8033137321472168,LR,0.78,0.475,0.707,0.201,0.569,0.753,0.75,0.251
RP,0.8033137321472168,DT,0.8,0.512,0.537,0.132,0.524,0.702,0.663,0.341
RP,0.8033137321472168,RF,0.87,0.703,0.634,0.069,0.667,0.782,0.754,0.263
RP,0.8033137321472168,LightGBM,0.87,0.759,0.537,0.044,0.629,0.746,0.687,0.329
RP,0.8033137321472168,Adaboost,0.81,0.541,0.488,0.107,0.513,0.69,0.631,0.37
RP,0.8033137321472168,GBDT,0.865,0.706,0.585,0.063,0.64,0.761,0.721,0.297
Howso,105.50759696960449,SVM,0.775,0.466,0.659,0.195,0.545,0.732,0.724,0.278
Howso,105.50759696960449,KNN,0.695,0.348,0.561,0.27,0.43,0.645,0.634,0.365
Howso,105.50759696960449,LR,0.79,0.492,0.732,0.195,0.588,0.768,0.767,0.235
Howso,105.50759696960449,DT,0.61,0.292,0.634,0.396,0.4,0.619,0.619,0.381
Howso,105.50759696960449,RF,0.765,0.456,0.756,0.233,0.569,0.762,0.762,0.238
Howso,105.50759696960449,LightGBM,0.795,0.5,0.78,0.201,0.61,0.79,0.79,0.211
Howso,105.50759696960449,Adaboost,0.79,0.492,0.707,0.189,0.58,0.759,0.756,0.246
Howso,105.50759696960449,GBDT,0.79,0.493,0.805,0.214,0.611,0.796,0.795,0.205
DS,0.34961771965026855,SVM,0.83,0.889,0.195,0.006,0.32,0.594,0.326,0.569
DS,0.34961771965026855,KNN,0.82,0.6,0.366,0.063,0.455,0.651,0.526,0.451
DS,0.34961771965026855,LR,0.845,0.75,0.366,0.031,0.492,0.667,0.531,0.449
DS,0.34961771965026855,DT,0.755,0.429,0.585,0.201,0.495,0.692,0.676,0.326
DS,0.34961771965026855,RF,0.88,0.87,0.488,0.019,0.625,0.734,0.652,0.362
DS,0.34961771965026855,LightGBM,0.89,0.88,0.537,0.019,0.667,0.759,0.694,0.328
DS,0.34961771965026855,Adaboost,0.855,0.731,0.463,0.044,0.567,0.71,0.624,0.381
DS,0.34961771965026855,GBDT,0.875,0.767,0.561,0.044,0.648,0.758,0.707,0.312
SDV_GC,6.617497205734253,SVM,0.85,0.867,0.317,0.013,0.464,0.652,0.48,0.483
SDV_GC,6.617497205734253,KNN,0.84,0.667,0.439,0.057,0.529,0.691,0.599,0.399
SDV_GC,6.617497205734253,LR,0.845,0.727,0.39,0.038,0.508,0.676,0.555,0.432
SDV_GC,6.617497205734253,DT,0.795,0.5,0.585,0.151,0.539,0.717,0.693,0.312
SDV_GC,6.617497205734253,RF,0.87,0.826,0.463,0.025,0.594,0.719,0.628,0.38
SDV_GC,6.617497205734253,LightGBM,0.86,0.741,0.488,0.044,0.588,0.722,0.646,0.364
SDV_GC,6.617497205734253,Adaboost,0.83,0.63,0.415,0.063,0.5,0.676,0.575,0.416
SDV_GC,6.617497205734253,GBDT,0.87,0.727,0.585,0.057,0.649,0.764,0.722,0.296
SDV_GAN,32.050079345703125,SVM,0.855,0.833,0.366,0.019,0.508,0.673,0.533,0.449
SDV_GAN,32.050079345703125,KNN,0.825,0.625,0.366,0.057,0.462,0.655,0.527,0.45
SDV_GAN,32.050079345703125,LR,0.84,0.714,0.366,0.038,0.484,0.664,0.53,0.449
SDV_GAN,32.050079345703125,DT,0.81,0.535,0.561,0.126,0.548,0.718,0.683,0.323
SDV_GAN,32.050079345703125,RF,0.865,0.75,0.512,0.044,0.609,0.734,0.667,0.346
SDV_GAN,32.050079345703125,LightGBM,0.895,0.917,0.537,0.013,0.677,0.762,0.695,0.328
SDV_GAN,32.050079345703125,Adaboost,0.84,0.696,0.39,0.044,0.5,0.673,0.554,0.432
SDV_GAN,32.050079345703125,GBDT,0.865,0.75,0.512,0.044,0.609,0.734,0.667,0.346
