oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.835,0.786,0.268,0.019,0.4,0.625,0.421,0.518
No,0,KNN,0.83,0.63,0.415,0.063,0.5,0.676,0.575,0.416
No,0,LR,0.89,0.88,0.537,0.019,0.667,0.759,0.694,0.328
No,0,DT,0.8,0.513,0.488,0.119,0.5,0.684,0.628,0.372
No,0,RF,0.865,0.818,0.439,0.025,0.571,0.707,0.605,0.397
No,0,LightGBM,0.865,0.792,0.463,0.031,0.585,0.716,0.627,0.38
No,0,Adaboost,0.875,0.75,0.585,0.05,0.658,0.768,0.724,0.295
No,0,GBDT,0.81,0.545,0.439,0.094,0.486,0.672,0.591,0.402
Random,0.01,SVM,0.84,0.596,0.683,0.119,0.636,0.782,0.769,0.24
Random,0.01,KNN,0.785,0.478,0.537,0.151,0.506,0.693,0.658,0.345
Random,0.01,LR,0.815,0.533,0.78,0.176,0.634,0.802,0.802,0.199
Random,0.01,DT,0.785,0.475,0.463,0.132,0.469,0.666,0.604,0.391
Random,0.01,RF,0.895,0.833,0.61,0.031,0.704,0.789,0.748,0.277
Random,0.01,LightGBM,0.855,0.75,0.439,0.038,0.554,0.701,0.603,0.398
Random,0.01,Adaboost,0.825,0.562,0.659,0.132,0.607,0.763,0.749,0.259
Random,0.01,GBDT,0.855,0.676,0.561,0.069,0.613,0.746,0.7,0.314
SMOTE,0.01,SVM,0.81,0.529,0.659,0.151,0.587,0.754,0.742,0.264
SMOTE,0.01,KNN,0.785,0.482,0.659,0.182,0.557,0.738,0.73,0.274
SMOTE,0.01,LR,0.82,0.544,0.756,0.164,0.633,0.796,0.794,0.208
SMOTE,0.01,DT,0.79,0.488,0.512,0.138,0.5,0.687,0.642,0.359
SMOTE,0.01,RF,0.88,0.73,0.659,0.063,0.692,0.798,0.774,0.246
SMOTE,0.01,LightGBM,0.865,0.694,0.61,0.069,0.649,0.77,0.737,0.28
SMOTE,0.01,Adaboost,0.84,0.605,0.634,0.107,0.619,0.764,0.742,0.27
SMOTE,0.01,GBDT,0.865,0.706,0.585,0.063,0.64,0.761,0.721,0.297
ADASYN,0.01,SVM,0.73,0.408,0.707,0.264,0.518,0.722,0.721,0.279
ADASYN,0.01,KNN,0.77,0.46,0.707,0.214,0.558,0.747,0.745,0.256
ADASYN,0.01,LR,0.765,0.456,0.756,0.233,0.569,0.762,0.762,0.238
ADASYN,0.01,DT,0.785,0.477,0.512,0.145,0.494,0.684,0.641,0.36
ADASYN,0.01,RF,0.875,0.69,0.707,0.082,0.699,0.813,0.799,0.215
ADASYN,0.01,LightGBM,0.875,0.75,0.585,0.05,0.658,0.768,0.724,0.295
ADASYN,0.01,Adaboost,0.84,0.596,0.683,0.119,0.636,0.782,0.769,0.24
ADASYN,0.01,GBDT,0.84,0.61,0.61,0.101,0.61,0.755,0.727,0.285
BorderlineSMOTE,0.02,SVM,0.78,0.475,0.683,0.195,0.56,0.744,0.739,0.263
BorderlineSMOTE,0.02,KNN,0.82,0.547,0.707,0.151,0.617,0.778,0.772,0.233
BorderlineSMOTE,0.02,LR,0.795,0.5,0.683,0.176,0.577,0.753,0.747,0.256
BorderlineSMOTE,0.02,DT,0.79,0.49,0.585,0.157,0.533,0.714,0.691,0.314
BorderlineSMOTE,0.02,RF,0.87,0.703,0.634,0.069,0.667,0.782,0.754,0.263
BorderlineSMOTE,0.02,LightGBM,0.855,0.688,0.537,0.063,0.603,0.737,0.682,0.331
BorderlineSMOTE,0.02,Adaboost,0.845,0.619,0.634,0.101,0.627,0.767,0.744,0.268
BorderlineSMOTE,0.02,GBDT,0.88,0.743,0.634,0.057,0.684,0.789,0.758,0.262
SVMSMOTE,0.03,SVM,0.875,0.711,0.659,0.069,0.684,0.795,0.771,0.246
SVMSMOTE,0.03,KNN,0.82,0.561,0.561,0.113,0.561,0.724,0.687,0.321
SVMSMOTE,0.03,LR,0.86,0.638,0.732,0.107,0.682,0.812,0.804,0.204
SVMSMOTE,0.03,DT,0.8,0.511,0.585,0.145,0.545,0.72,0.695,0.311
SVMSMOTE,0.03,RF,0.88,0.743,0.634,0.057,0.684,0.789,0.758,0.262
SVMSMOTE,0.03,LightGBM,0.865,0.719,0.561,0.057,0.63,0.752,0.704,0.313
SVMSMOTE,0.03,Adaboost,0.855,0.65,0.634,0.088,0.642,0.773,0.748,0.266
SVMSMOTE,0.03,GBDT,0.86,0.697,0.561,0.063,0.622,0.749,0.702,0.314
SMOTUNED,58.53,SVM,0.815,0.538,0.683,0.151,0.602,0.766,0.757,0.248
SMOTUNED,38.35,KNN,0.79,0.491,0.683,0.182,0.571,0.75,0.744,0.259
SMOTUNED,832.07,LR,0.79,0.492,0.78,0.208,0.604,0.786,0.786,0.214
SMOTUNED,55.48,DT,0.795,0.5,0.659,0.17,0.568,0.744,0.734,0.27
SMOTUNED,216.8,RF,0.85,0.608,0.756,0.126,0.674,0.815,0.811,0.194
SMOTUNED,168.69,LightGBM,0.795,0.5,0.78,0.201,0.61,0.79,0.79,0.211
SMOTUNED,457.59,Adaboost,0.855,0.65,0.634,0.088,0.642,0.773,0.748,0.266
SMOTUNED,863.21,GBDT,0.825,0.575,0.561,0.107,0.568,0.727,0.689,0.32
DAZZLE,208.55050921440125,SVM,0.845,0.857,0.293,0.013,0.436,0.64,0.452,0.5
DAZZLE,208.55050921440125,KNN,0.835,0.654,0.415,0.057,0.507,0.679,0.576,0.416
DAZZLE,208.55050921440125,LR,0.875,0.944,0.415,0.006,0.576,0.704,0.585,0.414
DAZZLE,208.55050921440125,DT,0.785,0.475,0.463,0.132,0.469,0.666,0.604,0.391
DAZZLE,208.55050921440125,RF,0.865,0.792,0.463,0.031,0.585,0.716,0.627,0.38
DAZZLE,208.55050921440125,LightGBM,0.865,0.792,0.463,0.031,0.585,0.716,0.627,0.38
DAZZLE,208.55050921440125,Adaboost,0.87,0.727,0.585,0.057,0.649,0.764,0.722,0.296
DAZZLE,208.55050921440125,GBDT,0.88,0.793,0.561,0.038,0.657,0.762,0.709,0.312
WGAN,9.95,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,9.95,KNN,0.215,0.207,1.0,0.987,0.343,0.506,0.025,0.698
WGAN,9.95,LR,0.265,0.212,0.951,0.912,0.347,0.52,0.161,0.646
WGAN,9.95,DT,0.235,0.192,0.854,0.925,0.314,0.465,0.139,0.662
WGAN,9.95,RF,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,9.95,LightGBM,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,9.95,Adaboost,0.765,0.0,0.0,0.038,0.0,0.481,0.0,0.708
WGAN,9.95,GBDT,0.55,0.07,0.098,0.333,0.082,0.382,0.17,0.68
RP,0.7984621524810791,SVM,0.775,0.471,0.78,0.226,0.587,0.777,0.777,0.223
RP,0.7984621524810791,KNN,0.745,0.414,0.585,0.214,0.485,0.686,0.671,0.33
RP,0.7984621524810791,LR,0.785,0.484,0.756,0.208,0.59,0.774,0.774,0.226
RP,0.7984621524810791,DT,0.82,0.553,0.634,0.132,0.591,0.751,0.733,0.275
RP,0.7984621524810791,RF,0.87,0.683,0.683,0.082,0.683,0.801,0.783,0.232
RP,0.7984621524810791,LightGBM,0.87,0.742,0.561,0.05,0.639,0.755,0.705,0.312
RP,0.7984621524810791,Adaboost,0.82,0.561,0.561,0.113,0.561,0.724,0.687,0.321
RP,0.7984621524810791,GBDT,0.855,0.676,0.561,0.069,0.613,0.746,0.7,0.314
Howso,88.92826461791992,SVM,0.78,0.478,0.805,0.226,0.6,0.789,0.789,0.211
Howso,88.92826461791992,KNN,0.77,0.462,0.732,0.22,0.566,0.756,0.755,0.245
Howso,88.92826461791992,LR,0.795,0.5,0.78,0.201,0.61,0.79,0.79,0.211
Howso,88.92826461791992,DT,0.7,0.38,0.732,0.308,0.5,0.712,0.711,0.289
Howso,88.92826461791992,RF,0.825,0.548,0.829,0.176,0.66,0.827,0.827,0.173
Howso,88.92826461791992,LightGBM,0.815,0.532,0.805,0.182,0.641,0.811,0.811,0.189
Howso,88.92826461791992,Adaboost,0.76,0.455,0.854,0.264,0.593,0.795,0.79,0.214
