oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.86,0.882,0.366,0.013,0.517,0.677,0.534,0.448
No,0,KNN,0.865,0.75,0.512,0.044,0.609,0.734,0.667,0.346
No,0,LR,0.855,0.75,0.439,0.038,0.554,0.701,0.603,0.398
No,0,DT,0.76,0.431,0.537,0.182,0.478,0.677,0.648,0.352
No,0,RF,0.85,0.704,0.463,0.05,0.559,0.707,0.623,0.381
No,0,LightGBM,0.86,0.741,0.488,0.044,0.588,0.722,0.646,0.364
No,0,Adaboost,0.835,0.618,0.512,0.082,0.56,0.715,0.658,0.35
No,0,GBDT,0.82,0.561,0.561,0.113,0.561,0.724,0.687,0.321
Random,0.01,SVM,0.75,0.421,0.585,0.208,0.49,0.689,0.673,0.328
Random,0.01,KNN,0.76,0.444,0.683,0.22,0.538,0.731,0.728,0.273
Random,0.01,LR,0.745,0.424,0.683,0.239,0.523,0.722,0.72,0.281
Random,0.01,DT,0.815,0.548,0.561,0.119,0.554,0.721,0.685,0.322
Random,0.01,RF,0.835,0.625,0.488,0.075,0.548,0.706,0.639,0.366
Random,0.01,LightGBM,0.835,0.618,0.512,0.082,0.56,0.715,0.658,0.35
Random,0.01,Adaboost,0.815,0.543,0.61,0.132,0.575,0.739,0.716,0.291
Random,0.01,GBDT,0.805,0.528,0.463,0.107,0.494,0.678,0.61,0.387
SMOTE,0.01,SVM,0.755,0.426,0.561,0.195,0.484,0.683,0.661,0.34
SMOTE,0.01,KNN,0.75,0.433,0.707,0.239,0.537,0.734,0.733,0.267
SMOTE,0.01,LR,0.765,0.448,0.634,0.201,0.525,0.716,0.707,0.295
SMOTE,0.01,DT,0.805,0.518,0.707,0.17,0.598,0.769,0.764,0.239
SMOTE,0.01,RF,0.84,0.61,0.61,0.101,0.61,0.755,0.727,0.285
SMOTE,0.01,LightGBM,0.84,0.615,0.585,0.094,0.6,0.746,0.711,0.301
SMOTE,0.01,Adaboost,0.8,0.509,0.683,0.17,0.583,0.757,0.749,0.254
SMOTE,0.01,GBDT,0.835,0.591,0.634,0.113,0.612,0.76,0.739,0.271
ADASYN,0.01,SVM,0.695,0.361,0.634,0.289,0.46,0.672,0.67,0.33
ADASYN,0.01,KNN,0.72,0.394,0.683,0.27,0.5,0.706,0.705,0.295
ADASYN,0.01,LR,0.745,0.429,0.732,0.252,0.541,0.74,0.74,0.26
ADASYN,0.01,DT,0.735,0.393,0.537,0.214,0.454,0.661,0.638,0.361
ADASYN,0.01,RF,0.81,0.531,0.634,0.145,0.578,0.745,0.728,0.278
ADASYN,0.01,LightGBM,0.845,0.639,0.561,0.082,0.597,0.74,0.696,0.316
ADASYN,0.01,Adaboost,0.785,0.481,0.634,0.176,0.547,0.729,0.717,0.287
ADASYN,0.01,GBDT,0.81,0.538,0.512,0.113,0.525,0.699,0.649,0.354
BorderlineSMOTE,0.01,SVM,0.73,0.39,0.561,0.226,0.46,0.667,0.65,0.349
BorderlineSMOTE,0.01,KNN,0.735,0.414,0.707,0.258,0.523,0.725,0.724,0.276
BorderlineSMOTE,0.01,LR,0.72,0.394,0.683,0.27,0.5,0.706,0.705,0.295
BorderlineSMOTE,0.01,DT,0.765,0.444,0.585,0.189,0.505,0.698,0.68,0.322
BorderlineSMOTE,0.01,RF,0.82,0.558,0.585,0.119,0.571,0.733,0.703,0.305
BorderlineSMOTE,0.01,LightGBM,0.835,0.611,0.537,0.088,0.571,0.724,0.676,0.334
BorderlineSMOTE,0.01,Adaboost,0.795,0.5,0.707,0.182,0.586,0.762,0.758,0.244
BorderlineSMOTE,0.01,GBDT,0.83,0.59,0.561,0.101,0.575,0.73,0.691,0.318
SVMSMOTE,0.04,SVM,0.8,0.512,0.537,0.132,0.524,0.702,0.663,0.341
SVMSMOTE,0.04,KNN,0.755,0.438,0.683,0.226,0.533,0.728,0.725,0.275
SVMSMOTE,0.04,LR,0.785,0.481,0.61,0.17,0.538,0.72,0.703,0.301
SVMSMOTE,0.04,DT,0.745,0.414,0.585,0.214,0.485,0.686,0.671,0.33
SVMSMOTE,0.04,RF,0.835,0.6,0.585,0.101,0.593,0.742,0.709,0.302
SVMSMOTE,0.04,LightGBM,0.845,0.632,0.585,0.088,0.608,0.749,0.713,0.3
SVMSMOTE,0.04,Adaboost,0.8,0.509,0.659,0.164,0.574,0.748,0.737,0.268
SVMSMOTE,0.04,GBDT,0.825,0.579,0.537,0.101,0.557,0.718,0.672,0.335
