oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.875,1.0,0.39,0.0,0.561,0.695,0.561,0.431
No,0,KNN,0.835,0.625,0.488,0.075,0.548,0.706,0.639,0.366
No,0,LR,0.85,0.704,0.463,0.05,0.559,0.707,0.623,0.381
No,0,DT,0.82,0.558,0.585,0.119,0.571,0.733,0.703,0.305
No,0,RF,0.875,0.808,0.512,0.031,0.627,0.74,0.67,0.346
No,0,LightGBM,0.88,0.84,0.512,0.025,0.636,0.744,0.672,0.345
No,0,Adaboost,0.82,0.571,0.488,0.094,0.526,0.697,0.634,0.368
No,0,GBDT,0.83,0.6,0.512,0.088,0.553,0.712,0.656,0.351
Random,0.01,SVM,0.765,0.444,0.585,0.189,0.505,0.698,0.68,0.322
Random,0.01,KNN,0.805,0.519,0.683,0.164,0.589,0.76,0.752,0.252
Random,0.01,LR,0.755,0.438,0.683,0.226,0.533,0.728,0.725,0.275
Random,0.01,DT,0.8,0.513,0.488,0.119,0.5,0.684,0.628,0.372
Random,0.01,RF,0.85,0.69,0.488,0.057,0.571,0.716,0.643,0.364
Random,0.01,LightGBM,0.855,0.7,0.512,0.057,0.592,0.728,0.664,0.347
Random,0.01,Adaboost,0.755,0.423,0.537,0.189,0.473,0.674,0.646,0.354
Random,0.01,GBDT,0.82,0.576,0.463,0.088,0.514,0.688,0.615,0.384
SMOTE,0.01,SVM,0.77,0.451,0.561,0.176,0.5,0.692,0.667,0.334
SMOTE,0.01,KNN,0.79,0.492,0.707,0.189,0.58,0.759,0.756,0.246
SMOTE,0.01,LR,0.78,0.475,0.707,0.201,0.569,0.753,0.75,0.251
SMOTE,0.01,DT,0.775,0.46,0.561,0.17,0.505,0.696,0.67,0.333
SMOTE,0.01,RF,0.85,0.634,0.634,0.094,0.634,0.77,0.746,0.267
SMOTE,0.01,LightGBM,0.85,0.649,0.585,0.082,0.615,0.752,0.715,0.299
SMOTE,0.01,Adaboost,0.795,0.5,0.585,0.151,0.539,0.717,0.693,0.312
SMOTE,0.01,GBDT,0.835,0.605,0.561,0.094,0.582,0.733,0.693,0.318
ADASYN,0.01,SVM,0.68,0.347,0.634,0.308,0.448,0.663,0.662,0.338
ADASYN,0.01,KNN,0.78,0.476,0.732,0.208,0.577,0.762,0.761,0.24
ADASYN,0.01,LR,0.72,0.394,0.683,0.27,0.5,0.706,0.705,0.295
ADASYN,0.01,DT,0.74,0.396,0.512,0.201,0.447,0.655,0.624,0.373
ADASYN,0.01,RF,0.84,0.61,0.61,0.101,0.61,0.755,0.727,0.285
ADASYN,0.01,LightGBM,0.86,0.676,0.61,0.075,0.641,0.767,0.735,0.281
ADASYN,0.01,Adaboost,0.795,0.5,0.512,0.132,0.506,0.69,0.644,0.357
ADASYN,0.01,GBDT,0.82,0.556,0.61,0.126,0.581,0.742,0.718,0.29
BorderlineSMOTE,0.01,SVM,0.745,0.417,0.61,0.22,0.495,0.695,0.684,0.317
BorderlineSMOTE,0.01,KNN,0.8,0.509,0.707,0.176,0.592,0.766,0.761,0.242
BorderlineSMOTE,0.01,LR,0.75,0.429,0.659,0.226,0.519,0.716,0.711,0.29
BorderlineSMOTE,0.01,DT,0.79,0.489,0.561,0.151,0.523,0.705,0.676,0.328
BorderlineSMOTE,0.01,RF,0.835,0.595,0.61,0.107,0.602,0.751,0.725,0.286
BorderlineSMOTE,0.01,LightGBM,0.87,0.714,0.61,0.063,0.658,0.773,0.739,0.28
BorderlineSMOTE,0.01,Adaboost,0.785,0.476,0.488,0.138,0.482,0.675,0.623,0.375
BorderlineSMOTE,0.01,GBDT,0.835,0.595,0.61,0.107,0.602,0.751,0.725,0.286
SVMSMOTE,0.04,SVM,0.785,0.481,0.61,0.17,0.538,0.72,0.703,0.301
SVMSMOTE,0.04,KNN,0.8,0.509,0.659,0.164,0.574,0.748,0.737,0.268
SVMSMOTE,0.04,LR,0.795,0.5,0.659,0.17,0.568,0.744,0.734,0.27
SVMSMOTE,0.04,DT,0.785,0.479,0.561,0.157,0.517,0.702,0.674,0.33
SVMSMOTE,0.04,RF,0.825,0.575,0.561,0.107,0.568,0.727,0.689,0.32
SVMSMOTE,0.04,LightGBM,0.855,0.676,0.561,0.069,0.613,0.746,0.7,0.314
SVMSMOTE,0.04,Adaboost,0.82,0.561,0.561,0.113,0.561,0.724,0.687,0.321
SVMSMOTE,0.04,GBDT,0.795,0.5,0.61,0.157,0.549,0.726,0.708,0.297
