oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SMOTUNED,55.94,SVM,0.765,0.452,0.683,0.214,0.544,0.735,0.731,0.27
SMOTUNED,39.67,KNN,0.795,0.5,0.585,0.151,0.539,0.717,0.693,0.312
SMOTUNED,774.56,LR,0.775,0.467,0.683,0.201,0.554,0.741,0.736,0.266
SMOTUNED,59.48,DT,0.72,0.385,0.61,0.252,0.472,0.679,0.672,0.328
SMOTUNED,216.35,RF,0.795,0.5,0.659,0.17,0.568,0.744,0.734,0.27
SMOTUNED,170.25,LightGBM,0.79,0.491,0.683,0.182,0.571,0.75,0.744,0.259
SMOTUNED,457.83,Adaboost,0.76,0.441,0.634,0.208,0.52,0.713,0.705,0.297
SMOTUNED,904.99,GBDT,0.785,0.483,0.707,0.195,0.574,0.756,0.753,0.249
DAZZLE,269.12447595596313,SVM,0.84,1.0,0.22,0.0,0.36,0.61,0.36,0.552
DAZZLE,269.12447595596313,KNN,0.825,0.6,0.439,0.075,0.507,0.682,0.595,0.4
DAZZLE,269.12447595596313,LR,0.84,0.737,0.341,0.031,0.467,0.655,0.505,0.466
DAZZLE,269.12447595596313,DT,0.79,0.487,0.463,0.126,0.475,0.669,0.606,0.39
DAZZLE,269.12447595596313,RF,0.875,0.833,0.488,0.025,0.615,0.731,0.65,0.363
DAZZLE,269.12447595596313,LightGBM,0.85,0.677,0.512,0.063,0.583,0.725,0.662,0.348
DAZZLE,269.12447595596313,Adaboost,0.82,0.576,0.463,0.088,0.514,0.688,0.615,0.384
DAZZLE,269.12447595596313,GBDT,0.845,0.632,0.585,0.088,0.608,0.749,0.713,0.3
WGAN,9.92,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,9.92,KNN,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,9.92,LR,0.33,0.231,0.976,0.836,0.374,0.57,0.28,0.592
WGAN,9.92,DT,0.345,0.164,0.537,0.704,0.251,0.416,0.381,0.596
WGAN,9.92,RF,0.2,0.201,0.976,1.0,0.333,0.488,0.0,0.707
WGAN,9.92,LightGBM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,9.92,Adaboost,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,9.92,GBDT,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
RP,0.7984118461608887,SVM,0.75,0.431,0.683,0.233,0.528,0.725,0.723,0.278
RP,0.7984118461608887,KNN,0.795,0.5,0.659,0.17,0.568,0.744,0.734,0.27
RP,0.7984118461608887,LR,0.745,0.422,0.659,0.233,0.514,0.713,0.709,0.292
RP,0.7984118461608887,DT,0.765,0.452,0.683,0.214,0.544,0.735,0.731,0.27
RP,0.7984118461608887,RF,0.83,0.578,0.634,0.119,0.605,0.757,0.737,0.272
RP,0.7984118461608887,LightGBM,0.845,0.619,0.634,0.101,0.627,0.767,0.744,0.268
RP,0.7984118461608887,Adaboost,0.765,0.444,0.585,0.189,0.505,0.698,0.68,0.322
RP,0.7984118461608887,GBDT,0.85,0.641,0.61,0.088,0.625,0.761,0.731,0.283
Howso,104.7638213634491,SVM,0.745,0.422,0.659,0.233,0.514,0.713,0.709,0.292
Howso,104.7638213634491,KNN,0.8,0.51,0.634,0.157,0.565,0.738,0.724,0.282
Howso,104.7638213634491,LR,0.725,0.403,0.707,0.27,0.513,0.718,0.718,0.282
Howso,104.7638213634491,DT,0.76,0.448,0.732,0.233,0.556,0.75,0.749,0.251
Howso,104.7638213634491,RF,0.755,0.438,0.683,0.226,0.533,0.728,0.725,0.275
Howso,104.7638213634491,LightGBM,0.81,0.525,0.756,0.176,0.62,0.79,0.789,0.213
Howso,104.7638213634491,Adaboost,0.755,0.438,0.683,0.226,0.533,0.728,0.725,0.275
Howso,104.7638213634491,GBDT,0.74,0.415,0.659,0.239,0.509,0.71,0.706,0.295
DS,0.34767580032348633,SVM,0.845,1.0,0.244,0.0,0.392,0.622,0.392,0.535
DS,0.34767580032348633,KNN,0.83,0.621,0.439,0.069,0.514,0.685,0.597,0.4
DS,0.34767580032348633,LR,0.855,0.75,0.439,0.038,0.554,0.701,0.603,0.398
DS,0.34767580032348633,DT,0.79,0.488,0.488,0.132,0.488,0.678,0.625,0.374
DS,0.34767580032348633,RF,0.88,0.815,0.537,0.031,0.647,0.753,0.691,0.328
DS,0.34767580032348633,LightGBM,0.88,0.774,0.585,0.044,0.667,0.771,0.726,0.295
DS,0.34767580032348633,Adaboost,0.82,0.564,0.537,0.107,0.55,0.715,0.67,0.336
DS,0.34767580032348633,GBDT,0.82,0.561,0.561,0.113,0.561,0.724,0.687,0.321
SDV_GC,7.444867372512817,SVM,0.81,0.538,0.512,0.113,0.525,0.699,0.649,0.354
SDV_GC,7.444867372512817,KNN,0.82,0.571,0.488,0.094,0.526,0.697,0.634,0.368
SDV_GC,7.444867372512817,LR,0.835,0.625,0.488,0.075,0.548,0.706,0.639,0.366
SDV_GC,7.444867372512817,DT,0.785,0.478,0.537,0.151,0.506,0.693,0.658,0.345
SDV_GC,7.444867372512817,RF,0.875,0.767,0.561,0.044,0.648,0.758,0.707,0.312
SDV_GC,7.444867372512817,LightGBM,0.86,0.724,0.512,0.05,0.6,0.731,0.665,0.347
SDV_GC,7.444867372512817,Adaboost,0.795,0.5,0.463,0.119,0.481,0.672,0.607,0.389
SDV_GC,7.444867372512817,GBDT,0.85,0.677,0.512,0.063,0.583,0.725,0.662,0.348
SDV_GAN,31.392168045043945,SVM,0.855,0.75,0.439,0.038,0.554,0.701,0.603,0.398
SDV_GAN,31.392168045043945,KNN,0.83,0.613,0.463,0.075,0.528,0.694,0.617,0.383
SDV_GAN,31.392168045043945,LR,0.865,0.818,0.439,0.025,0.571,0.707,0.605,0.397
SDV_GAN,31.392168045043945,DT,0.775,0.455,0.488,0.151,0.471,0.668,0.62,0.378
SDV_GAN,31.392168045043945,RF,0.865,0.733,0.537,0.05,0.62,0.743,0.686,0.33
SDV_GAN,31.392168045043945,LightGBM,0.855,0.688,0.537,0.063,0.603,0.737,0.682,0.331
SDV_GAN,31.392168045043945,Adaboost,0.835,0.611,0.537,0.088,0.571,0.724,0.676,0.334
SDV_GAN,31.392168045043945,GBDT,0.805,0.524,0.537,0.126,0.53,0.705,0.665,0.34
