oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.835,0.722,0.317,0.031,0.441,0.643,0.478,0.483
No,0,KNN,0.805,0.531,0.415,0.094,0.466,0.66,0.569,0.419
No,0,LR,0.845,0.679,0.463,0.057,0.551,0.703,0.622,0.382
No,0,DT,0.77,0.453,0.585,0.182,0.511,0.701,0.682,0.32
No,0,RF,0.875,0.833,0.488,0.025,0.615,0.731,0.65,0.363
No,0,LightGBM,0.84,0.645,0.488,0.069,0.556,0.709,0.64,0.365
No,0,Adaboost,0.84,0.629,0.537,0.082,0.579,0.727,0.677,0.333
No,0,GBDT,0.85,0.667,0.537,0.069,0.595,0.734,0.681,0.331
Random,0.01,SVM,0.735,0.417,0.732,0.264,0.531,0.734,0.734,0.266
Random,0.01,KNN,0.765,0.446,0.61,0.195,0.515,0.707,0.694,0.308
Random,0.01,LR,0.75,0.433,0.707,0.239,0.537,0.734,0.733,0.267
Random,0.01,DT,0.825,0.583,0.512,0.094,0.545,0.709,0.654,0.351
Random,0.01,RF,0.845,0.639,0.561,0.082,0.597,0.74,0.696,0.316
Random,0.01,LightGBM,0.845,0.656,0.512,0.069,0.575,0.722,0.661,0.348
Random,0.01,Adaboost,0.81,0.531,0.634,0.145,0.578,0.745,0.728,0.278
Random,0.01,GBDT,0.82,0.553,0.634,0.132,0.591,0.751,0.733,0.275
SMOTE,0.01,SVM,0.7,0.37,0.659,0.289,0.474,0.685,0.684,0.316
SMOTE,0.01,KNN,0.735,0.403,0.61,0.233,0.485,0.689,0.68,0.321
SMOTE,0.01,LR,0.72,0.391,0.659,0.264,0.491,0.697,0.695,0.305
SMOTE,0.01,DT,0.775,0.464,0.634,0.189,0.536,0.723,0.712,0.291
SMOTE,0.01,RF,0.82,0.561,0.561,0.113,0.561,0.724,0.687,0.321
SMOTE,0.01,LightGBM,0.83,0.59,0.561,0.101,0.575,0.73,0.691,0.318
SMOTE,0.01,Adaboost,0.835,0.58,0.707,0.132,0.637,0.788,0.779,0.227
SMOTE,0.01,GBDT,0.8,0.513,0.488,0.119,0.5,0.684,0.628,0.372
ADASYN,0.02,SVM,0.645,0.326,0.683,0.365,0.441,0.659,0.658,0.342
ADASYN,0.02,KNN,0.705,0.378,0.683,0.289,0.487,0.697,0.697,0.304
ADASYN,0.02,LR,0.66,0.333,0.659,0.34,0.443,0.659,0.659,0.341
ADASYN,0.02,DT,0.745,0.407,0.537,0.201,0.463,0.668,0.642,0.357
ADASYN,0.02,RF,0.8,0.51,0.634,0.157,0.565,0.738,0.724,0.282
ADASYN,0.02,LightGBM,0.825,0.575,0.561,0.107,0.568,0.727,0.689,0.32
ADASYN,0.02,Adaboost,0.78,0.472,0.61,0.176,0.532,0.717,0.701,0.303
ADASYN,0.02,GBDT,0.82,0.561,0.561,0.113,0.561,0.724,0.687,0.321
BorderlineSMOTE,0.01,SVM,0.655,0.329,0.659,0.346,0.439,0.656,0.656,0.344
BorderlineSMOTE,0.01,KNN,0.73,0.406,0.683,0.258,0.509,0.713,0.711,0.289
BorderlineSMOTE,0.01,LR,0.685,0.351,0.634,0.302,0.452,0.666,0.665,0.335
BorderlineSMOTE,0.01,DT,0.735,0.4,0.585,0.226,0.475,0.679,0.666,0.334
BorderlineSMOTE,0.01,RF,0.815,0.545,0.585,0.126,0.565,0.73,0.701,0.306
BorderlineSMOTE,0.01,LightGBM,0.82,0.564,0.537,0.107,0.55,0.715,0.67,0.336
BorderlineSMOTE,0.01,Adaboost,0.81,0.532,0.61,0.138,0.568,0.736,0.714,0.293
BorderlineSMOTE,0.01,GBDT,0.795,0.5,0.512,0.132,0.506,0.69,0.644,0.357
SVMSMOTE,0.03,SVM,0.76,0.439,0.61,0.201,0.51,0.704,0.692,0.31
SVMSMOTE,0.03,KNN,0.705,0.355,0.537,0.252,0.427,0.643,0.625,0.373
SVMSMOTE,0.03,LR,0.78,0.474,0.659,0.189,0.551,0.735,0.727,0.276
SVMSMOTE,0.03,DT,0.755,0.429,0.585,0.201,0.495,0.692,0.676,0.326
SVMSMOTE,0.03,RF,0.835,0.583,0.683,0.126,0.629,0.779,0.767,0.241
SVMSMOTE,0.03,LightGBM,0.81,0.537,0.537,0.119,0.537,0.709,0.667,0.338
SVMSMOTE,0.03,Adaboost,0.825,0.562,0.659,0.132,0.607,0.763,0.749,0.259
SVMSMOTE,0.03,GBDT,0.81,0.533,0.585,0.132,0.558,0.727,0.699,0.308
SMOTUNED,53.98,SVM,0.725,0.415,0.829,0.302,0.553,0.764,0.758,0.245
SMOTUNED,39.66,KNN,0.68,0.333,0.561,0.289,0.418,0.636,0.627,0.372
