oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.03,SVM,0.59,0.305,0.78,0.459,0.438,0.661,0.639,0.36
WFO,0.03,KNN,0.705,0.339,0.463,0.233,0.392,0.615,0.578,0.414
WFO,0.03,LR,0.635,0.337,0.805,0.409,0.475,0.698,0.682,0.32
WFO,0.03,DT,0.78,0.462,0.439,0.132,0.45,0.653,0.583,0.408
WFO,0.03,RF,0.82,0.6,0.366,0.063,0.455,0.651,0.526,0.451
WFO,0.03,LightGBM,0.825,0.607,0.415,0.069,0.493,0.673,0.574,0.417
WFO,0.03,Adaboost,0.77,0.451,0.561,0.176,0.5,0.692,0.667,0.334
WFO,0.03,GBDT,0.81,0.548,0.415,0.088,0.472,0.663,0.57,0.419
WFO2,0.08,SVM,0.75,0.4,0.439,0.17,0.419,0.635,0.574,0.414
WFO2,0.08,KNN,0.695,0.328,0.463,0.245,0.384,0.609,0.574,0.417
WFO2,0.08,LR,0.77,0.453,0.585,0.182,0.511,0.701,0.682,0.32
WFO2,0.08,DT,0.76,0.426,0.488,0.17,0.455,0.659,0.615,0.382
WFO2,0.08,RF,0.815,0.571,0.39,0.075,0.464,0.657,0.549,0.434
WFO2,0.08,LightGBM,0.82,0.593,0.39,0.069,0.471,0.661,0.55,0.434
WFO2,0.08,Adaboost,0.79,0.487,0.463,0.126,0.475,0.669,0.606,0.39
WFO2,0.08,GBDT,0.82,0.581,0.439,0.082,0.5,0.679,0.594,0.401
