oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.84,0.765,0.317,0.025,0.448,0.646,0.479,0.483
No,0,KNN,0.86,0.783,0.439,0.031,0.562,0.704,0.604,0.397
No,0,LR,0.865,0.938,0.366,0.006,0.526,0.68,0.535,0.448
No,0,DT,0.82,0.581,0.439,0.082,0.5,0.679,0.594,0.401
No,0,RF,0.86,0.783,0.439,0.031,0.562,0.704,0.604,0.397
No,0,LightGBM,0.87,0.778,0.512,0.038,0.618,0.737,0.669,0.346
No,0,Adaboost,0.845,0.692,0.439,0.05,0.537,0.694,0.6,0.398
No,0,GBDT,0.82,0.581,0.439,0.082,0.5,0.679,0.594,0.401
Random,0.01,SVM,0.785,0.48,0.585,0.164,0.527,0.711,0.689,0.315
Random,0.01,KNN,0.8,0.51,0.634,0.157,0.565,0.738,0.724,0.282
Random,0.01,LR,0.82,0.553,0.634,0.132,0.591,0.751,0.733,0.275
Random,0.01,DT,0.83,0.595,0.537,0.094,0.564,0.721,0.674,0.334
Random,0.01,RF,0.875,0.767,0.561,0.044,0.648,0.758,0.707,0.312
Random,0.01,LightGBM,0.86,0.71,0.537,0.057,0.611,0.74,0.684,0.33
Random,0.01,Adaboost,0.835,0.591,0.634,0.113,0.612,0.76,0.739,0.271
Random,0.01,GBDT,0.875,0.75,0.585,0.05,0.658,0.768,0.724,0.295
SMOTE,0.01,SVM,0.79,0.49,0.61,0.164,0.543,0.723,0.705,0.299
SMOTE,0.01,KNN,0.785,0.481,0.634,0.176,0.547,0.729,0.717,0.287
SMOTE,0.01,LR,0.795,0.5,0.585,0.151,0.539,0.717,0.693,0.312
SMOTE,0.01,DT,0.755,0.417,0.488,0.176,0.449,0.656,0.613,0.383
SMOTE,0.01,RF,0.86,0.697,0.561,0.063,0.622,0.749,0.702,0.314
SMOTE,0.01,LightGBM,0.86,0.71,0.537,0.057,0.611,0.74,0.684,0.33
SMOTE,0.01,Adaboost,0.805,0.524,0.537,0.126,0.53,0.705,0.665,0.34
SMOTE,0.01,GBDT,0.865,0.694,0.61,0.069,0.649,0.77,0.737,0.28
ADASYN,0.01,SVM,0.76,0.449,0.756,0.239,0.564,0.759,0.759,0.241
ADASYN,0.01,KNN,0.79,0.491,0.683,0.182,0.571,0.75,0.744,0.259
ADASYN,0.01,LR,0.775,0.467,0.683,0.201,0.554,0.741,0.736,0.266
ADASYN,0.01,DT,0.81,0.528,0.683,0.157,0.596,0.763,0.754,0.25
ADASYN,0.01,RF,0.875,0.75,0.585,0.05,0.658,0.768,0.724,0.295
ADASYN,0.01,LightGBM,0.85,0.69,0.488,0.057,0.571,0.716,0.643,0.364
ADASYN,0.01,Adaboost,0.8,0.512,0.537,0.132,0.524,0.702,0.663,0.341
ADASYN,0.01,GBDT,0.845,0.632,0.585,0.088,0.608,0.749,0.713,0.3
BorderlineSMOTE,0.01,SVM,0.795,0.5,0.634,0.164,0.559,0.735,0.721,0.283
BorderlineSMOTE,0.01,KNN,0.81,0.529,0.659,0.151,0.587,0.754,0.742,0.264
BorderlineSMOTE,0.01,LR,0.815,0.542,0.634,0.138,0.584,0.748,0.731,0.277
