oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.04,SVM,0.605,0.33,0.902,0.472,0.484,0.715,0.666,0.341
WFO,0.04,KNN,0.765,0.448,0.634,0.201,0.525,0.716,0.707,0.295
WFO,0.04,LR,0.54,0.282,0.805,0.528,0.418,0.638,0.595,0.398
WFO,0.04,DT,0.79,0.488,0.512,0.138,0.5,0.687,0.642,0.359
WFO,0.04,RF,0.8,0.514,0.439,0.107,0.474,0.666,0.589,0.404
WFO,0.04,LightGBM,0.855,0.688,0.537,0.063,0.603,0.737,0.682,0.331
WFO,0.04,Adaboost,0.715,0.371,0.561,0.245,0.447,0.658,0.644,0.356
WFO,0.04,GBDT,0.805,0.526,0.488,0.113,0.506,0.687,0.629,0.371
WFO2,0.16,SVM,0.755,0.423,0.537,0.189,0.473,0.674,0.646,0.354
WFO2,0.16,KNN,0.76,0.448,0.732,0.233,0.556,0.75,0.749,0.251
WFO2,0.16,LR,0.775,0.462,0.585,0.176,0.516,0.705,0.684,0.319
WFO2,0.16,DT,0.74,0.4,0.537,0.208,0.458,0.665,0.64,0.359
WFO2,0.16,RF,0.825,0.583,0.512,0.094,0.545,0.709,0.654,0.351
WFO2,0.16,LightGBM,0.835,0.643,0.439,0.063,0.522,0.688,0.598,0.399
WFO2,0.16,Adaboost,0.8,0.512,0.512,0.126,0.512,0.693,0.646,0.356
WFO2,0.16,GBDT,0.825,0.588,0.488,0.088,0.533,0.7,0.636,0.367
