oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.04,SVM,0.565,0.308,0.902,0.522,0.46,0.69,0.625,0.376
WFO,0.04,KNN,0.775,0.467,0.683,0.201,0.554,0.741,0.736,0.266
WFO,0.04,LR,0.56,0.303,0.878,0.522,0.45,0.678,0.619,0.379
WFO,0.04,DT,0.8,0.512,0.512,0.126,0.512,0.693,0.646,0.356
WFO,0.04,RF,0.825,0.579,0.537,0.101,0.557,0.718,0.672,0.335
WFO,0.04,LightGBM,0.86,0.697,0.561,0.063,0.622,0.749,0.702,0.314
WFO,0.04,Adaboost,0.785,0.484,0.732,0.201,0.583,0.765,0.764,0.237
WFO,0.04,GBDT,0.81,0.533,0.585,0.132,0.558,0.727,0.699,0.308
WFO2,0.08,SVM,0.74,0.425,0.756,0.264,0.544,0.746,0.746,0.254
WFO2,0.08,KNN,0.74,0.42,0.707,0.252,0.527,0.728,0.727,0.273
WFO2,0.08,LR,0.72,0.391,0.659,0.264,0.491,0.697,0.695,0.305
WFO2,0.08,DT,0.8,0.51,0.634,0.157,0.565,0.738,0.724,0.282
WFO2,0.08,RF,0.86,0.667,0.634,0.082,0.65,0.776,0.75,0.265
WFO2,0.08,LightGBM,0.85,0.657,0.561,0.075,0.605,0.743,0.698,0.315
WFO2,0.08,Adaboost,0.79,0.49,0.585,0.157,0.533,0.714,0.691,0.314
WFO2,0.08,GBDT,0.775,0.452,0.463,0.145,0.458,0.659,0.601,0.393
