oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SDV_GC,7.029785871505737,Adaboost,0.825,0.568,0.61,0.119,0.588,0.745,0.721,0.289
SDV_GC,7.029785871505737,GBDT,0.855,0.625,0.732,0.113,0.674,0.809,0.802,0.206
SDV_GAN,32.67778968811035,SVM,0.855,0.688,0.537,0.063,0.603,0.737,0.682,0.331
SDV_GAN,32.67778968811035,KNN,0.85,0.677,0.512,0.063,0.583,0.725,0.662,0.348
SDV_GAN,32.67778968811035,LR,0.84,0.636,0.512,0.075,0.568,0.718,0.659,0.349
SDV_GAN,32.67778968811035,DT,0.84,0.592,0.707,0.126,0.644,0.791,0.782,0.225
SDV_GAN,32.67778968811035,RF,0.845,0.609,0.683,0.113,0.644,0.785,0.772,0.238
SDV_GAN,32.67778968811035,LightGBM,0.835,0.591,0.634,0.113,0.612,0.76,0.739,0.271
SDV_GAN,32.67778968811035,Adaboost,0.83,0.59,0.561,0.101,0.575,0.73,0.691,0.318
SDV_GAN,32.67778968811035,GBDT,0.86,0.638,0.732,0.107,0.682,0.812,0.804,0.204
