oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.03,SVM,0.6,0.327,0.902,0.478,0.481,0.712,0.661,0.345
WFO,0.03,KNN,0.805,0.516,0.78,0.189,0.621,0.796,0.796,0.205
WFO,0.03,LR,0.58,0.319,0.927,0.509,0.475,0.709,0.642,0.364
WFO,0.03,DT,0.785,0.474,0.439,0.126,0.456,0.657,0.585,0.407
WFO,0.03,RF,0.885,0.8,0.585,0.038,0.676,0.774,0.728,0.294
WFO,0.03,LightGBM,0.9,0.839,0.634,0.031,0.722,0.801,0.766,0.26
WFO,0.03,Adaboost,0.775,0.47,0.756,0.22,0.579,0.768,0.768,0.232
WFO,0.03,GBDT,0.815,0.543,0.61,0.132,0.575,0.739,0.716,0.291
WFO2,0.08,SVM,0.795,0.5,0.707,0.182,0.586,0.762,0.758,0.244
WFO2,0.08,KNN,0.795,0.5,0.78,0.201,0.61,0.79,0.79,0.211
WFO2,0.08,LR,0.8,0.51,0.634,0.157,0.565,0.738,0.724,0.282
WFO2,0.08,DT,0.755,0.42,0.512,0.182,0.462,0.665,0.63,0.368
WFO2,0.08,RF,0.895,0.794,0.659,0.044,0.72,0.807,0.78,0.243
WFO2,0.08,LightGBM,0.89,0.757,0.683,0.057,0.718,0.813,0.792,0.228
WFO2,0.08,Adaboost,0.835,0.595,0.61,0.107,0.602,0.751,0.725,0.286
WFO2,0.08,GBDT,0.855,0.636,0.683,0.101,0.659,0.791,0.776,0.235
