oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.04,SVM,0.6,0.327,0.902,0.478,0.481,0.712,0.661,0.345
WFO,0.04,KNN,0.73,0.382,0.512,0.214,0.438,0.649,0.62,0.377
WFO,0.04,LR,0.545,0.295,0.878,0.541,0.442,0.669,0.603,0.392
WFO,0.04,DT,0.78,0.459,0.415,0.126,0.436,0.644,0.562,0.423
WFO,0.04,RF,0.825,0.579,0.537,0.101,0.557,0.718,0.672,0.335
WFO,0.04,LightGBM,0.83,0.613,0.463,0.075,0.528,0.694,0.617,0.383
WFO,0.04,Adaboost,0.755,0.438,0.683,0.226,0.533,0.728,0.725,0.275
WFO,0.04,GBDT,0.805,0.524,0.537,0.126,0.53,0.705,0.665,0.34
WFO2,0.08,SVM,0.79,0.492,0.78,0.208,0.604,0.786,0.786,0.214
WFO2,0.08,KNN,0.73,0.39,0.561,0.226,0.46,0.667,0.65,0.349
WFO2,0.08,LR,0.78,0.476,0.732,0.208,0.577,0.762,0.761,0.24
WFO2,0.08,DT,0.765,0.429,0.439,0.151,0.434,0.644,0.579,0.411
WFO2,0.08,RF,0.82,0.568,0.512,0.101,0.538,0.706,0.653,0.352
WFO2,0.08,LightGBM,0.81,0.552,0.39,0.082,0.457,0.654,0.548,0.435
WFO2,0.08,Adaboost,0.795,0.5,0.634,0.164,0.559,0.735,0.721,0.283
WFO2,0.08,GBDT,0.84,0.61,0.61,0.101,0.61,0.755,0.727,0.285
