oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.06,SVM,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
WFO,0.06,KNN,0.964,0.0,0.0,0.022,0.0,0.489,0.0,0.707
WFO,0.06,LR,0.762,0.033,0.571,0.235,0.063,0.668,0.654,0.346
WFO,0.06,DT,0.972,0.267,0.571,0.022,0.364,0.775,0.721,0.303
WFO,0.06,RF,0.988,1.0,0.143,0.0,0.25,0.571,0.25,0.606
WFO,0.06,LightGBM,0.97,0.25,0.571,0.024,0.348,0.774,0.721,0.304
WFO,0.06,Adaboost,0.976,0.222,0.286,0.014,0.25,0.636,0.443,0.505
WFO,0.06,GBDT,0.966,0.222,0.571,0.028,0.32,0.772,0.72,0.304
WFO2,0.12,SVM,0.604,0.015,0.429,0.394,0.029,0.518,0.502,0.491
WFO2,0.12,KNN,0.742,0.031,0.571,0.256,0.058,0.658,0.647,0.353
WFO2,0.12,LR,0.638,0.017,0.429,0.359,0.032,0.535,0.514,0.477
WFO2,0.12,DT,0.97,0.25,0.571,0.024,0.348,0.774,0.721,0.304
WFO2,0.12,RF,0.976,0.222,0.286,0.014,0.25,0.636,0.443,0.505
WFO2,0.12,LightGBM,0.982,0.333,0.286,0.008,0.308,0.639,0.444,0.505
WFO2,0.12,Adaboost,0.978,0.167,0.143,0.01,0.154,0.566,0.25,0.606
WFO2,0.12,GBDT,0.984,0.4,0.286,0.006,0.333,0.64,0.444,0.505
