oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.02,SVM,0.549,0.016,0.6,0.452,0.031,0.574,0.573,0.427
WFO,0.02,KNN,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
WFO,0.02,LR,0.189,0.012,0.8,0.818,0.023,0.491,0.296,0.596
WFO,0.02,DT,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
WFO,0.02,RF,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
WFO,0.02,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
WFO,0.02,Adaboost,0.898,0.049,0.4,0.096,0.087,0.652,0.555,0.43
WFO,0.02,GBDT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
WFO2,0.05,SVM,0.743,0.028,0.6,0.256,0.054,0.672,0.664,0.336
WFO2,0.05,KNN,0.908,0.054,0.4,0.086,0.095,0.657,0.556,0.429
WFO2,0.05,LR,0.752,0.038,0.8,0.248,0.073,0.776,0.775,0.225
WFO2,0.05,DT,0.932,0.0,0.0,0.057,0.0,0.472,0.0,0.708
WFO2,0.05,RF,0.959,0.0,0.0,0.029,0.0,0.485,0.0,0.707
WFO2,0.05,LightGBM,0.983,0.25,0.2,0.007,0.222,0.596,0.333,0.566
WFO2,0.05,Adaboost,0.947,0.0,0.0,0.042,0.0,0.479,0.0,0.708
WFO2,0.05,GBDT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
