oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.02,SVM,0.495,0.019,0.8,0.509,0.037,0.646,0.609,0.386
WFO,0.02,KNN,0.954,0.0,0.0,0.034,0.0,0.483,0.0,0.708
WFO,0.02,LR,0.252,0.016,1.0,0.757,0.031,0.622,0.391,0.535
WFO,0.02,DT,0.988,0.5,0.2,0.002,0.286,0.599,0.333,0.566
WFO,0.02,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WFO,0.02,LightGBM,0.983,0.25,0.2,0.007,0.222,0.596,0.333,0.566
WFO,0.02,Adaboost,0.908,0.054,0.4,0.086,0.095,0.657,0.556,0.429
WFO,0.02,GBDT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
WFO2,0.05,SVM,0.867,0.037,0.4,0.128,0.068,0.636,0.548,0.434
WFO2,0.05,KNN,0.913,0.0,0.0,0.076,0.0,0.462,0.0,0.709
WFO2,0.05,LR,0.816,0.014,0.2,0.177,0.026,0.512,0.322,0.579
WFO2,0.05,DT,0.961,0.077,0.2,0.029,0.111,0.585,0.332,0.566
WFO2,0.05,RF,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
WFO2,0.05,LightGBM,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
WFO2,0.05,Adaboost,0.964,0.143,0.4,0.029,0.211,0.685,0.567,0.425
WFO2,0.05,GBDT,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
